Protein1,Protein2,Interaction,Directed
YBR101C,YNL209W,ppi,0
YGL207W,YKR062W,ppi,0
YGR252W,YBL002W,acetylation,1
YJL164C,YHL019C,kinase_substrate,1
TLCAAA,YOR110W,ppi,0
YBR109C,YGR253C,ppi,0
YDL149W,YKL103C,ppi,0
YKL195W,YKR016W,ppi,0
YHR007C,YML008C,ppi,0
YJL061W,YOR098C,ppi,0
YBR061C,YPL183C,ppi,0
YAL023C,YDL095W,ppi,0
YJR097W,YKL048C,ppi,0
YOR351C,YJR125C,kinase_substrate,1
YJR006W,YNL102W,ppi,0
YNR024W,YOL021C,ppi,0
YGR052W,YKL010C,ppi,0
YGL093W,YGR188C,ppi,0
YDL229W,YDR028C,ppi,0
YBR160W,YGR035C,kinase_substrate,1
YBR170C,YDR333C,ppi,0
YOL041C,YOR208W,ppi,0
YKL101W,YFL023W,kinase_substrate,1
YMR291W,YOR089C,ppi,0
YJL104W,YNL131W,ppi,0
YNL298W,YDL153C,kinase_substrate,1
Q0275,YOL027C,ppi,0
YGR175C,YLR100W,ppi,0
CYC38,CX45,metabolic_pathway,0
YJR059W,YDR153C,kinase_substrate,1
YBL016W,YNL136W,kinase_substrate,1
YDR214W,YOR027W,ppi,0
YER006W,YNL227C,ppi,0
YLR166C,YNL138W,ppi,0
YDR358W,YGL206C,ppi,0
YDL166C,YLR340W,ppi,0
YDR328C,YJR090C,ppi,0
YDL079C,YPL235W,ppi,0
YOR141C,YOR290C,ppi,0
YKL126W,YPR041W,ppi,0
YHR205W,YPL237W,ppi,0
YKL172W,YLR276C,ppi,0
YDR130C,YPR120C,ppi,0
YKL217W,CX51,metabolic_pathway,0
YCR088W,YHR016C,ppi,0
YJR059W,YJL198W,kinase_substrate,1
YNL189W,YOR098C,ppi,0
YHR186C,YLR403W,ppi,0
YDR236C,YBR192W,metabolic_pathway,0
YDR016C,YDR201W,ppi,0
YDR013W,YIL150C,ppi,0
YGR275W,YPR034W,ppi,0
YLR043C,YOR106W,ppi,0
YNL307C,YMR053C,kinase_substrate,1
YPL031C,YIL077C,kinase_substrate,1
YOR244W,YOL077C,acetylation,1
YNL251C,YPL178W,ppi,0
YDR510W,YEL032W,ppi,0
YFL037W,YNL223W,ppi,0
YOR061W,YMR036C,kinase_substrate,1
YKR068C,YML077W,ppi,0
YGL051W,YGL137W,ppi,0
YIL084C,YNL330C,ppi,0
YBR059C,YNL104C,ppi,0
YDL111C,YGR195W,ppi,0
YPL203W,YDR169C,kinase_substrate,1
YJR059W,YLR258W,kinase_substrate,1
YDR233C,YKR010C,ppi,0
YGR232W,YHR203C,ppi,0
YFR014C,YPR187W,kinase_substrate,1
YDL247W,YIL172C,metabolic_pathway,1
YLR378C,YML019W,ppi,0
TTUGUG2,YKL194C,ppi,0
YGL092W,YMR153W,ppi,0
YBR189W,YJR002W,ppi,0
YNL154C,YBL064C,kinase_substrate,1
YEL054C,YIR026C,ppi,0
YLL016W,YNL098C,ppi,0
YLR423C,YNL182C,ppi,0
YHR205W,YDR169C,kinase_substrate,1
YJR059W,YGR038W,kinase_substrate,1
YHR082C,YBL078C,kinase_substrate,1
YJL106W,YDL070W,kinase_substrate,1
YDR267C,YHR122W,ppi,0
YHR082C,YOR196C,kinase_substrate,1
YBL105C,YJL002C,ppi,0
YDL161W,YPL115C,ppi,0
YER118C,YMR032W,ppi,0
YER157W,YNL041C,ppi,0
YFR014C,YJL148W,kinase_substrate,1
YDR404C,YOR151C,ppi,0
YDR172W,YOL149W,ppi,0
YAR007C,YPR161C,ppi,0
YDR172W,YLL026W,ppi,0
YBL007C,YNL152W,ppi,0
YDR170C,YPR181C,ppi,0
YAL047C,YNL126W,ppi,0
YKL117W,YMR039C,ppi,0
YER006W,YJL010C,ppi,0
YDR049W,YKL213C,ppi,0
YKL101W,YNL272C,kinase_substrate,1
YBR009C,YGL133W,ppi,0
YOR157C,YOR362C,ppi,0
YLR249W,YML031W,ppi,0
YHR182W,YNR031C,ppi,0
YLR251W,YMR203W,ppi,0
YER042W,YIR037W,ppi,0
YBR010W,YPL127C,ppi,0
YLR182W,YNR009W,ppi,0
YJL183W,YPL050C,ppi,0
YFR052W,YGR135W,ppi,0
YDR159W,YKL186C,ppi,0
YPL031C,YLL008W,kinase_substrate,1
YER105C,YKL057C,ppi,0
YBR082C,YDL190C,ppi,0
YDR432W,YOR048C,ppi,0
YDR495C,YKR014C,ppi,0
YKL180W,YLR150W,ppi,0
YFR028C,YGL003C,phosphatase_substrate,1
YLR096W,YNR064C,ppi,0
YLL008W,YOR231W,ppi,0
YLR231C,YDR428C,metabolic_pathway,0
YDL230W,YOL041C,ppi,0
YKL101W,YGR276C,kinase_substrate,1
YER155C,YGL019W,ppi,0
YNL154C,YNL010W,kinase_substrate,1
YJR106W,YOR153W,ppi,0
YNL002C,YPR115W,ppi,0
YDR145W,YKL125W,ppi,0
YGL031C,YGR285C,ppi,0
YGL099W,YKL186C,ppi,0
YDR097C,YJR144W,ppi,0
YOR374W,YER073W,metabolic_pathway,0
YPL031C,YML086C,kinase_substrate,1
YDR283C,YJR043C,ppi,0
YDR369C,YGL090W,ppi,0
YML057W,YPR115W,ppi,0
YJR093C,YMR061W,ppi,0
YDR145W,YOR244W,ppi,0
YGL180W,YHR214CC,kinase_substrate,1
YFR031C,YKL068W,ppi,0
YDL025C,YLR002C,ppi,0
YGL207W,YLR182W,ppi,0
YBR260C,YIL118W,ppi,0
YMR083W,YGR177C,metabolic_pathway,0
YFL009W,YLR096W,ppi,0
YBL097W,YER164W,ppi,0
YAL047C,YGR218W,ppi,0
YBR233WA,YDR016C,ppi,0
YDR216W,YMR280C,ppi,0
YNL154C,YMR229C,kinase_substrate,1
YBR160W,YIL140W,kinase_substrate,1
YJL167W,YJR140C,ppi,0
YML042W,YER024W,metabolic_pathway,0
YBR173C,YOR362C,ppi,0
YJL203W,YLL036C,ppi,0
YNL307C,YKL101W,kinase_substrate,1
YFL049W,YOR290C,ppi,0
YML065W,YNL261W,ppi,0
YPL204W,YLR438W,kinase_substrate,1
YGR092W,YGR220C,kinase_substrate,1
YIR025W,YKL022C,ppi,0
YBR160W,YOR045W,kinase_substrate,1
YGL180W,YKR041W,kinase_substrate,1
YDR123C,YKL135C,ppi,0
YKL109W,YOR358W,ppi,0
YGR285C,YNL255C,ppi,0
YKR014C,YOR370C,ppi,0
YCL059C,YJR145C,ppi,0
YER122C,YNL287W,ppi,0
YML010W,YOR123C,ppi,0
YDL150W,YGR047C,ppi,0
YAL017W,YER133W,ppi,0
YHR069C,YNL232W,ppi,0
YAR014C,YER133W,ppi,0
YBR143C,YML068W,ppi,0
YCL037C,YDL229W,ppi,0
YGL180W,YDR099W,kinase_substrate,1
YBL007C,YKR001C,ppi,0
Q0105,YBL030C,ppi,0
YLR347C,YNL069C,ppi,0
YHL033C,YHR170W,ppi,0
YBL080C,YGR102C,ppi,0
YDL126C,YDR510W,ppi,0
YDR342C,YGL253W,metabolic_pathway,1
YGL059W,YGR257C,kinase_substrate,1
YFR008W,YMR029C,ppi,0
YDR177W,YKL168C,ppi,0
YPL031C,YNL314W,kinase_substrate,1
YHR135C,YOL130W,kinase_substrate,1
YGL201C,YIL144W,ppi,0
YBL035C,YKL045W,ppi,0
YBR081C,YGL252C,ppi,0
YDL108W,YGR021W,ppi,0
YAL038W,YBR279W,ppi,0
YDR103W,YPR120C,ppi,0
YER174C,YHR205W,ppi,0
YOL016C,YGR159C,kinase_substrate,1
YPL209C,YER016W,kinase_substrate,1
YKL196C,YOR075W,ppi,0
YDR087C,YOL077C,ppi,0
YIL162W,YMR011W,metabolic_pathway,1
YGL008C,YMR127C,ppi,0
YDR189W,YGL098W,ppi,0
YJR059W,YJR049C,kinase_substrate,1
YCR091W,YDL192W,kinase_substrate,1
YKL139W,YML112W,ppi,0
YBR193C,YNL031C,ppi,0
YDL097C,YFR052W,ppi,0
YDR153C,YKL135C,ppi,0
YBR198C,YDR392W,ppi,0
YKL155C,YNL137C,ppi,0
TDGUCJ3,YDR341C,ppi,0
YGR040W,YJR108W,kinase_substrate,1
YBL026W,YHR165C,ppi,0
YDL225W,YLL021W,ppi,0
YDR164C,YGL233W,ppi,0
YDR356W,YMR001C,ppi,0
YHR041C,YKR062W,ppi,0
YMR217W,YJR133W,metabolic_pathway,0
YLL008W,YPL209C,ppi,0
YGL180W,YER127W,kinase_substrate,1
YHR108W,YKL135C,ppi,0
YLR113W,YDL140C,kinase_substrate,1
YER179W,YIL144W,ppi,0
YHR088W,YJR132W,ppi,0
YAR019C,YDL047W,ppi,0
YGL246C,YOR063W,ppi,0
YAL030W,YNL255C,ppi,0
YER103W,YOR027W,ppi,0
YDR208W,YPR052C,ppi,0
YDR028C,YNL209W,ppi,0
YAR002W,YML103C,ppi,0
YOL091W,YOR177C,ppi,0
YDR503C,YKR031C,metabolic_pathway,0
YGR092W,YMR032W,kinase_substrate,1
YOL069W,YPL174C,ppi,0
YGR063C,YML010W,ppi,0
YMR117C,YOR177C,ppi,0
YEL022W,YKR030W,ppi,0
YOR063W,YPL093W,ppi,0
YBR200W,YLR362W,ppi,0
YHR136C,YJL198W,ppi,0
YHR082C,YOR035C,kinase_substrate,1
YGL200C,YLR390WA,ppi,0
YNL290W,YOL094C,ppi,0
YER008C,YJL085W,ppi,0
YBL105C,YMR149W,ppi,0
YGL158W,YKR048C,kinase_substrate,1
YHL025W,YHR030C,ppi,0
YGL241W,YKR048C,ppi,0
YJR059W,YGR267C,kinase_substrate,1
YHR192W,YOR165W,ppi,0
YOL045W,YKL035W,kinase_substrate,1
YBR160W,YOR058C,kinase_substrate,1
YBL005W,YGL003C,ppi,0
YMR216C,YNL173C,kinase_substrate,1
YAL005C,YJL039C,ppi,0
YGL120C,YNL248C,ppi,0
YDR247W,YMR216C,ppi,0
YIL019W,YOR145C,ppi,0
YJL154C,YJL187C,ppi,0
YGR130C,YPL153C,ppi,0
YER011W,YPL178W,ppi,0
YBR155W,YGR187C,ppi,0
YAL005C,YOR164C,ppi,0
YDL207W,YIL115C,ppi,0
YLR029C,YNL255C,ppi,0
YER143W,YFR052W,ppi,0
YDR202C,YJR033C,ppi,0
YJL115W,YJL168C,ppi,0
YLR178C,YNL251C,ppi,0
YCL039W,YGL227W,ppi,0
YPL141C,YLL008W,kinase_substrate,1
YJR129C,YNL307C,ppi,0
YBL060W,YOR094W,kinase_substrate,1
YOR244W,YNR034W,acetylation,1
YDR277C,YNL073W,ppi,0
YKL058W,YML015C,ppi,0
YKL026C,CX2,metabolic_pathway,0
YDR113C,YGR225W,ubiquitination,1
YBR160W,YPL155C,kinase_substrate,1
YHL015W,YNL207W,ppi,0
YLR262C,YLR396C,ppi,0
YDR363WA,YHR027C,ppi,0
YHR082C,YNL007C,kinase_substrate,1
YKR022C,YPR101W,ppi,0
YFR046C,YIR010W,ppi,0
YJL140W,YJL164C,ppi,0
YFR028C,YKR010C,ppi,0
YBR198C,YDR176W,ppi,0
YLR096W,YLR438W,ppi,0
YGL153W,YOL044W,ppi,0
YAR019C,YML064C,ppi,0
YDL008W,YGL003C,ppi,0
YFL039C,YGR229C,ppi,0
YKL139W,YNL004W,ppi,0
YDL010W,YOL062C,ppi,0
YCR035C,YPL146C,ppi,0
YLR396C,YPL045W,ppi,0
YKR036C,YPL042C,ppi,0
YML073C,YNL124W,ppi,0
YFL034CA,YHR200W,ppi,0
YDL155W,YDR216W,ppi,0
YER162C,YFR021W,ppi,0
YER044C,YMR202W,ppi,0
YAR007C,YGL219C,ppi,0
YBR160W,YPL209C,kinase_substrate,1
YDR309C,YER149C,ppi,0
YCR008W,YHR068W,ppi,0
YDL165W,YOL123W,ppi,0
YGL122C,YKL018W,ppi,0
YFL010C,YKL139W,ppi,0
YHR082C,YNL217W,kinase_substrate,1
YGL092W,YLL039C,ppi,0
YDR323C,YMR231W,ppi,0
Q0275,YGR222W,ppi,0
YER133W,YNL061W,ppi,0
YDR394W,YEL037C,ppi,0
YDL160C,YPR080W,ppi,0
YMR047C,YMR235C,ppi,0
YCR003W,YER017C,ppi,0
YDL227C,YHR027C,ppi,0
YDR381W,YML056C,ppi,0
TRUCUM2,YDR341C,ppi,0
YLL024C,YOR007C,ppi,0
CX56,CX64,metabolic_pathway,0
YGL016W,YOR185C,ppi,0
YOL133W,YPR019W,ppi,0
YHR105W,YOR292C,ppi,0
YGL180W,YGR027WA,kinase_substrate,1
YHR001W,YHR087W,ppi,0
Q0105,Q0250,ppi,0
YHR083W,YPR133WA,ppi,0
YHR187W,YNL031C,ppi,0
YHL007C,YOR212W,ppi,0
YHR082C,YHR099W,ppi,0
YAL015C,YDR510W,ppi,0
YJL164C,YLL029W,kinase_substrate,1
YNL154C,YNL027W,kinase_substrate,1
YBR009C,YKR048C,ppi,0
YGL076C,YPL209C,ppi,0
YJL164C,YNL272C,kinase_substrate,1
YER095W,YML032C,ppi,0
YIL162W,YHR092C,metabolic_pathway,1
YBL025W,YDL113C,ppi,0
YCL057CA,YOR356W,ppi,0
YBR160W,YDR309C,kinase_substrate,1
YBL021C,YGL237C,ppi,0
YGR282C,YDR536W,metabolic_pathway,1
YDL132W,YOL025W,ppi,0
YKL125W,YML010W,ppi,0
YCR035C,YDR280W,ppi,0
YGL120C,YJL109C,ppi,0
YJL005W,YJR086W,ppi,0
YLR292C,YLR301W,ppi,0
YEL009C,YML098W,ppi,0
YJL090C,YLR135W,ppi,0
YNL119W,YOR251C,ppi,0
YLR237W,YPR121W,metabolic_pathway,1
YGL059W,YKL093W,kinase_substrate,1
YDR247W,YGL208W,ppi,0
YOR278W,YDR047W,metabolic_pathway,1
YMR312W,YPL101W,ppi,0
YCR042C,YGR274C,ppi,0
YDR328C,YJL149W,ppi,0
YJR063W,YOR341W,ppi,0
YBR010W,YPR019W,ppi,0
YJL176C,YPR052C,ppi,0
YBR136W,YDR499W,kinase_substrate,1
YDL014W,YLR403W,ppi,0
YOR261C,YPR108W,ppi,0
YDR397C,YPL082C,ppi,0
YKL078W,YNL186W,ppi,0
YKL013C,YNR035C,ppi,0
YHR135C,YBR090C,kinase_substrate,1
YHR033W,YHR082C,ppi,0
YDR253C,YJR060W,ppi,0
YDR477W,YBR118W,kinase_substrate,1
YGR034W,YKR081C,ppi,0
YCR060W,YOR310C,ppi,0
YDR324C,YDR398W,ppi,0
YDR101C,YHR170W,ppi,0
YDR510W,YML010W,ppi,0
YER174C,YJL164C,ppi,0
YMR200W,YOR085W,ppi,0
YHR079C,YHR114W,kinase_substrate,1
YGL216W,YLR045C,ppi,0
YFR014C,YIR003W,kinase_substrate,1
YKR014C,YPL045W,ppi,0
YMR196W,YNR031C,ppi,0
YFR028C,YDL140C,phosphatase_substrate,1
YHR027C,YHR200W,ppi,0
YNL154C,YNL022C,kinase_substrate,1
YDL148C,YOR310C,ppi,0
YDL085W,YPR054W,ppi,0
YNL154C,YDL070W,kinase_substrate,1
YER178W,YIL042C,ppi,0
YHR084W,YPR080W,ppi,0
YDR190C,YLR399C,ppi,0
YNL154C,YER063W,kinase_substrate,1
YDL126C,YDR333C,ppi,0
YBR160W,YER129W,kinase_substrate,1
YLL039C,YOL087C,ppi,0
YIL095W,YER155C,kinase_substrate,1
YDR432W,YJL124C,ppi,0
YLL039C,YMR022W,ppi,0
YHL002W,YKL213C,ppi,0
YCR089W,YNR044W,ppi,0
YJL104W,YJL143W,ppi,0
YOR119C,YPR036W,ppi,0
YGL055W,CYC86,metabolic_pathway,0
YDR383C,YGR179C,ppi,0
YNL298W,YBR298CA,kinase_substrate,1
YCL034W,YOR181W,ppi,0
YJR059W,YJR112W,kinase_substrate,1
YLL057C,CYC38,metabolic_pathway,1
YGL066W,YHR099W,ppi,0
YLR215C,YOL117W,ppi,0
YGL059W,YML063W,kinase_substrate,1
YCR035C,YDL111C,ppi,0
YLR285W,YPL150W,ppi,0
YBR160W,YDR379W,kinase_substrate,1
YLL039C,YMR153W,ppi,0
YIR005W,YLL036C,ppi,0
YHR087W,YOL139C,ppi,0
YBL003C,YKL089W,ppi,0
YGR048W,YPL009C,ppi,0
YGL134W,YKR096W,ppi,0
YJR007W,YPL237W,ppi,0
YKL005C,YNL031C,ppi,0
YLR300W,YDL247W,metabolic_pathway,1
YDL014W,YOR310C,ppi,0
YNL154C,YNL080C,kinase_substrate,1
YDR173C,YLR096W,ppi,0
YBR097W,YLR360W,ppi,0
YOL113W,YKL184W,kinase_substrate,1
YBR060C,YIL150C,ppi,0
YBR031W,YER012W,ppi,0
YCL028W,YDR308C,ppi,0
YDR303C,YGR056W,ppi,0
YDL013W,YHR156C,ppi,0
YBR160W,YLR307W,kinase_substrate,1
YGR128C,YNL132W,ppi,0
YNL154C,YKL178C,kinase_substrate,1
YER125W,YPR030W,ubiquitination,1
YCL057CA,YFR011C,ppi,0
YLR071C,YOL135C,ppi,0
YGR092W,YBL106C,kinase_substrate,1
YPL031C,YPR137CA,kinase_substrate,1
YLR045C,YML085C,ppi,0
YGL180W,YPL257WA,kinase_substrate,1
YBL005W,YCR081W,ppi,0
YDL184C,YDR378C,ppi,0
YNL178W,YPR051W,ppi,0
YFR028C,YGR203W,ppi,0
YML086C,YBR149W,metabolic_pathway,0
YKL180W,YMR031C,ppi,0
YBL016W,YPR137CA,kinase_substrate,1
YBR102C,YDR027C,ppi,0
YBR198C,YER148W,ppi,0
YBR211C,YLR315W,ppi,0
YIL035C,YNL207W,ppi,0
YHR135C,YDR229W,kinase_substrate,1
YLR096W,YOL054W,ppi,0
YKL068W,YLL024C,ppi,0
YDR427W,YGL004C,ppi,0
YDR247W,YML045WA,ppi,0
YBR225W,YLR293C,ppi,0
YDR225W,YKL139W,ppi,0
YHR200W,YMR314W,ppi,0
YIL035C,YHL020C,kinase_substrate,1
YCR093W,YGR274C,ppi,0
YDR074W,YER178W,ppi,0
YGR120C,YLR026C,ppi,0
YLR113W,YLL043W,kinase_substrate,1
YJL057C,YOL078W,kinase_substrate,1
YER139C,YOR151C,ppi,0
YJL104W,YNR017W,ppi,0
YAL030W,YNR049C,ppi,0
YGR014W,YLR229C,ppi,0
YDL120W,YLL041C,ppi,0
YKL018W,YNL222W,ppi,0
Q0045,YGL187C,ppi,0
YKL189W,YOR353C,ppi,0
YBR160W,YKL185W,kinase_substrate,1
YDL116W,YDR335W,ppi,0
YBR112C,YOR028C,ppi,0
YBR137W,YDR335W,ppi,0
YOR244W,YLR314C,acetylation,1
YPL153C,YDL153C,kinase_substrate,1
YJL106W,YOR335C,kinase_substrate,1
YDL240W,YPR165W,ppi,0
YNL207W,YOR039W,ppi,0
YHR056C,YLR357W,ppi,0
YKL052C,YKL138CA,ppi,0
YGR178C,YNL124W,ppi,0
YJR066W,YPR185W,kinase_substrate,1
YIL075C,YOL117W,ppi,0
YGR232W,YOL117W,ppi,0
YER093C,YOL078W,ppi,0
YOL052C,YLR146C,metabolic_pathway,1
YDL017W,YLL004W,ppi,0
YDR108W,YOR115C,ppi,0
YHR135C,YGL079W,kinase_substrate,1
YKL134C,YPL109C,ppi,0
YDR325W,YFR031C,ppi,0
YGL179C,YGR135W,kinase_substrate,1
YML004C,YHR104W,metabolic_pathway,0
YNL225C,YOR177C,ppi,0
YJL164C,YNL125C,kinase_substrate,1
YKL152C,YCR012W,metabolic_pathway,0
YGL158W,YGR252W,ppi,0
YGL179C,YLR350W,kinase_substrate,1
YJL196C,YER015W,metabolic_pathway,1
YCL014W,YIL140W,ppi,0
YIL030C,YKL209C,ppi,0
YDR372C,YIL076W,ppi,0
YHR135C,YKR079C,kinase_substrate,1
YDL028C,YLR016C,ppi,0
YER112W,YLR438CA,ppi,0
YJL164C,YPL023C,kinase_substrate,1
YER123W,YLL024C,ppi,0
YGR252W,YOR023C,ppi,0
YDR496C,YHR170W,ppi,0
YDL108W,YOR272W,kinase_substrate,1
YNL307C,YDR518W,kinase_substrate,1
YBR160W,YDR356W,kinase_substrate,1
YNL031C,YPL181W,ppi,0
YLL036C,YML049C,ppi,0
YDR477W,YKR022C,kinase_substrate,1
YER164W,YML010W,ppi,0
YBR112C,YOR174W,ppi,0
YDR465C,YMR047C,ppi,0
YBL093C,YHR058C,ppi,0
YHR082C,YNL054WA,kinase_substrate,1
YCR008W,YBR107C,kinase_substrate,1
YDR056C,YKL207W,ppi,0
YDL025C,YOR177C,ppi,0
YBL106C,YBR102C,ppi,0
YBL041W,YER012W,ppi,0
YBR172C,YCR093W,ppi,0
YHR082C,YPR091C,kinase_substrate,1
YGL001C,YLR056W,ppi,0
YIL095W,YGR027C,kinase_substrate,1
YBR009C,YML069W,ppi,0
YFL016C,YOR232W,ppi,0
YGL051W,YIL109C,ppi,0
YJL124C,YNL118C,ppi,0
YML085C,YPR141C,ppi,0
YIL131C,YJR144W,ppi,0
YBR160W,YOR315W,kinase_substrate,1
YGL059W,YDR068W,kinase_substrate,1
YOR061W,YJR007W,kinase_substrate,1
YBR215W,YJL115W,ppi,0
Q0250,YBR037C,ppi,0
YEL042W,YLR166C,ppi,0
YFL039C,YJR076C,ppi,0
YGR009C,YPL232W,ppi,0
YBR160W,YOL058W,kinase_substrate,1
YGL066W,YMR223W,ppi,0
YDL140C,YNR010W,ppi,0
YER126C,YGL120C,ppi,0
TTAGUD,YKL194C,ppi,0
YBL106C,YKL130C,ppi,0
YCL027W,YIL159W,ppi,0
YDR388W,YER127W,ppi,0
YHR165C,YML046W,ppi,0
YJL034W,YKL073W,ppi,0
YEL037C,YHL025W,ppi,0
YLR357W,YML127W,ppi,0
YGR282C,YJL214W,metabolic_pathway,1
YDR227W,YPL248C,ppi,0
YBR059C,YDR188W,ppi,0
YJL167W,YHR190W,metabolic_pathway,0
YJL137C,YLR258W,ppi,0
YHL007C,YPR120C,ppi,0
YNL154C,YFL023W,kinase_substrate,1
YBL008W,YBR215W,ppi,0
YGR040W,YLR324W,kinase_substrate,1
YGR090W,YIL035C,ppi,0
YKL145W,YPL248C,ppi,0
YDL165W,YER148W,ppi,0
YJL109C,YMR093W,ppi,0
YAR003W,YDR469W,ppi,0
YER012W,YHR134W,ppi,0
YCL057CA,YIL136W,ppi,0
YDR224C,YGL241W,ppi,0
YHR135C,YLR350W,kinase_substrate,1
YDR229W,YDR388W,ppi,0
YDR054C,YMR080C,ppi,0
YHR135C,YLR323C,kinase_substrate,1
YAL005C,YLL036C,ppi,0
YGR180C,YKL168C,ppi,0
YFR028C,YLR079W,phosphatase_substrate,1
YDR028C,YDR099W,ppi,0
YBR059C,YGL213C,ppi,0
YGL180W,YDR161W,kinase_substrate,1
YPL204W,YKL178C,kinase_substrate,1
YJL095W,YOL041C,ppi,0
YDL209C,YLR117C,ppi,0
YBR215W,YFR037C,ppi,0
YGL059W,YIL135C,kinase_substrate,1
YJL047C,YLR320W,ppi,0
YHR082C,YGR094W,kinase_substrate,1
YEL013W,YFR035C,ppi,0
YER012W,YMR116C,ppi,0
YBR009C,YHR089C,ppi,0
YJL164C,YDR468C,kinase_substrate,1
YBR073W,YER179W,ppi,0
YDL080C,YIR037W,ppi,0
YKL014C,YPL237W,ppi,0
YJL187C,YPL240C,kinase_substrate,1
YPL003W,YPR066W,ppi,0
YJL010C,YLR051C,ppi,0
YGL180W,YBL024W,kinase_substrate,1
YEL034W,YGR285C,ppi,0
YOR155C,YLR209C,metabolic_pathway,0
YPL204W,YDR099W,kinase_substrate,1
YKR062W,YPL122C,ppi,0
YLR155C,YGR121C,metabolic_pathway,1
YPL031C,YHR112C,kinase_substrate,1
YFR014C,YGL079W,kinase_substrate,1
YNL154C,YLR326W,kinase_substrate,1
YCL028W,YCR081W,ppi,0
YJL149W,YOL133W,ppi,0
YFR028C,YNL161W,ppi,0
YOR244W,YHL014C,acetylation,1
YKR017C,YNL031C,ppi,0
YOL012C,YOL075C,ppi,0
YGL180W,YBR270C,kinase_substrate,1
YER122C,YGL200C,ppi,0
YHR163W,YGR256W,metabolic_pathway,1
YLR394W,YMR224C,ppi,0
YER125W,YNL243W,ppi,0
YAL034WA,YKL089W,ppi,0
YIL075C,YJL057C,ppi,0
YPL258C,YOR143C,metabolic_pathway,0
YBR088C,YLL039C,ubiquitination,1
YJL092W,YJL170C,ppi,0
YIL035C,YDR054C,kinase_substrate,1
YPL153C,YDR217C,kinase_substrate,1
YLR399C,YNL030W,ppi,0
YLR362W,YPL133C,ppi,0
YKL210W,YLL039C,ppi,0
YDR477W,YIL112W,kinase_substrate,1
YHR208W,YBR176W,metabolic_pathway,0
YDL140C,YOR210W,ppi,0
YBL007C,YNL084C,ppi,0
YPL031C,YML016C,kinase_substrate,1
YGR054W,YOR204W,ppi,0
CX79,YPL148C,metabolic_pathway,1
YER148W,YGR246C,ppi,0
YHR027C,YKL171W,ppi,0
YPL026C,YPL282C,kinase_substrate,1
YLR248W,YBR108W,kinase_substrate,1
YBR221C,YCR079W,ppi,0
YBR160W,YMR129W,kinase_substrate,1
YDR028C,YER133W,ppi,0
YDL079C,YKL210W,ppi,0
YDR531W,YIL145C,metabolic_pathway,0
YOR233W,YJR053W,kinase_substrate,1
YHR030C,YLR371W,kinase_substrate,1
YDL003W,YMR076C,ppi,0
YPL031C,YDR279W,kinase_substrate,1
YBR034C,YIL079C,ppi,0
YCR073C,YDR023W,kinase_substrate,1
YHR135C,YHL013C,kinase_substrate,1
YJL030W,YOR026W,ppi,0
YDR026C,YDR110W,ppi,0
YOL091W,YOR373W,ppi,0
YER012W,YMR186W,ppi,0
YGL241W,YPR086W,ppi,0
YPL031C,YLR427W,kinase_substrate,1
YDL108W,YDL166C,kinase_substrate,1
YKL173W,YLR117C,ppi,0
YER151C,YER162C,ppi,0
YGL181W,YPL213W,ppi,0
YEL051W,YMR054W,ppi,0
YMR001C,YAL047C,kinase_substrate,1
YDL166C,YOR369C,ppi,0
YDL140C,YDR228C,ppi,0
YER087CB,YOR254C,ppi,0
YHR135C,YLL039C,ppi,0
YBR079C,YGL123W,ppi,0
YER177W,YNL267W,ppi,0
YDL006W,YOL113W,ppi,0
YGR092W,YGR264C,kinase_substrate,1
YOR267C,YOR272W,ppi,0
YGL158W,YLR071C,ppi,0
YBL045C,YGL191W,ppi,0
YGL070C,YPL203W,ppi,0
YBR129C,YDR208W,ppi,0
YJL187C,YDR316W,kinase_substrate,1
YML085C,YMR001C,ppi,0
YOR326W,YPL269W,ppi,0
YJL058C,YMR104C,ppi,0
YGL189C,YLR150W,ppi,0
YJR059W,YIL070C,kinase_substrate,1
YLR021W,YPL144W,ppi,0
YBL045C,YPL063W,ppi,0
YDR087C,YER126C,ppi,0
YHR084W,YMR308C,ppi,0
YDR394W,YOL117W,ppi,0
YIL094C,YDR234W,metabolic_pathway,0
YDR091C,YML063W,ppi,0
YDR478W,YLR145W,ppi,0
YDR471W,YFR014C,ppi,0
YGR083C,YOR260W,ppi,0
YBL084C,YLR102C,ppi,0
YIL068C,YOR326W,ppi,0
YPL256C,YIL149C,kinase_substrate,1
YGL212W,YMR231W,ppi,0
YDR510W,YKR010C,ppi,0
YDL155W,YGL003C,ppi,0
RDN582,YMR049C,ppi,0
YNL307C,YPL257WA,kinase_substrate,1
YNL183C,YPL204W,ppi,0
YER112W,YER146W,ppi,0
YKL117W,YPR115W,ppi,0
YLR103C,YMR043W,ppi,0
YNL078W,YOR269W,ppi,0
YBR267W,YPR016C,ppi,0
YBR009C,YDR225W,ppi,0
YJL115W,YLL022C,ppi,0
YLR044C,YMR083W,metabolic_pathway,1
YDR177W,YOL013C,ppi,0
YJL106W,YKL168C,kinase_substrate,1
YIL022W,YNL328C,ppi,0
YBR059C,YMR250W,kinase_substrate,1
YBR088C,YJR043C,ppi,0
YDL225W,YLR314C,ppi,0
YPL026C,YHR056C,kinase_substrate,1
YCR012W,YIL074C,metabolic_pathway,0
YHR079C,YDR328C,kinase_substrate,1
