#tail	head	edge_flux
YOR360C	YPL203W	7.28573e-02
YOR360C	YJL164C	7.28573e-02
YOR360C	YIL006W	7.28573e-02
YOR360C	YJL005W	7.28573e-02
YOR360C	YNL141W	7.28573e-02
YOR360C	YLR209C	7.28573e-02
YOR360C	YKL166C	7.28573e-02
YIL006W	YOR360C	1.07473e-02
YIL006W	YNL141W	1.07473e-02
YIL006W	YLR209C	1.07473e-02
YIL006W	YDR454C	1.07473e-02
YNL141W	YOR155C	7.51670e-03
YNL141W	YIL006W	7.51670e-03
YNL141W	YBR280C	7.51670e-03
YNL141W	YOR360C	7.51670e-03
YNL141W	YDR399W	7.51670e-03
YNL141W	YLR209C	7.51670e-03
YLR209C	YLR245C	3.76292e-03
YLR209C	YLR432W	3.76292e-03
YLR209C	YIL006W	3.76292e-03
YLR209C	YHR216W	3.76292e-03
YLR209C	YML056C	3.76292e-03
YLR209C	YOR360C	3.76292e-03
YLR209C	YNL141W	3.76292e-03
YLR209C	YOR155C	3.76292e-03
YLR209C	YDR454C	3.76292e-03
YLR209C	YDR399W	3.76292e-03
YLR209C	YJR057W	3.76292e-03
YLR209C	YJR133W	3.76292e-03
YLR209C	YOR074C	3.76292e-03
YJL005W	YHR005C	2.70940e-03
YJL005W	YMR116C	2.70940e-03
YJL005W	Repressed_R.R..s......_No_Phenotype_Exists	2.70940e-03
YJL005W	YJR086W	2.70940e-03
YJL005W	YDR247W	2.70940e-03
YJL005W	YER020W	2.70940e-03
YJL005W	YLR310C	2.70940e-03
YJL005W	YNL138W	2.70940e-03
YJL005W	YOR360C	2.70940e-03
YJL005W	YMR186W	2.70940e-03
YJL005W	YNL098C	2.70940e-03
YJL005W	YOR057W	2.70940e-03
YJL005W	YGL248W	2.70940e-03
YJL005W	YBR140C	2.70940e-03
YOR155C	YNL141W	1.88248e-03
YOR155C	YLR209C	1.88248e-03
YOR155C	YPL204W	1.88248e-03
YDR454C	YGR209C	1.83744e-03
YDR454C	YKL067W	1.83744e-03
YDR454C	YLR209C	1.83744e-03
YDR454C	YIL006W	1.83744e-03
YGL248W	YJL005W	1.35810e-03
YLR245C	YGL224C	1.00862e-03
YLR245C	YLR209C	1.00862e-03
YBR280C	YDR328C	9.46604e-04
YBR280C	YNL141W	9.46604e-04
YBR280C	YOL133W	9.46604e-04
YBR280C	YDL132W	9.46604e-04
YFR017C	YPR184W	5.15665e-04
YJR133W	YDL238C	4.25674e-04
YJR133W	YHR216W	4.25674e-04
YJR133W	YML056C	4.25674e-04
YJR133W	YMR217W	4.25674e-04
YJR133W	YLR209C	4.25674e-04
YJR133W	YLR432W	4.25674e-04
YPL203W	YLR231C	4.22810e-04
YPL203W	YGL070C	4.22810e-04
YPL203W	YMR037C	4.22810e-04
YPL203W	YDR404C	4.22810e-04
YPL203W	YKL038W	4.22810e-04
YPL203W	YIL033C	4.22810e-04
YPL203W	YGL180W	4.22810e-04
YPL203W	YMR184W	4.22810e-04
YPL203W	YDL065C	4.22810e-04
YPL203W	YJL140W	4.22810e-04
YPL203W	YPL077C	4.22810e-04
YPL203W	YKL121W	4.22810e-04
YPL203W	YPL247C	4.22810e-04
YPL203W	Repressed_..RK.s......_No_Phenotype_Exists	4.22810e-04
YPL203W	Repressed_...R.s......_No_Phenotype_Exists	4.22810e-04
YPL203W	YNL178W	4.22810e-04
YPL203W	YER139C	4.22810e-04
YPL203W	YOR140W	4.22810e-04
YPL203W	YPR072W	4.22810e-04
YPL203W	YOL005C	4.22810e-04
YPL203W	YBR059C	4.22810e-04
YPL203W	YAL038W	4.22810e-04
YPL203W	YJL146W	4.22810e-04
YPL203W	Repressed_.....sP....._hog1_Repressed_Defective	4.22810e-04
YPL203W	YPR133C	4.22810e-04
YPL203W	YHR143WA	4.22810e-04
YPL203W	YKL194C	4.22810e-04
YPL203W	YHL024W	4.22810e-04
YPL203W	YLR310C	4.22810e-04
YPL203W	YOR347C	4.22810e-04
YPL203W	YMR081C	4.22810e-04
YPL203W	YGR186W	4.22810e-04
YPL203W	YGR116W	4.22810e-04
YPL203W	YER165W	4.22810e-04
YPL203W	YOR250C	4.22810e-04
YPL203W	YBR154C	4.22810e-04
YPL203W	YIL016W	4.22810e-04
YPL203W	YPR187W	4.22810e-04
YPL203W	YKL064W	4.22810e-04
YPL203W	Repressed_.....sP....._No_Phenotype_Exists	4.22810e-04
YPL203W	YDR169C	4.22810e-04
YPL203W	YJR001W	4.22810e-04
YPL203W	Repressed_.....tP....._No_Phenotype_Exists	4.22810e-04
YPL203W	YGL116W	4.22810e-04
YPL203W	YOR224C	4.22810e-04
YPL203W	YMR140W	4.22810e-04
YPL203W	YDR001C	4.22810e-04
YPL203W	YDR172W	4.22810e-04
YPL203W	YIL021W	4.22810e-04
YPL203W	YOL016C	4.22810e-04
YPL203W	Induced_..S..s......_No_Phenotype_Exists	4.22810e-04
YPL203W	YOR028C	4.22810e-04
YPL203W	YPR185W	4.22810e-04
YPL203W	YFR017C	4.22810e-04
YPL203W	YGR249W	4.22810e-04
YPL203W	YOR210W	4.22810e-04
YPL203W	YIL107C	4.22810e-04
YPL203W	YKL062W	4.22810e-04
YPL203W	YMR120C	4.22810e-04
YPL203W	YKL166C	4.22810e-04
YPL203W	YER054C	4.22810e-04
YPL203W	YER109C	4.22810e-04
YPL203W	YGL197W	4.22810e-04
YPL203W	YNL263C	4.22810e-04
YPL203W	YIL038C	4.22810e-04
YPL203W	YOR113W	4.22810e-04
YPL203W	YER132C	4.22810e-04
YPL203W	YML010W	4.22810e-04
YPL203W	YBR225W	4.22810e-04
YPL203W	Repressed_..RR.s......_No_Phenotype_Exists	4.22810e-04
YPL203W	Repressed_..RK.s......_cdc14_Repressed_Defective	4.22810e-04
YPL203W	YKR097W	4.22810e-04
YPL203W	YJR072C	4.22810e-04
YPL203W	YFR014C	4.22810e-04
YPL203W	YHR082C	4.22810e-04
YPL203W	Repressed_..R..s......_No_Phenotype_Exists	4.22810e-04
YPL203W	YBR207W	4.22810e-04
YPL203W	YKL093W	4.22810e-04
YPL203W	Repressed_..R..s......_pde2_Repressed_Amplified	4.22810e-04
YPL203W	YKL079W	4.22810e-04
YPL203W	YJL141C	4.22810e-04
YPL203W	YAL056W	4.22810e-04
YPL203W	YPL129W	4.22810e-04
YPL203W	YOL147C	4.22810e-04
YPL203W	YML118W	4.22810e-04
YPL203W	YOR151C	4.22810e-04
YPL203W	YDL140C	4.22810e-04
YPL203W	YGR005C	4.22810e-04
YKL166C	YLR410W	3.76452e-04
YKL166C	YHR168W	3.76452e-04
YKL166C	YKL038W	3.76452e-04
YKL166C	YIL033C	3.76452e-04
YKL166C	YGL180W	3.76452e-04
YKL166C	YMR184W	3.76452e-04
YKL166C	YDR068W	3.76452e-04
YKL166C	YJR014W	3.76452e-04
YKL166C	YDR158W	3.76452e-04
YKL166C	YIL002C	3.76452e-04
YKL166C	YNL178W	3.76452e-04
YKL166C	YPL232W	3.76452e-04
YKL166C	YPL166W	3.76452e-04
YKL166C	YHR182W	3.76452e-04
YKL166C	YNL245C	3.76452e-04
YKL166C	YHR185C	3.76452e-04
YKL166C	YDL081C	3.76452e-04
YKL166C	YBR298CA	3.76452e-04
YKL166C	YEL065W	3.76452e-04
YKL166C	YER133W	3.76452e-04
YKL166C	YBR059C	3.76452e-04
YKL166C	YPL146C	3.76452e-04
YKL166C	YOL016C	3.76452e-04
YKL166C	YDR023W	3.76452e-04
YKL166C	YER168C	3.76452e-04
YKL166C	YNL280C	3.76452e-04
YKL166C	YPR185W	3.76452e-04
YKL166C	YOL052C	3.76452e-04
YKL166C	YOR028C	3.76452e-04
YKL166C	YOR266W	3.76452e-04
YKL166C	YOR002W	3.76452e-04
YKL166C	YGR285C	3.76452e-04
YKL166C	YMR081C	3.76452e-04
YKL166C	YOR163W	3.76452e-04
YKL166C	YLR044C	3.76452e-04
YKL166C	YDR443C	3.76452e-04
YKL166C	YDR382W	3.76452e-04
YKL166C	YAR018C	3.76452e-04
YKL166C	YHR028C	3.76452e-04
YKL166C	YOR187W	3.76452e-04
YKL166C	YPL240C	3.76452e-04
YKL166C	YHR157W	3.76452e-04
YKL166C	YNR006W	3.76452e-04
YKL166C	YPL203W	3.76452e-04
YKL166C	YOR068C	3.76452e-04
YKL166C	YKL064W	3.76452e-04
YKL166C	YNL227C	3.76452e-04
YKL166C	YJR001W	3.76452e-04
YKL166C	YAR014C	3.76452e-04
YKL166C	Induced_..K..s......_No_Phenotype_Exists	3.76452e-04
YKL166C	YPL056C	3.76452e-04
YKL166C	YJL141C	3.76452e-04
YKL166C	YNL117W	3.76452e-04
YKL166C	YDR172W	3.76452e-04
YKL166C	YDR425W	3.76452e-04
YKL166C	YGL075C	3.76452e-04
YKL166C	YML013W	3.76452e-04
YKL166C	YGL184C	3.76452e-04
YKL166C	Induced_..S..s......_No_Phenotype_Exists	3.76452e-04
YKL166C	YKL114C	3.76452e-04
YKL166C	YIL172C	3.76452e-04
YKL166C	YKL157W	3.76452e-04
YKL166C	YFR017C	3.76452e-04
YKL166C	YBR031W	3.76452e-04
YKL166C	YJL070C	3.76452e-04
YKL166C	YDL165W	3.76452e-04
YKL166C	YKR072C	3.76452e-04
YKL166C	YMR120C	3.76452e-04
YKL166C	YMR223W	3.76452e-04
YKL166C	YKL023W	3.76452e-04
YKL166C	YER054C	3.76452e-04
YKL166C	YDR237W	3.76452e-04
YKL166C	YPR160W	3.76452e-04
YKL166C	YNL263C	3.76452e-04
YKL166C	YOR134W	3.76452e-04
YKL166C	YOR334W	3.76452e-04
YKL166C	YKL171W	3.76452e-04
YKL166C	YHL020C	3.76452e-04
YKL166C	YLR003C	3.76452e-04
YKL166C	YLR443W	3.76452e-04
YKL166C	Induced_..K..s......_cdc14_Induced_Defective	3.76452e-04
YKL166C	YDR379W	3.76452e-04
YKL166C	Repressed_..RR.s......_No_Phenotype_Exists	3.76452e-04
YKL166C	YLR043C	3.76452e-04
YKL166C	YHR158C	3.76452e-04
YKL166C	YDL179W	3.76452e-04
YKL166C	YAR019C	3.76452e-04
YKL166C	YOL121C	3.76452e-04
YKL166C	YFR014C	3.76452e-04
YKL166C	YHR082C	3.76452e-04
YKL166C	YLR113W	3.76452e-04
YKL166C	YGR200C	3.76452e-04
YKL166C	YKL093W	3.76452e-04
YKL166C	YBR142W	3.76452e-04
YKL166C	YAL056W	3.76452e-04
YKL166C	YPL138C	3.76452e-04
YKL166C	YLR440C	3.76452e-04
YKL166C	YDR285W	3.76452e-04
YHR216W	YDR381W	3.67159e-04
YHR216W	YGR262C	3.67159e-04
YHR216W	YJR133W	3.67159e-04
YHR216W	YMR217W	3.67159e-04
YHR216W	YLR209C	3.67159e-04
YHR216W	YLL036C	3.67159e-04
YIL107C	YJL155C	3.49713e-04
YOR074C	YMR113W	3.04942e-04
YOR074C	YLR058C	3.04942e-04
YOR074C	YEL048C	3.04942e-04
YOR074C	YOR236W	3.04942e-04
YOR074C	YJR057W	3.04942e-04
YOR074C	YLR209C	3.04942e-04
YOR074C	YGL244W	3.04942e-04
YJR057W	YKL067W	2.98123e-04
YJR057W	YJL076W	2.98123e-04
YJR057W	YDL042C	2.98123e-04
YJR057W	YOR074C	2.98123e-04
YJR057W	YLR209C	2.98123e-04
YJR057W	YFR028C	2.98123e-04
YJR057W	YMR270C	2.98123e-04
YML056C	YDR381W	2.93778e-04
YML056C	YGR262C	2.93778e-04
YML056C	YLL036C	2.93778e-04
YML056C	YLR432W	2.93778e-04
YML056C	YMR217W	2.93778e-04
YML056C	YLR209C	2.93778e-04
YML056C	YJR133W	2.93778e-04
YML056C	YNL124W	2.93778e-04
YLR432W	YLR166C	2.92713e-04
YLR432W	YLL036C	2.92713e-04
YLR432W	YML056C	2.92713e-04
YLR432W	YMR217W	2.92713e-04
YLR432W	YHL034C	2.92713e-04
YLR432W	YLR209C	2.92713e-04
YLR432W	YJR133W	2.92713e-04
YLR432W	YKL139W	2.92713e-04
YOR113W	YCR028CA	2.83907e-04
YJR086W	YHR005C	2.83259e-04
YJR086W	YOR212W	2.83259e-04
YJR086W	YJL157C	2.83259e-04
YJR086W	YJL005W	2.83259e-04
YJR086W	YDR264C	2.83259e-04
YKL121W	YKL117W	2.79325e-04
YGL224C	YLR245C	2.66724e-04
YGL224C	YNR012W	2.66724e-04
YNL098C	YLL017W	2.55959e-04
YNL098C	YAL024C	2.55959e-04
YNL098C	YLL016W	2.55959e-04
YNL098C	YLR310C	2.55959e-04
YNL098C	YJL005W	2.55959e-04
YNL098C	YPL076W	2.55959e-04
YNL098C	YDR410C	2.55959e-04
YOR134W	YPR165W	2.55344e-04
YDR425W	YJL036W	2.54930e-04
YOR334W	YPL060W	2.54821e-04
YNL138W	YCR088W	2.30716e-04
YNL138W	YOR122C	2.30716e-04
YNL138W	YFL039C	2.30716e-04
YNL138W	YLR166C	2.30716e-04
YNL138W	YJL005W	2.30716e-04
YNL138W	YGR080W	2.30716e-04
YDR023W	YGR239C	2.20145e-04
YDL238C	YJR133W	2.14763e-04
YBR140C	YOR371C	2.05457e-04
YBR140C	YNL098C	2.05457e-04
YBR140C	YAL056W	2.05457e-04
YBR140C	Repressed_..RR.s......_No_Phenotype_Exists	2.05457e-04
YBR140C	YJL005W	2.05457e-04
YBR140C	YOL081W	2.05457e-04
YBR140C	YPL204W	2.05457e-04
YOR266W	YGR062C	2.00879e-04
YHR028C	YBR109C	1.92759e-04
YLR443W	YBR109C	1.92601e-04
YER168C	YGR128C	1.91902e-04
YMR217W	YML056C	1.72897e-04
YMR217W	YLR432W	1.72897e-04
YMR217W	YHR216W	1.72897e-04
YMR217W	YJR133W	1.72897e-04
YPR185W	YEL013W	1.59785e-04
YPR185W	YLR423C	1.59785e-04
YPR185W	YGL180W	1.59785e-04
YKL064W	YPL153C	1.58489e-04
YKL064W	YNL307C	1.58489e-04
YKL064W	YIL035C	1.58489e-04
YER020W	YOR371C	1.55091e-04
YER020W	YMR116C	1.55091e-04
YER020W	YGL121C	1.55091e-04
YER020W	YAL056W	1.55091e-04
YER020W	YOR107W	1.55091e-04
YER020W	YBL016W	1.55091e-04
YER020W	YGR040W	1.55091e-04
YER020W	YJL005W	1.55091e-04
YER020W	YPL268W	1.55091e-04
YER020W	YDL035C	1.55091e-04
YDR169C	YIL084C	1.51728e-04
YDR169C	YOL004W	1.51728e-04
YJR014W	YKL009W	1.44514e-04
YJR014W	YER007CA	1.44514e-04
YOR057W	YMR094W	1.42447e-04
YOR057W	YDR328C	1.42447e-04
YOR057W	YMR186W	1.42447e-04
YOR057W	YPL240C	1.42447e-04
YOR057W	YFR046C	1.42447e-04
YOR057W	YFL009W	1.42447e-04
YOR057W	YOL016C	1.42447e-04
YOR057W	YJL005W	1.42447e-04
YOR057W	YJL036W	1.42447e-04
YOR057W	YDL132W	1.42447e-04
YJR001W	YCL038C	1.39121e-04
YJR001W	YKL146W	1.39121e-04
YJR001W	Repressed_R.R..s......_No_Phenotype_Exists	1.39121e-04
YJR001W	YNL101W	1.39121e-04
YDR158W	YJR139C	1.37956e-04
YDR158W	YER052C	1.37956e-04
YLL017W	YNL098C	1.29905e-04
YPL060W	YOR334W	1.29333e-04
YHR182W	YNR031C	1.29019e-04
YHR182W	YKL168C	1.29019e-04
YJL164C	YMR182C	1.20326e-04
YJL164C	YLR410W	1.20326e-04
YJL164C	YBL055C	1.20326e-04
YJL164C	YMR210W	1.20326e-04
YJL164C	YDR207C	1.20326e-04
YJL164C	YMR037C	1.20326e-04
YJL164C	YIL074C	1.20326e-04
YJL164C	YIL033C	1.20326e-04
YJL164C	YOR028C	1.20326e-04
YJL164C	YGL180W	1.20326e-04
YJL164C	YPL203W	1.20326e-04
YJL164C	YPL201C	1.20326e-04
YJL164C	YPL077C	1.20326e-04
YJL164C	Repressed_..R..s......_cdc14_Repressed_Defective	1.20326e-04
YJL164C	YDR070C	1.20326e-04
YJL164C	YGR058W	1.20326e-04
YJL164C	YDR259C	1.20326e-04
YJL164C	YJL167W	1.20326e-04
YJL164C	YER054C	1.20326e-04
YJL164C	YNL245C	1.20326e-04
YJL164C	YMR316W	1.20326e-04
YJL164C	YDR153C	1.20326e-04
YJL164C	Repressed_..RK.s......_cdc14_Repressed_Defective	1.20326e-04
YJL164C	YNL182C	1.20326e-04
YJL164C	YNL149C	1.20326e-04
YJL164C	YOR134W	1.20326e-04
YJL164C	YOL005C	1.20326e-04
YJL164C	YJR049C	1.20326e-04
YJL164C	YNL157W	1.20326e-04
YJL164C	YDR257C	1.20326e-04
YJL164C	YLR192C	1.20326e-04
YJL164C	YGR130C	1.20326e-04
YJL164C	YIL112W	1.20326e-04
YJL164C	YDR404C	1.20326e-04
YJL164C	YGL023C	1.20326e-04
YJL164C	YKR021W	1.20326e-04
YJL164C	YPL104W	1.20326e-04
YJL164C	YKL038W	1.20326e-04
YJL164C	YKL127W	1.20326e-04
YJL164C	YNL027W	1.20326e-04
YJL164C	YHL024W	1.20326e-04
YJL164C	YLR310C	1.20326e-04
YJL164C	YIL047C	1.20326e-04
YJL164C	YPL100W	1.20326e-04
YJL164C	YMR203W	1.20326e-04
YJL164C	YMR067C	1.20326e-04
YJL164C	YGR186W	1.20326e-04
YJL164C	YFL017WA	1.20326e-04
YJL164C	YLR150W	1.20326e-04
YJL164C	YER174C	1.20326e-04
YJL164C	YBR155W	1.20326e-04
YJL164C	YFL023W	1.20326e-04
YJL164C	YDR293C	1.20326e-04
YJL164C	YNR019W	1.20326e-04
YJL164C	YPL123C	1.20326e-04
YJL164C	YMR184W	1.20326e-04
YJL164C	YLR173W	1.20326e-04
YJL164C	YBR130C	1.20326e-04
YJL164C	YPL240C	1.20326e-04
YJL164C	YLR265C	1.20326e-04
YJL164C	YKR094C	1.20326e-04
YJL164C	YNL007C	1.20326e-04
YJL164C	YKR090W	1.20326e-04
YJL164C	YKL064W	1.20326e-04
YJL164C	YLR410WA	1.20326e-04
YJL164C	YDL001W	1.20326e-04
YJL164C	YGL014W	1.20326e-04
YJL164C	YGR234W	1.20326e-04
YJL164C	YEL032W	1.20326e-04
YJL164C	YDR113C	1.20326e-04
YJL164C	YGL205W	1.20326e-04
YJL164C	YFR034C	1.20326e-04
YJL164C	YGR135W	1.20326e-04
YJL164C	YDR172W	1.20326e-04
YJL164C	YIL021W	1.20326e-04
YJL164C	YDL236W	1.20326e-04
YJL164C	YKL116C	1.20326e-04
YJL164C	YOR162C	1.20326e-04
YJL164C	YNL131W	1.20326e-04
YJL164C	YPR171W	1.20326e-04
YJL164C	YOR054C	1.20326e-04
YJL164C	YDR490C	1.20326e-04
YJL164C	YPL181W	1.20326e-04
YJL164C	YMR102C	1.20326e-04
YJL164C	YOR092W	1.20326e-04
YJL164C	YNL074C	1.20326e-04
YJL164C	YBL085W	1.20326e-04
YJL164C	YGR249W	1.20326e-04
YJL164C	YJL080C	1.20326e-04
YJL164C	YKL193C	1.20326e-04
YJL164C	YIL135C	1.20326e-04
YJL164C	YMR304W	1.20326e-04
YJL164C	YOR347C	1.20326e-04
YJL164C	Repressed_.....sP....._No_Phenotype_Exists	1.20326e-04
YJL164C	YPL133C	1.20326e-04
YJL164C	YOR113W	1.20326e-04
YJL164C	YER125W	1.20326e-04
YJL164C	YML037C	1.20326e-04
YJL164C	YKL061W	1.20326e-04
YJL164C	YKL166C	1.20326e-04
YJL164C	YER088C	1.20326e-04
YJL164C	YKL181W	1.20326e-04
YJL164C	YLR363C	1.20326e-04
YJL164C	YLL008W	1.20326e-04
YJL164C	YLR319C	1.20326e-04
YJL164C	YGR267C	1.20326e-04
YJL164C	YPR160W	1.20326e-04
YJL164C	YER122C	1.20326e-04
YJL164C	YGR235C	1.20326e-04
YJL164C	YEL039C	1.20326e-04
YJL164C	Repressed_..RR.s......_cdc14_Repressed_Defective	1.20326e-04
YJL164C	YKL171W	1.20326e-04
YJL164C	YHR073W	1.20326e-04
YJL164C	YPL232W	1.20326e-04
YJL164C	YFL001W	1.20326e-04
YJL164C	YDL223C	1.20326e-04
YJL164C	YOR386W	1.20326e-04
YJL164C	YDR292C	1.20326e-04
YJL164C	Repressed_..RR.s......_hog1_Repressed_Defective	1.20326e-04
YJL164C	YJL218W	1.20326e-04
YJL164C	YMR205C	1.20326e-04
YJL164C	YNL136W	1.20326e-04
YJL164C	YDR120C	1.20326e-04
YJL164C	YML010W	1.20326e-04
YJL164C	YKL042W	1.20326e-04
YJL164C	YKR068C	1.20326e-04
YJL164C	YDR239C	1.20326e-04
YJL164C	YPL146C	1.20326e-04
YJL164C	Repressed_..RR.s......_No_Phenotype_Exists	1.20326e-04
YJL164C	YDL117W	1.20326e-04
YJL164C	YGR266W	1.20326e-04
YJL164C	YLR133W	1.20326e-04
YJL164C	YCR073WA	1.20326e-04
YJL164C	YOR216C	1.20326e-04
YJL164C	YKR048C	1.20326e-04
YJL164C	YGR129W	1.20326e-04
YJL164C	YOR276W	1.20326e-04
YJL164C	YPR143W	1.20326e-04
YJL164C	YBL061C	1.20326e-04
YJL164C	YKR022C	1.20326e-04
YJL164C	YOL070C	1.20326e-04
YJL164C	YGR210C	1.20326e-04
YJL164C	YGL168W	1.20326e-04
YJL164C	YBL058W	1.20326e-04
YJL164C	Repressed_..R..s......_pde2_Repressed_Amplified	1.20326e-04
YJL164C	YFR038W	1.20326e-04
YJL164C	YKL079W	1.20326e-04
YJL164C	YHR117W	1.20326e-04
YJL164C	YLL043W	1.20326e-04
YJL164C	YDR208W	1.20326e-04
YJL164C	YIL075C	1.20326e-04
YJL164C	YDL140C	1.20326e-04
YJL164C	YGL105W	1.20326e-04
YJL164C	YMR290C	1.20326e-04
YJL164C	YKL008C	1.20326e-04
YJL164C	YJL140W	1.20326e-04
YJL164C	YOR056C	1.20326e-04
YJL164C	YDR273W	1.20326e-04
YJL164C	YHL033C	1.20326e-04
YJL164C	YER025W	1.20326e-04
YJL164C	YJL033W	1.20326e-04
YJL164C	YGR038W	1.20326e-04
YJL164C	YPR040W	1.20326e-04
YJL164C	YMR229C	1.20326e-04
YJL164C	YJR014W	1.20326e-04
YJL164C	YKL121W	1.20326e-04
YJL164C	YDR158W	1.20326e-04
YJL164C	YGL067W	1.20326e-04
YJL164C	YGR159C	1.20326e-04
YJL164C	YDL153C	1.20326e-04
YJL164C	YJL070C	1.20326e-04
YJL164C	YHR182W	1.20326e-04
YJL164C	YGR008C	1.20326e-04
YJL164C	YBR108W	1.20326e-04
YJL164C	YKR100C	1.20326e-04
YJL164C	YNL112W	1.20326e-04
YJL164C	YBL057C	1.20326e-04
YJL164C	YDL051W	1.20326e-04
YJL164C	YBR157C	1.20326e-04
YJL164C	YBR028C	1.20326e-04
YJL164C	YOL130W	1.20326e-04
YJL164C	YAL038W	1.20326e-04
YJL164C	YLR350W	1.20326e-04
YJL164C	YMR153W	1.20326e-04
YJL164C	YJL020C	1.20326e-04
YJL164C	YLR098C	1.20326e-04
YJL164C	YCL014W	1.20326e-04
YJL164C	YOR239W	1.20326e-04
YJL164C	YLR301W	1.20326e-04
YJL164C	YML045WA	1.20326e-04
YJL164C	YML048W	1.20326e-04
YJL164C	YBR164C	1.20326e-04
YJL164C	YKL062W	1.20326e-04
YJL164C	YPR115W	1.20326e-04
YJL164C	YPL056C	1.20326e-04
YJL164C	YPR091C	1.20326e-04
YJL164C	Repressed_.....sP....._hog1_Repressed_Defective	1.20326e-04
YJL164C	YFR010W	1.20326e-04
YJL164C	YLR244C	1.20326e-04
YJL164C	YLR022C	1.20326e-04
YJL164C	YPL237W	1.20326e-04
YJL164C	YDR468C	1.20326e-04
YJL164C	YJR007W	1.20326e-04
YJL164C	YLR259C	1.20326e-04
YJL164C	YCR016W	1.20326e-04
YJL164C	YKL206C	1.20326e-04
YJL164C	YKR084C	1.20326e-04
YJL164C	YNL196C	1.20326e-04
YJL164C	YPL257WA	1.20326e-04
YJL164C	YLL038C	1.20326e-04
YJL164C	YDL025C	1.20326e-04
YJL164C	YGL254W	1.20326e-04
YJL164C	YDR169C	1.20326e-04
YJL164C	YMR099C	1.20326e-04
YJL164C	YJL146W	1.20326e-04
YJL164C	YIL107C	1.20326e-04
YJL164C	YNL166C	1.20326e-04
YJL164C	YNL227C	1.20326e-04
YJL164C	YPL023C	1.20326e-04
YJL164C	YJR001W	1.20326e-04
YJL164C	YLR345W	1.20326e-04
YJL164C	YGR276C	1.20326e-04
YJL164C	Repressed_..RK.s......_No_Phenotype_Exists	1.20326e-04
YJL164C	YGL116W	1.20326e-04
YJL164C	YER010C	1.20326e-04
YJL164C	YOR198C	1.20326e-04
YJL164C	YER127W	1.20326e-04
YJL164C	YMR140W	1.20326e-04
YJL164C	YDR001C	1.20326e-04
YJL164C	YHR214CC	1.20326e-04
YJL164C	YGR223C	1.20326e-04
YJL164C	YAL039C	1.20326e-04
YJL164C	YDL099W	1.20326e-04
YJL164C	YGL184C	1.20326e-04
YJL164C	YOR083W	1.20326e-04
YJL164C	YNL045W	1.20326e-04
YJL164C	YEL015W	1.20326e-04
YJL164C	YPR185W	1.20326e-04
YJL164C	YKL093W	1.20326e-04
YJL164C	Repressed_R.R..s......_No_Phenotype_Exists	1.20326e-04
YJL164C	YDL070W	1.20326e-04
YJL164C	YOR070C	1.20326e-04
YJL164C	YOR210W	1.20326e-04
YJL164C	YDR312W	1.20326e-04
YJL164C	YHL013C	1.20326e-04
YJL164C	YHR207C	1.20326e-04
YJL164C	YMR165C	1.20326e-04
YJL164C	YDR229W	1.20326e-04
YJL164C	YLL029W	1.20326e-04
YJL164C	YOR288C	1.20326e-04
YJL164C	YDR035W	1.20326e-04
YJL164C	YNL125C	1.20326e-04
YJL164C	YER177W	1.20326e-04
YJL164C	YPR029C	1.20326e-04
YJL164C	YFR017C	1.20326e-04
YJL164C	YGL207W	1.20326e-04
YJL164C	YLL018C	1.20326e-04
YJL164C	YDR309C	1.20326e-04
YJL164C	YER078C	1.20326e-04
YJL164C	YMR196W	1.20326e-04
YJL164C	YER082C	1.20326e-04
YJL164C	YKL160W	1.20326e-04
YJL164C	YJL084C	1.20326e-04
YJL164C	YPR019W	1.20326e-04
YJL164C	YDR425W	1.20326e-04
YJL164C	YLR003C	1.20326e-04
YJL164C	YBR118W	1.20326e-04
YJL164C	YNR039C	1.20326e-04
YJL164C	YBR042C	1.20326e-04
YJL164C	YIL156W	1.20326e-04
YJL164C	YFL033C	1.20326e-04
YJL164C	YGL043W	1.20326e-04
YJL164C	YNL167C	1.20326e-04
YJL164C	YJL110C	1.20326e-04
YJL164C	YLL028W	1.20326e-04
YJL164C	YLR258W	1.20326e-04
YJL164C	YMR081C	1.20326e-04
YJL164C	YDR379W	1.20326e-04
YJL164C	YLR216C	1.20326e-04
YJL164C	YKL146W	1.20326e-04
YJL164C	YNL272C	1.20326e-04
YJL164C	YGR038CA	1.20326e-04
YJL164C	YKL191W	1.20326e-04
YJL164C	Repressed_..RK.s......_pde2_Repressed_Amplified	1.20326e-04
YJL164C	YML118W	1.20326e-04
YJL164C	YNL101W	1.20326e-04
YJL164C	YNL121C	1.20326e-04
YJL164C	YPR152C	1.20326e-04
YJL164C	YER098W	1.20326e-04
YJL164C	YOR141C	1.20326e-04
YJL164C	YOR151C	1.20326e-04
YJL164C	YHR105W	1.20326e-04
YJL164C	YNL098C	1.20326e-04
YJL164C	YKR009C	1.20326e-04
YJL164C	YOL018C	1.20326e-04
YJL164C	YAL056W	1.20326e-04
YJL164C	YOR123C	1.20326e-04
YJL164C	YDR439W	1.20326e-04
YJL164C	YNL189W	1.20326e-04
YJL164C	YFL050C	1.20326e-04
YJL164C	YHL019C	1.20326e-04
YJL164C	YPR137CA	1.20326e-04
YJL164C	YNL186W	1.20326e-04
YJL164C	YNR013C	1.20326e-04
YLR310C	YBL075C	1.16972e-04
YLR310C	YDL155W	1.16972e-04
