edge	sources	pmids
YKL155C (u) YHL004W	ganx2002|collinssr2007|gavinac2006|saveanuc2001|gavinac2002	16429126|11278769|17200106|11805826|12392552
YHL004W (u) YKL170W	ganx2002	12392552
YKL170W (u) YHL004W	ganx2002	12392552
YHL004W (u) YKR085C	ganx2002	12392552
YKR085C (u) YHL004W	ganx2002	12392552
YHL004W (u) YLR312WA	ganx2002	12392552
YLR312WA (u) YHL004W	ganx2002	12392552
YHL004W (u) YMR024W	ganx2002	12392552
YMR024W (u) YHL004W	ganx2002	12392552
YHL004W (u) YMR158W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YMR158W (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YMR188C	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YMR188C (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YNL005C	ganx2002	12392552
YNL005C (u) YHL004W	ganx2002	12392552
YHL004W (u) YNL137C	ganx2002|krogannj2006|collinssr2007|gavinac2006|gavinac2002	16429126|16554755|17200106|11805826|12392552
YNL137C (u) YHL004W	ganx2002|krogannj2006|collinssr2007|gavinac2006|gavinac2002	16429126|16554755|17200106|11805826|12392552
YHL004W (u) YNL177C	ganx2002	12392552
YNL177C (u) YHL004W	ganx2002	12392552
YHL004W (u) YNL252C	ganx2002	12392552
YNL252C (u) YHL004W	ganx2002	12392552
YHL004W (u) YNL306W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YNL306W (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YNR022C	ganx2002	12392552
YNR022C (u) YHL004W	ganx2002	12392552
YHL004W (u) YNR037C	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YNR037C (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YOR150W	ganx2002	12392552
YOR150W (u) YHL004W	ganx2002	12392552
YHL004W (u) YOR158W	ganx2002|krogannj2006|collinssr2007|gavinac2006|gavinac2002	16429126|16554755|17200106|11805826|12392552
YOR158W (u) YHL004W	ganx2002|krogannj2006|collinssr2007|gavinac2006|gavinac2002	16429126|16554755|17200106|11805826|12392552
YHL004W (u) YPL173W	ganx2002	12392552
YPL173W (u) YHL004W	ganx2002	12392552
YHL004W (u) YPR100W	ganx2002	12392552
YPR100W (u) YHL004W	ganx2002	12392552
YHL004W (u) YPR166C	ganx2002	12392552
YPR166C (u) YHL004W	ganx2002	12392552
YHL006C (u) YIL132C	shore2005	15654096
YIL132C (u) YHL006C	shore2005	15654096
YHL006C (u) YLR376C	yuh2008|shore2005	18719252|15654096
YLR376C (u) YHL006C	yuh2008|shore2005	18719252|15654096
YHL007C (u) YHR042W	tiedjec2007	17895367
YHR042W (u) YHL007C	tiedjec2007	17895367
YHL007C (u) YIL043C	tiedjec2007	17895367
YIL043C (u) YHL007C	tiedjec2007	17895367
YHL007C (u) YLL008W	fasoloj2011	21460040
YLL008W (u) YHL007C	fasoloj2011	21460040
YHL007C (u) YLR229C	takakut2010|gladfelteras2001|wuh2010|zhaozs1995|richmantj2004|wintersmj2005|richmantj1999|takahashis2007|fujitaa1999|heinrichm2007|peterm1996|dreesbl2001|ashj2003|smithgr2002|moeschhu2001|simonmn1995|richmantj2000	10411908|15108020|17914055|19955214|12455995|11489916|11046150|10358031|9003780|12586692|7565673|11113198|7651520|17189484|20410294|11359919|15743816
YLR229C (u) YHL007C	takakut2010|gladfelteras2001|wuh2010|zhaozs1995|richmantj2004|wintersmj2005|richmantj1999|takahashis2007|fujitaa1999|heinrichm2007|peterm1996|dreesbl2001|ashj2003|smithgr2002|moeschhu2001|simonmn1995|richmantj2000	10411908|15108020|17914055|19955214|12455995|11489916|11046150|10358031|9003780|12586692|7565673|11113198|7651520|17189484|20410294|11359919|15743816
YHL007C (u) YMR116C	zellerce2007	17591772
YMR116C (u) YHL007C	zellerce2007	17591772
YHL007C (u) YMR199W	bhaduris2011	21945277
YMR199W (u) YHL007C	bhaduris2011	21945277
YHL007C (u) YNL161W	geyercr1999|breitkreutza2010	20489023|10411916
YNL161W (u) YHL007C	geyercr1999|breitkreutza2010	20489023|10411916
YHL007C (u) YOR212W	oday1999|leeuwt1998	9428767|10359756
YOR212W (u) YHL007C	oday1999|leeuwt1998	9428767|10359756
YHL007C (u) YPL201C	fasoloj2011	21460040
YPL201C (u) YHL007C	fasoloj2011	21460040
YHL007C (u) YPL256C	oday1999|archambaultv2004|bhaduris2011	15200949|10359756|21945277
YPL256C (u) YHL007C	oday1999|archambaultv2004|bhaduris2011	15200949|10359756|21945277
YHL007C (u) YPR036W	linm2012	22327006
YPR036W (u) YHL007C	linm2012	22327006
YHL007C (u) YPR119W	bhaduris2011	21945277
YPR119W (u) YHL007C	bhaduris2011	21945277
YHL007C (u) YPR120C	bhaduris2011	21945277
YPR120C (u) YHL007C	bhaduris2011	21945277
YHL009C (u) YOL100W	fasoloj2011	21460040
YOL100W (u) YHL009C	fasoloj2011	21460040
YHL009C (u) YOR153W	subbaraog2002	11957110
YOR153W (u) YHL009C	subbaraog2002	11957110
YHL010C (u) YLL039C	zivi2011|staritalm2011|reyesturcufe2006|hitchcockal2003|pengj2003	12872131|22106047|14557538|16564012|21427232
YLL039C (u) YHL010C	zivi2011|staritalm2011|reyesturcufe2006|hitchcockal2003|pengj2003	12872131|22106047|14557538|16564012|21427232
YHL011C (u) YHR030C	wangk2004	15470112
YHR030C (u) YHL011C	wangk2004	15470112
YHL011C (u) YKL181W	itot2001|yuh2008|hernandoy1999|gavinac2006|collinssr2007	18719252|11283351|16429126|10212224|17200106
YKL181W (u) YHL011C	itot2001|yuh2008|hernandoy1999|gavinac2006|collinssr2007	18719252|11283351|16429126|10212224|17200106
YHL011C (u) YLR430W	ursicd2004	15121901
YLR430W (u) YHL011C	ursicd2004	15121901
YHL011C (u) YMR139W	hoy2002|kleineidama2009	19754463|11805837
YMR139W (u) YHL011C	hoy2002|kleineidama2009	19754463|11805837
YHL015W (u) YHR154W	robertstm2006	16267268
YHR154W (u) YHL015W	robertstm2006	16267268
YHL015W (u) YKL014C	dezc2004	15226434
YKL014C (u) YHL015W	dezc2004	15226434
YHL015W (u) YLL036C	stevenssw2002	11804584
YLL036C (u) YHL015W	stevenssw2002	11804584
YHL015W (u) YLL039C	mayort2005|staritalm2011|zivi2011|hitchcockal2003|pengj2003	12872131|22106047|15699485|14557538|21427232
YLL039C (u) YHL015W	mayort2005|staritalm2011|zivi2011|hitchcockal2003|pengj2003	12872131|22106047|15699485|14557538|21427232
YHL015W (u) YNL207W	strunkbs2011	21835981
YNL207W (u) YHL015W	strunkbs2011	21835981
YHL018W (u) YJL098W	breitkreutza2010	20489023
YJL098W (u) YHL018W	breitkreutza2010	20489023
YHL018W (u) YNL207W	breitkreutza2010	20489023
YNL207W (u) YHL018W	breitkreutza2010	20489023
YHL019C (u) YKL135C	babum2012|uetzp2000|krogannj2006|gavinac2002|gavinac2006|itot2001|collinssr2007|yeungbg1999	11283351|16554755|16429126|10564262|11805826|10688190|17200106|22940862
YKL135C (u) YHL019C	babum2012|uetzp2000|krogannj2006|gavinac2002|gavinac2006|itot2001|collinssr2007|yeungbg1999	11283351|16554755|16429126|10564262|11805826|10688190|17200106|22940862
YHL019C (u) YLR170C	gavinac2006|babum2012|krogannj2006|collinssr2007|yeungbg1999	16554755|22940862|10564262|16429126|17200106
YLR170C (u) YHL019C	gavinac2006|babum2012|krogannj2006|collinssr2007|yeungbg1999	16554755|22940862|10564262|16429126|17200106
YHL020C (u) YKL065C	wilsonjd2011	21372176
YKL065C (u) YHL020C	wilsonjd2011	21372176
YHL020C (u) YOL004W	wagnerc2001|grigatm2012|jaeschkey2010	21104417|22543816|11454208
YOL004W (u) YHL020C	wagnerc2001|grigatm2012|jaeschkey2010	21104417|22543816|11454208
YHL020C (u) YOL108C	heykenwt2005	15819625
YOL108C (u) YHL020C	heykenwt2005	15819625
YHL022C (u) YHR157W	arorac2004|malekis2007	14992724|17558514
YHR157W (u) YHL022C	arorac2004|malekis2007	14992724|17558514
YHL022C (u) YLR329W	malekis2007|jiaok2003|keek2002	17558514|11805049|12897161
YLR329W (u) YHL022C	malekis2007|jiaok2003|keek2002	17558514|11805049|12897161
YHL022C (u) YPR007C	kugouk2009	19439448
YPR007C (u) YHL022C	kugouk2009	19439448
YHL023C (u) YJR138W	dokudovskayas2011|wux2011	21454883|21900499
YJR138W (u) YHL023C	dokudovskayas2011|wux2011	21454883|21900499
YHL023C (u) YLR096W	breitkreutza2010	20489023
YLR096W (u) YHL023C	breitkreutza2010	20489023
YHL023C (u) YNL307C	breitkreutza2010	20489023
YNL307C (u) YHL023C	breitkreutza2010	20489023
YHL023C (u) YOL138C	dokudovskayas2011	21454883
YOL138C (u) YHL023C	dokudovskayas2011	21454883
YHL024W (u) YHR205W	fasoloj2011	21460040
YHR205W (u) YHL024W	fasoloj2011	21460040
YHL024W (u) YOL100W	fasoloj2011	21460040
YOL100W (u) YHL024W	fasoloj2011	21460040
YHL024W (u) YOR351C	fasoloj2011	21460040
YOR351C (u) YHL024W	fasoloj2011	21460040
YHL024W (u) YPR106W	fasoloj2011	21460040
YPR106W (u) YHL024W	fasoloj2011	21460040
YHL025W (u) YHR030C	sanzab2012	22621902
YHR030C (u) YHL025W	sanzab2012	22621902
YHL025W (u) YJL176C	yangx2007|dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|cairnsbr1994|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|17496903|16554755|11865042|7623818|16429126|8127913|22298509|17200106
YJL176C (u) YHL025W	yangx2007|dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|cairnsbr1994|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|17496903|16554755|11865042|7623818|16429126|8127913|22298509|17200106
YHL025W (u) YMR033W	dechassaml2012|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|11865042|7623818|16429126|22298509|17200106
YMR033W (u) YHL025W	dechassaml2012|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|11865042|7623818|16429126|22298509|17200106
YHL025W (u) YMR043W	yoons2009	19233144
YMR043W (u) YHL025W	yoons2009	19233144
YHL025W (u) YNL030W	chatterjeen2011	21749977
YNL030W (u) YHL025W	chatterjeen2011	21749977
YHL025W (u) YNL031C	chatterjeen2011	21749977
YNL031C (u) YHL025W	chatterjeen2011	21749977
YHL025W (u) YNL216W	tomarrs2008	18480842
YNL216W (u) YHL025W	tomarrs2008	18480842
YHL025W (u) YNR023W	yangx2007|dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|17496903|16554755|11865042|7623818|16429126|22298509|17200106
YNR023W (u) YHL025W	yangx2007|dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|17496903|16554755|11865042|7623818|16429126|22298509|17200106
YHL025W (u) YOL051W	limmk2007	17919657
YOL051W (u) YHL025W	limmk2007	17919657
YHL025W (u) YOR290C	yangx2007|dechassaml2012|krogannj2006|cotej1994|smithcl2003|dechassaml2008|petersoncl1994|gavinac2006|cairnsbr1994|neelyke2002|krajewskiwa2010|treichi1995|collinssr2007|cairnsbr1996	8668146|12524530|12893180|18644858|17496903|16554755|11865042|8159677|16429126|8016655|7623818|8127913|22298509|19752191|17200106
YOR290C (u) YHL025W	yangx2007|dechassaml2012|krogannj2006|cotej1994|smithcl2003|dechassaml2008|petersoncl1994|gavinac2006|cairnsbr1994|neelyke2002|krajewskiwa2010|treichi1995|collinssr2007|cairnsbr1996	8668146|12524530|12893180|18644858|17496903|16554755|11865042|8159677|16429126|8016655|7623818|8127913|22298509|19752191|17200106
YHL025W (u) YPL016W	dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|16554755|11865042|7623818|16429126|22298509|17200106
YPL016W (u) YHL025W	dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|16554755|11865042|7623818|16429126|22298509|17200106
YHL025W (u) YPL089C	sanzab2012	22621902
YPL089C (u) YHL025W	sanzab2012	22621902
YHL025W (u) YPL129W	dechassaml2012|dechassaml2008|sanderssl2002|gavinac2006|neelyke2002|treichi1995|cairnsbr1996	8668146|18644858|11865042|7623818|16429126|22298509|12052880
YPL129W (u) YHL025W	dechassaml2012|dechassaml2008|sanderssl2002|gavinac2006|neelyke2002|treichi1995|cairnsbr1996	8668146|18644858|11865042|7623818|16429126|22298509|12052880
YHL025W (u) YPR034W	dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|16554755|11865042|7623818|16429126|22298509|17200106
YPR034W (u) YHL025W	dechassaml2012|krogannj2006|dechassaml2008|gavinac2006|neelyke2002|treichi1995|collinssr2007|cairnsbr1996	8668146|18644858|16554755|11865042|7623818|16429126|22298509|17200106
YHL027W (u) YOR275C	xuw2001	11698381
YOR275C (u) YHL027W	xuw2001	11698381
YHL030W (u) YJL092W	chioloi2005	15964827
YJL092W (u) YHL030W	chioloi2005	15964827
YHL030W (u) YKL145W	panasenkooo2011|gavinac2006|collinssr2007|gavinac2002	21321079|17200106|11805826|16429126
YKL145W (u) YHL030W	panasenkooo2011|gavinac2006|collinssr2007|gavinac2002	21321079|17200106|11805826|16429126
YHL030W (u) YML092C	gavinac2006|panasenkooo2011|gavinac2002	21321079|11805826|16429126
YML092C (u) YHL030W	gavinac2006|panasenkooo2011|gavinac2002	21321079|11805826|16429126
YHL030W (u) YMR314W	panasenkooo2011|collinssr2007	21321079|17200106
YMR314W (u) YHL030W	panasenkooo2011|collinssr2007	21321079|17200106
YHL030W (u) YOL038W	lehmanna2008|panasenkooo2011|gavinac2006|collinssr2007	18927584|21321079|16429126|17200106
YOL038W (u) YHL030W	lehmanna2008|panasenkooo2011|gavinac2006|collinssr2007	18927584|21321079|16429126|17200106
YHL030W (u) YOR261C	panasenkooo2011|gavinac2006|collinssr2007|gavinac2002	21321079|17200106|11805826|16429126
YOR261C (u) YHL030W	panasenkooo2011|gavinac2006|collinssr2007|gavinac2002	21321079|17200106|11805826|16429126
YHL030W (u) YOR362C	panasenkooo2011	21321079
YOR362C (u) YHL030W	panasenkooo2011	21321079
YHL030W (u) YPR103W	panasenkooo2011|rubindm1996	8628401|21321079
YPR103W (u) YHL030W	panasenkooo2011|rubindm1996	8628401|21321079
YHL031C (u) YHR181W	inadomeh2005	16107716
YHR181W (u) YHL031C	inadomeh2005	16107716
YHL031C (u) YIL004C	tsuimm2000	10591633
YIL004C (u) YHL031C	tsuimm2000	10591633
YHL031C (u) YKL006CA	tsuimm2000|parlatif2002|tsuimm2001	11251068|11959998|10591633
YKL006CA (u) YHL031C	tsuimm2000|parlatif2002|tsuimm2001	11251068|11959998|10591633
YHL031C (u) YKL196C	tsuimm2000|parlatif2002|kamar2011|tsuimm2001	21987636|11251068|11959998|10591633
YKL196C (u) YHL031C	tsuimm2000|parlatif2002|kamar2011|tsuimm2001	21987636|11251068|11959998|10591633
YHL031C (u) YLR026C	tsuimm2000|parlatif2002|mcnewja1997|inadomeh2005|holthuisjc1998|mcnewja1998|kamar2011	16107716|9211930|9427746|21987636|11959998|10591633|9755865
YLR026C (u) YHL031C	tsuimm2000|parlatif2002|mcnewja1997|inadomeh2005|holthuisjc1998|mcnewja1998|kamar2011	16107716|9211930|9427746|21987636|11959998|10591633|9755865
YHL031C (u) YLR078C	tsuimm2000	10591633
YLR078C (u) YHL031C	tsuimm2000	10591633
YHL031C (u) YLR268W	tsuimm2000	10591633
YLR268W (u) YHL031C	tsuimm2000	10591633
YHL031C (u) YNL258C	babum2012	22940862
YNL258C (u) YHL031C	babum2012	22940862
YHL031C (u) YOL018C	inadomeh2005	16107716
YOL018C (u) YHL031C	inadomeh2005	16107716
YHL031C (u) YOR036W	tsuimm2000	10591633
YOR036W (u) YHL031C	tsuimm2000	10591633
YHL033C (u) YHR170W	bussierec2012|loky2009|hedgesj2006|westm2007	17347149|19797078|22689654|17015443
YHR170W (u) YHL033C	bussierec2012|loky2009|hedgesj2006|westm2007	17347149|19797078|22689654|17015443
YHL033C (u) YHR197W	ulbrichc2009	19737519
YHR197W (u) YHL033C	ulbrichc2009	19737519
YHL033C (u) YHR205W	fasoloj2011	21460040
YHR205W (u) YHL033C	fasoloj2011	21460040
YHL033C (u) YIR026C	loky2009	19797078
YIR026C (u) YHL033C	loky2009	19797078
YHL033C (u) YJR041C	sahasranamana2011	21926967
YJR041C (u) YHL033C	sahasranamana2011	21926967
YHL033C (u) YKL009W	loky2009|rodriguezmateosm2009	19789271|19797078
YKL009W (u) YHL033C	loky2009|rodriguezmateosm2009	19789271|19797078
YHL033C (u) YKL117W	echtenkampfj2011	21777812
YKL117W (u) YHL033C	echtenkampfj2011	21777812
YHL033C (u) YKR081C	sahasranamana2011|jakovljevicj2012|shimojik2012	22319211|21926967|22893726
YKR081C (u) YHL033C	sahasranamana2011|jakovljevicj2012|shimojik2012	22319211|21926967|22893726
YHL033C (u) YLR009W	loky2009	19797078
YLR009W (u) YHL033C	loky2009	19797078
YHL033C (u) YLR075W	hofera2007|collinssr2007	17200106|17761675
YLR075W (u) YHL033C	hofera2007|collinssr2007	17200106|17761675
YHL033C (u) YNR031C	fasoloj2011	21460040
YNR031C (u) YHL033C	fasoloj2011	21460040
YHL033C (u) YNR053C	sahasranamana2011	21926967
YNR053C (u) YHL033C	sahasranamana2011	21926967
YHL033C (u) YPR016C	bussierec2012	22689654
YPR016C (u) YHL033C	bussierec2012	22689654
YHL033C (u) YPR143W	demarchisml2005	15769876
YPR143W (u) YHL033C	demarchisml2005	15769876
YHL034C (u) YIL018W	hsiehch2007	17456744
YIL018W (u) YHL034C	hsiehch2007	17456744
YHL034C (u) YIL070C	hsiehch2007	17456744
YIL070C (u) YHL034C	hsiehch2007	17456744
YHL034C (u) YJR145C	hsiehch2007|gavinac2006|collinssr2007	17456744|16429126|17200106
YJR145C (u) YHL034C	hsiehch2007|gavinac2006|collinssr2007	17456744|16429126|17200106
YHL034C (u) YKL185W	slobodinb2010	20876833
YKL185W (u) YHL034C	slobodinb2010	20876833
YHL034C (u) YLL045C	hsiehch2007|collinssr2007	17456744|17200106
YLL045C (u) YHL034C	hsiehch2007|collinssr2007	17456744|17200106
YHL034C (u) YLR432W	hsiehch2007|gavinac2006	17456744|16429126
YLR432W (u) YHL034C	hsiehch2007|gavinac2006	17456744|16429126
YHL034C (u) YMR142C	hsiehch2007	17456744
YMR142C (u) YHL034C	hsiehch2007	17456744
YHL034C (u) YNL183C	fasoloj2011	21460040
YNL183C (u) YHL034C	fasoloj2011	21460040
YHL034C (u) YNL255C	sammonsma2011|scherrert2011|krogannj2006	21232131|16554755|21277287
YNL255C (u) YHL034C	sammonsma2011|scherrert2011|krogannj2006	21232131|16554755|21277287
YHL034C (u) YOR312C	hsiehch2007|collinssr2007	17456744|17200106
YOR312C (u) YHL034C	hsiehch2007|collinssr2007	17456744|17200106
YHL034C (u) YPL090C	hsiehch2007	17456744
YPL090C (u) YHL034C	hsiehch2007	17456744
YHL034C (u) YPL198W	hsiehch2007|gavinac2006	17456744|16429126
YPL198W (u) YHL034C	hsiehch2007|gavinac2006	17456744|16429126
YHL034C (u) YPR032W	slobodinb2010	20876833
YPR032W (u) YHL034C	slobodinb2010	20876833
YHL034C (u) YPR080W	hsiehch2007|gavinac2006	17456744|16429126
YPR080W (u) YHL034C	hsiehch2007|gavinac2006	17456744|16429126
YHL040C (u) YLL039C	dengy2009	19574226
YLL039C (u) YHL040C	dengy2009	19574226
YHR001W (u) YHR087W	gomaralbam2012	22720784
YHR087W (u) YHR001W	gomaralbam2012	22720784
YHR001W (u) YKL212W	stefancj2011	21295699
YKL212W (u) YHR001W	stefancj2011	21295699
YHR001W (u) YPR173C	wangp2005	16096648
YPR173C (u) YHR001W	wangp2005	16096648
YHR005CA (u) YJL054W	wagnerk2008	18458057
YJL054W (u) YHR005CA	wagnerk2008	18458057
YHR005CA (u) YKL141W	gebertn2011	22152483
YKL141W (u) YHR005CA	gebertn2011	22152483
YHR005CA (u) YKL195W	siderisdp2007|siderisdp2009	17680986|20026652
YKL195W (u) YHR005CA	siderisdp2007|siderisdp2009	17680986|20026652
YHR005CA (u) YOR297C	gebertn2011|mickdu2007	22152483|17882259
YOR297C (u) YHR005CA	gebertn2011|mickdu2007	22152483|17882259
YHR005C (u) YHR194W	leemj2008	18261907
YHR194W (u) YHR005C	leemj2008	18261907
YHR005C (u) YIL033C	stefane2011	22186894
YIL033C (u) YHR005C	stefane2011	22186894
YHR005C (u) YIL046W	sharanr2005	15687504
YIL046W (u) YHR005C	sharanr2005	15687504
YHR005C (u) YJL080C	guom2003	14536090
YJL080C (u) YHR005C	guom2003	14536090
YHR005C (u) YJL197W	wangy2005	15519996
YJL197W (u) YHR005C	wangy2005	15519996
YHR005C (u) YJR086W	yurc2008|songj1996|cismowskimj2001	11394869|19079053|8702760
YJR086W (u) YHR005C	yurc2008|songj1996|cismowskimj2001	11394869|19079053|8702760
YHR005C (u) YLL039C	marottila2002	11955054
YLL039C (u) YHR005C	marottila2002	11955054
YHR005C (u) YLR240W	slessarevaje2006	16839886
YLR240W (u) YHR005C	slessarevaje2006	16839886
YHR005C (u) YLR452C	dohlmanhg1996|dibellopr1998|chassesa2006|apanovitchdm1998	9488712|8756677|9537998|16467474
YLR452C (u) YHR005C	dohlmanhg1996|dibellopr1998|chassesa2006|apanovitchdm1998	9488712|8756677|9537998|16467474
YHR005C (u) YML104C	chassesa2006	16467474
YML104C (u) YHR005C	chassesa2006	16467474
YHR005C (u) YMR069W	leemj2008	18261907
YMR069W (u) YHR005C	leemj2008	18261907
YHR005C (u) YNL119W	leemj2008	18261907
YNL119W (u) YHR005C	leemj2008	18261907
YHR005C (u) YOR107W	chassesa2006	16467474
YOR107W (u) YHR005C	chassesa2006	16467474
YHR005C (u) YOR212W	whitewaym1994|drapere2009|dowellsj1998|wuyl2004|flanarypl2000|clarkkl1993|cismowskimj2001|slessarevaje2006|hoy2002|lie1998|strickfadensc2008|ongaylariosl2000|desimonesm1998|itot2001|songj1996|pryciakpm1996|heenanej2009	10749875|19445518|15197187|11283351|17978098|8649369|11394869|16839886|10664449|9671029|8417317|8942643|8164677|11805837|9832519|9604890|8702760|19820940
YOR212W (u) YHR005C	whitewaym1994|drapere2009|dowellsj1998|wuyl2004|flanarypl2000|clarkkl1993|cismowskimj2001|slessarevaje2006|hoy2002|lie1998|strickfadensc2008|ongaylariosl2000|desimonesm1998|itot2001|songj1996|pryciakpm1996|heenanej2009	10749875|19445518|15197187|11283351|17978098|8649369|11394869|16839886|10664449|9671029|8417317|8942643|8164677|11805837|9832519|9604890|8702760|19820940
