sif_style	Annotation	count	etype	matchType	filenames
YCL037C (u) YNL064C		1.0	ppi		phospho_v4_bgnet_fix
YNL064C (u) YCL037C		1.0	ppi		phospho_v4_bgnet_fix
YBL005W (u) YOL051W		1.0	ppi		phospho_v4_bgnet_fix
YOL051W (u) YBL005W		1.0	ppi		phospho_v4_bgnet_fix
YDR416W (u) YJR050W		1.0	ppi		phospho_v4_bgnet_fix
YJR050W (u) YDR416W		1.0	ppi		phospho_v4_bgnet_fix
YKL172W (u) YOL041C		1.0	ppi		phospho_v4_bgnet_fix
YOL041C (u) YKL172W		1.0	ppi		phospho_v4_bgnet_fix
YPL150W (d) YLL008W		1.0	kinase_substrate		phospho_v4_bgnet_fix
CDC14RD20 (d) YNL186W	Yes	1.0		Shared_Interaction	NaCl_module_edges
YPL194W (u) YPR052C		1.0	ppi		phospho_v4_bgnet_fix
YPR052C (u) YPL194W		1.0	ppi		phospho_v4_bgnet_fix
YDR489W (u) YNL262W		1.0	ppi		phospho_v4_bgnet_fix
YNL262W (u) YDR489W		1.0	ppi		phospho_v4_bgnet_fix
YMR223W (d) YDR224C		1.0	deubiquitination		phospho_v4_bgnet_fix
YJL176C (u) YOR290C		1.0	ppi		phospho_v4_bgnet_fix
YOR290C (u) YJL176C		1.0	ppi		phospho_v4_bgnet_fix
YDR099W (u) YNL293W		1.0	ppi		phospho_v4_bgnet_fix
YNL293W (u) YDR099W		1.0	ppi		phospho_v4_bgnet_fix
YBR231C (u) YGR002C		1.0	ppi		phospho_v4_bgnet_fix
YGR002C (u) YBR231C		1.0	ppi		phospho_v4_bgnet_fix
YGL233W (u) YNR049C		1.0	ppi		phospho_v4_bgnet_fix
YNR049C (u) YGL233W		1.0	ppi		phospho_v4_bgnet_fix
YKL049C (u) YPL018W		1.0	ppi		phospho_v4_bgnet_fix
YPL018W (u) YKL049C		1.0	ppi		phospho_v4_bgnet_fix
YOR244W (d) YCL054W		1.0	acetylation		phospho_v4_bgnet_fix
YBL045C (u) YDR115W		1.0	ppi		phospho_v4_bgnet_fix
YDR115W (u) YBL045C		1.0	ppi		phospho_v4_bgnet_fix
YIR037W (u) YJR009C		1.0	ppi		phospho_v4_bgnet_fix
YJR009C (u) YIR037W		1.0	ppi		phospho_v4_bgnet_fix
YGL201C (u) YGR097W		1.0	ppi		phospho_v4_bgnet_fix
YGR097W (u) YGL201C		1.0	ppi		phospho_v4_bgnet_fix
YGR092W (d) YKR022C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJL187C (d) YBR264C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL059W (d) YLR195C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGR030C (u) YLR145W		1.0	ppi		phospho_v4_bgnet_fix
YLR145W (u) YGR030C		1.0	ppi		phospho_v4_bgnet_fix
YML091C (u) YPL204W		1.0	ppi		phospho_v4_bgnet_fix
YPL204W (u) YML091C		1.0	ppi		phospho_v4_bgnet_fix
YOR207C (u) YOR224C		1.0	ppi		phospho_v4_bgnet_fix
YOR224C (u) YOR207C		1.0	ppi		phospho_v4_bgnet_fix
YJR059W (u) YNL166C		1.0	ppi		phospho_v4_bgnet_fix
YNL166C (u) YJR059W		1.0	ppi		phospho_v4_bgnet_fix
YDL214C (d) YJL198W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YEL009C (u) YHL025W		1.0	ppi		phospho_v4_bgnet_fix
YHL025W (u) YEL009C		1.0	ppi		phospho_v4_bgnet_fix
Q0045 (u) YJL062WA		1.0	ppi		phospho_v4_bgnet_fix
YJL062WA (u) Q0045		1.0	ppi		phospho_v4_bgnet_fix
YOR083W (u) YPL116W		1.0	ppi		phospho_v4_bgnet_fix
YPL116W (u) YOR083W		1.0	ppi		phospho_v4_bgnet_fix
PDE2ID41 (d) YER087CB		1.0		Constituent	NaCl_module_edges
YBR102C (u) YJL085W		1.0	ppi		phospho_v4_bgnet_fix
YJL085W (u) YBR102C		1.0	ppi		phospho_v4_bgnet_fix
YGR092W (d) YML035C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR192C (u) YMR146C		1.0	ppi		phospho_v4_bgnet_fix
YMR146C (u) YLR192C		1.0	ppi		phospho_v4_bgnet_fix
YDL029W (u) YKL013C		1.0	ppi		phospho_v4_bgnet_fix
YKL013C (u) YDL029W		1.0	ppi		phospho_v4_bgnet_fix
YCL032W (u) YER118C		1.0	ppi		phospho_v4_bgnet_fix
YER118C (u) YCL032W		1.0	ppi		phospho_v4_bgnet_fix
YGL150C (u) YPL127C		1.0	ppi		phospho_v4_bgnet_fix
YPL127C (u) YGL150C		1.0	ppi		phospho_v4_bgnet_fix
YBR010W (u) YOR141C		1.0	ppi		phospho_v4_bgnet_fix
YOR141C (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YDR471W (u) YMR086W		1.0	ppi		phospho_v4_bgnet_fix
YMR086W (u) YDR471W		1.0	ppi		phospho_v4_bgnet_fix
YNL217W (u) YOR099W		1.0	ppi		phospho_v4_bgnet_fix
YOR099W (u) YNL217W		1.0	ppi		phospho_v4_bgnet_fix
YDL003W (u) YFL008W		1.0	ppi		phospho_v4_bgnet_fix
YFL008W (u) YDL003W		1.0	ppi		phospho_v4_bgnet_fix
YNL330C (d) YGL208W		1.0	deacetylation		phospho_v4_bgnet_fix
YPL031C (d) YCL018W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YCR002C (u) YDR085C		1.0	ppi		phospho_v4_bgnet_fix
YDR085C (u) YCR002C		1.0	ppi		phospho_v4_bgnet_fix
YDR311W (u) YOR046C		1.0	ppi		phospho_v4_bgnet_fix
YOR046C (u) YDR311W		1.0	ppi		phospho_v4_bgnet_fix
YHR082C (d) YNL065W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YAL028W (u) YPL094C		1.0	ppi		phospho_v4_bgnet_fix
YPL094C (u) YAL028W		1.0	ppi		phospho_v4_bgnet_fix
YOR231W (d) YKL015W		1.0	kinase_substrate		phospho_v4_bgnet_fix
HOG1ID29 (d) YLR248W	Kinase	1.0		Constituent	NaCl_module_edges
YNL118C (u) YPL220W		1.0	ppi		phospho_v4_bgnet_fix
YPL220W (u) YNL118C		1.0	ppi		phospho_v4_bgnet_fix
YKL143W (u) YOR056C		1.0	ppi		phospho_v4_bgnet_fix
YOR056C (u) YKL143W		1.0	ppi		phospho_v4_bgnet_fix
YNL062C (u) YNL244C		1.0	ppi		phospho_v4_bgnet_fix
YNL244C (u) YNL062C		1.0	ppi		phospho_v4_bgnet_fix
YHR144C (u) YKL067W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YKL067W (u) YHR144C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YNL061W (u) YOR267C		1.0	ppi		phospho_v4_bgnet_fix
YOR267C (u) YNL061W		1.0	ppi		phospho_v4_bgnet_fix
YBL088C (d) YDL220C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJR065C (d) HOG1ID32	Yes	1.0		Shared_Interaction	NaCl_module_edges
YAL035W (u) YGL158W		1.0	ppi		phospho_v4_bgnet_fix
YGL158W (u) YAL035W		1.0	ppi		phospho_v4_bgnet_fix
YJL187C (d) YLR055C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFR028C (u) YIL106W		1.0	phosphorylation_and_dephosphorylation		phospho_v4_bgnet_fix
YIL106W (u) YFR028C		1.0	phosphorylation_and_dephosphorylation		phospho_v4_bgnet_fix
YLR319C (u) YMR117C		1.0	ppi		phospho_v4_bgnet_fix
YMR117C (u) YLR319C		1.0	ppi		phospho_v4_bgnet_fix
YJL187C (u) YJR082C		1.0	ppi		phospho_v4_bgnet_fix
YJR082C (u) YJL187C		1.0	ppi		phospho_v4_bgnet_fix
YBL016W (d) YDR034CC		1.0	kinase_substrate		phospho_v4_bgnet_fix
CX52 (u) YKL217W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YKL217W (u) CX52		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR293C (d) NPI63	Yes	1.0		Shared_Interaction	NaCl_module_edges
YDR388W (u) YPR171W		1.0	ppi		phospho_v4_bgnet_fix
YPR171W (u) YDR388W		1.0	ppi		phospho_v4_bgnet_fix
YBR107C (u) YGR179C		1.0	ppi		phospho_v4_bgnet_fix
YGR179C (u) YBR107C		1.0	ppi		phospho_v4_bgnet_fix
YBR185C (u) YLR439W		1.0	ppi		phospho_v4_bgnet_fix
YLR439W (u) YBR185C		1.0	ppi		phospho_v4_bgnet_fix
YDL077C (u) YML001W		1.0	ppi		phospho_v4_bgnet_fix
YML001W (u) YDL077C		1.0	ppi		phospho_v4_bgnet_fix
YPL082C (u) YPL178W		1.0	ppi		phospho_v4_bgnet_fix
YPL178W (u) YPL082C		1.0	ppi		phospho_v4_bgnet_fix
YJL053W (u) YJL187C		1.0	ppi		phospho_v4_bgnet_fix
YJL187C (u) YJL053W		1.0	ppi		phospho_v4_bgnet_fix
YDL025C (u) YGL105W		1.0	ppi		phospho_v4_bgnet_fix
YGL105W (u) YDL025C		1.0	ppi		phospho_v4_bgnet_fix
YDR142C (u) YGR077C		1.0	ppi		phospho_v4_bgnet_fix
YGR077C (u) YDR142C		1.0	ppi		phospho_v4_bgnet_fix
YLR237W (d) YPR121W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YDR490C (d) YKL126W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YER044C (u) YGL012W		1.0	ppi		phospho_v4_bgnet_fix
YGL012W (u) YER044C		1.0	ppi		phospho_v4_bgnet_fix
YAL034WA (u) YOL069W		1.0	ppi		phospho_v4_bgnet_fix
YOL069W (u) YAL034WA		1.0	ppi		phospho_v4_bgnet_fix
YKL009W (u) YLR009W		1.0	ppi		phospho_v4_bgnet_fix
YLR009W (u) YKL009W		1.0	ppi		phospho_v4_bgnet_fix
YDR138W (u) YMR125W		1.0	ppi		phospho_v4_bgnet_fix
YMR125W (u) YDR138W		1.0	ppi		phospho_v4_bgnet_fix
YCL010C (u) YDR176W		1.0	ppi		phospho_v4_bgnet_fix
YDR176W (u) YCL010C		1.0	ppi		phospho_v4_bgnet_fix
YDR146C (u) YPR086W		1.0	ppi		phospho_v4_bgnet_fix
YPR086W (u) YDR146C		1.0	ppi		phospho_v4_bgnet_fix
YGL003C (u) YNL172W		1.0	ppi		phospho_v4_bgnet_fix
YNL172W (u) YGL003C		1.0	ppi		phospho_v4_bgnet_fix
YDR477W (d) YER027C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YER112W (u) YPR080W		1.0	ppi		phospho_v4_bgnet_fix
YPR080W (u) YER112W		1.0	ppi		phospho_v4_bgnet_fix
HOG1RA39 (d) YJR059W	Kinase	1.0		Constituent	NaCl_module_edges
Q0250 (u) YJR121W		1.0	ppi		phospho_v4_bgnet_fix
YJR121W (u) Q0250		1.0	ppi		phospho_v4_bgnet_fix
YDR200C (u) YMR052W		1.0	ppi		phospho_v4_bgnet_fix
YMR052W (u) YDR200C		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YNL007C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR170W (u) YOL127W		1.0	ppi		phospho_v4_bgnet_fix
YOL127W (u) YHR170W		1.0	ppi		phospho_v4_bgnet_fix
YAR002W (u) YML103C		1.0	ppi		phospho_v4_bgnet_fix
YML103C (u) YAR002W		1.0	ppi		phospho_v4_bgnet_fix
YHR023W (u) YPL242C		1.0	ppi		phospho_v4_bgnet_fix
YPL242C (u) YHR023W		1.0	ppi		phospho_v4_bgnet_fix
YPL026C (d) YBL066C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR254C (u) YDR246W		1.0	ppi		phospho_v4_bgnet_fix
YDR246W (u) YBR254C		1.0	ppi		phospho_v4_bgnet_fix
YLR248W (d) YBL007C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YPL031C (d) YFL028C		1.0	kinase_substrate		phospho_v4_bgnet_fix
CDC14RD15 (d) YNL297C		1.0		Constituent	NaCl_module_edges
YIL136W (u) YNL121C		1.0	ppi		phospho_v4_bgnet_fix
YNL121C (u) YIL136W		1.0	ppi		phospho_v4_bgnet_fix
YDR389W (u) YPR165W		1.0	ppi		phospho_v4_bgnet_fix
YPR165W (u) YDR389W		1.0	ppi		phospho_v4_bgnet_fix
YGR040W (d) YFR038W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YOR134W (u) YPR165W		1.0	ppi		phospho_v4_bgnet_fix
YPR165W (u) YOR134W		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (d) YPR160W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR322CA (u) YPL078C		1.0	ppi		phospho_v4_bgnet_fix
YPL078C (u) YDR322CA		1.0	ppi		phospho_v4_bgnet_fix
YGL095C (u) YOR036W		1.0	ppi		phospho_v4_bgnet_fix
YOR036W (u) YGL095C		1.0	ppi		phospho_v4_bgnet_fix
YOL086C (u) YOR123C		1.0	ppi		phospho_v4_bgnet_fix
YOR123C (u) YOL086C		1.0	ppi		phospho_v4_bgnet_fix
YDL017W (d) YEL032W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGR172C (u) YOR357C		1.0	ppi		phospho_v4_bgnet_fix
YOR357C (u) YGR172C		1.0	ppi		phospho_v4_bgnet_fix
YPR032W (d) NPR69	Yes	1.0		Shared_Interaction	NaCl_module_edges
YLR115W (u) YNL222W		1.0	ppi		phospho_v4_bgnet_fix
YNL222W (u) YLR115W		1.0	ppi		phospho_v4_bgnet_fix
YDL042C (u) YDR448W		1.0	ppi		phospho_v4_bgnet_fix
YDR448W (u) YDL042C		1.0	ppi		phospho_v4_bgnet_fix
YGL245W (u) YKL117W		1.0	ppi		phospho_v4_bgnet_fix
YKL117W (u) YGL245W		1.0	ppi		phospho_v4_bgnet_fix
YKL117W (u) YNL117W		1.0	ppi		phospho_v4_bgnet_fix
YNL117W (u) YKL117W		1.0	ppi		phospho_v4_bgnet_fix
YHR082C (d) YBL064C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL180W (d) YKR048C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR079CA (u) YGR128C		1.0	ppi		phospho_v4_bgnet_fix
YGR128C (u) YDR079CA		1.0	ppi		phospho_v4_bgnet_fix
YKL023W (u) YKL166C		1.0	ppi		phospho_v4_bgnet_fix
YKL166C (u) YKL023W		1.0	ppi		phospho_v4_bgnet_fix
YPL031C (d) YGR028W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR145W (u) YLR055C		1.0	ppi		phospho_v4_bgnet_fix
YLR055C (u) YDR145W		1.0	ppi		phospho_v4_bgnet_fix
YER107C (u) YMR047C		1.0	ppi		phospho_v4_bgnet_fix
YMR047C (u) YER107C		1.0	ppi		phospho_v4_bgnet_fix
YEL034W (u) YHR068W		1.0	ppi		phospho_v4_bgnet_fix
YHR068W (u) YEL034W		1.0	ppi		phospho_v4_bgnet_fix
YHR197W (u) YKL006W		1.0	ppi		phospho_v4_bgnet_fix
YKL006W (u) YHR197W		1.0	ppi		phospho_v4_bgnet_fix
YER092W (u) YGL150C		1.0	ppi		phospho_v4_bgnet_fix
YGL150C (u) YER092W		1.0	ppi		phospho_v4_bgnet_fix
YML092C (u) YOR261C		1.0	ppi		phospho_v4_bgnet_fix
YOR261C (u) YML092C		1.0	ppi		phospho_v4_bgnet_fix
YOR259C (u) YPR108W		1.0	ppi		phospho_v4_bgnet_fix
YPR108W (u) YOR259C		1.0	ppi		phospho_v4_bgnet_fix
YBL105C (u) YOL100W		1.0			phospho_v4_bgnet_fix
YOL100W (u) YBL105C		1.0			phospho_v4_bgnet_fix
YDR432W (u) YOL145C		1.0	ppi		phospho_v4_bgnet_fix
YOL145C (u) YDR432W		1.0	ppi		phospho_v4_bgnet_fix
YBR108W (u) YFR024CA		1.0	ppi		phospho_v4_bgnet_fix
YFR024CA (u) YBR108W		1.0	ppi		phospho_v4_bgnet_fix
YBR159W (u) YGR083C		1.0	ppi		phospho_v4_bgnet_fix
YGR083C (u) YBR159W		1.0	ppi		phospho_v4_bgnet_fix
YBR095C (u) YMR263W		1.0	ppi		phospho_v4_bgnet_fix
YMR263W (u) YBR095C		1.0	ppi		phospho_v4_bgnet_fix
YFR027W (d) YJL019W		1.0	acetylation		phospho_v4_bgnet_fix
YKL116C (d) YDL128W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR091C (u) YIL133C		1.0	ppi		phospho_v4_bgnet_fix
YIL133C (u) YDR091C		1.0	ppi		phospho_v4_bgnet_fix
YER082C (u) YFR028C		1.0	ppi		phospho_v4_bgnet_fix
YFR028C (u) YER082C		1.0	ppi		phospho_v4_bgnet_fix
YHR135C (d) YMR081C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBL016W (d) YML045WA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL120C (u) YPL012W		1.0	ppi		phospho_v4_bgnet_fix
YPL012W (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YMR048W (u) YNL273W		1.0	ppi		phospho_v4_bgnet_fix
YNL273W (u) YMR048W		1.0	ppi		phospho_v4_bgnet_fix
YAL030W (u) YBR080C		1.0	ppi		phospho_v4_bgnet_fix
YBR080C (u) YAL030W		1.0	ppi		phospho_v4_bgnet_fix
YOR267C (u) YOR272W		1.0	ppi		phospho_v4_bgnet_fix
YOR272W (u) YOR267C		1.0	ppi		phospho_v4_bgnet_fix
YER110C (u) YNL055C		1.0	ppi		phospho_v4_bgnet_fix
YNL055C (u) YER110C		1.0	ppi		phospho_v4_bgnet_fix
YER123W (d) YDR428C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YER179W (u) YGL163C		1.0	ppi		phospho_v4_bgnet_fix
YGL163C (u) YER179W		1.0	ppi		phospho_v4_bgnet_fix
YJR072C (u) YLR243W		1.0	ppi		phospho_v4_bgnet_fix
YLR243W (u) YJR072C		1.0	ppi		phospho_v4_bgnet_fix
YLR378C (u) YMR149W		1.0	ppi		phospho_v4_bgnet_fix
YMR149W (u) YLR378C		1.0	ppi		phospho_v4_bgnet_fix
YML098W (u) YOL051W		1.0	ppi		phospho_v4_bgnet_fix
YOL051W (u) YML098W		1.0	ppi		phospho_v4_bgnet_fix
YFL038C (u) YOR115C		1.0	ppi		phospho_v4_bgnet_fix
YOR115C (u) YFL038C		1.0	ppi		phospho_v4_bgnet_fix
YHR135C (d) YJL148W		1.0	kinase_substrate		phospho_v4_bgnet_fix
NPR76 (d) YJR059W	Kinase|Yes	1.0		Constituent	NaCl_module_edges
YLR075W (u) YNR053C		1.0	ppi		phospho_v4_bgnet_fix
YNR053C (u) YLR075W		1.0	ppi		phospho_v4_bgnet_fix
YBL008W (u) YNL206C		1.0	ppi		phospho_v4_bgnet_fix
YNL206C (u) YBL008W		1.0	ppi		phospho_v4_bgnet_fix
YJR065C (u) YLR370C		1.0	ppi		phospho_v4_bgnet_fix
YLR370C (u) YJR065C		1.0	ppi		phospho_v4_bgnet_fix
TDGUCG2 (u) YDR341C		1.0	ppi		phospho_v4_bgnet_fix
YDR341C (u) TDGUCG2		1.0	ppi		phospho_v4_bgnet_fix
YGR214W (u) YPR041W		1.0	ppi		phospho_v4_bgnet_fix
YPR041W (u) YGR214W		1.0	ppi		phospho_v4_bgnet_fix
YLR033W (u) YPL082C		1.0	ppi		phospho_v4_bgnet_fix
YPL082C (u) YLR033W		1.0	ppi		phospho_v4_bgnet_fix
YCR057C (u) YNL186W		1.0	ppi		phospho_v4_bgnet_fix
YNL186W (u) YCR057C		1.0	ppi		phospho_v4_bgnet_fix
YFL009W (d) YKL185W		1.0	ubiquitination		phospho_v4_bgnet_fix
YNL307C (d) YOL091W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YOR231W (d) YML083C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YJL106W (d) YBR118W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGR113W (u) YGR140W		1.0	ppi		phospho_v4_bgnet_fix
YGR140W (u) YGR113W		1.0	ppi		phospho_v4_bgnet_fix
YHR066W (u) YLL008W		1.0	ppi		phospho_v4_bgnet_fix
YLL008W (u) YHR066W		1.0	ppi		phospho_v4_bgnet_fix
YBR009C (u) YPR034W		1.0	ppi		phospho_v4_bgnet_fix
YPR034W (u) YBR009C		1.0	ppi		phospho_v4_bgnet_fix
YPL031C (d) YBL039C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YKL117W (u) YOL033W		1.0	ppi		phospho_v4_bgnet_fix
YOL033W (u) YKL117W		1.0	ppi		phospho_v4_bgnet_fix
YFL034CB (u) YLR096W		1.0	ppi		phospho_v4_bgnet_fix
YLR096W (u) YFL034CB		1.0	ppi		phospho_v4_bgnet_fix
YGR162W (u) YOR204W		1.0	ppi		phospho_v4_bgnet_fix
YOR204W (u) YGR162W		1.0	ppi		phospho_v4_bgnet_fix
YDL145C (u) YPL004C		1.0	ppi		phospho_v4_bgnet_fix
YPL004C (u) YDL145C		1.0	ppi		phospho_v4_bgnet_fix
YGR196C (u) YPL153C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (u) YGR196C		1.0	ppi		phospho_v4_bgnet_fix
YJL010C (u) YPL126W		1.0	ppi		phospho_v4_bgnet_fix
YPL126W (u) YJL010C		1.0	ppi		phospho_v4_bgnet_fix
YHR007C (u) YLR100W		1.0	ppi		phospho_v4_bgnet_fix
YLR100W (u) YHR007C		1.0	ppi		phospho_v4_bgnet_fix
YJL098W (u) YPR040W		1.0	ppi		phospho_v4_bgnet_fix
YPR040W (u) YJL098W		1.0	ppi		phospho_v4_bgnet_fix
YBR281C (u) YNL191W		1.0	ppi		phospho_v4_bgnet_fix
YNL191W (u) YBR281C		1.0	ppi		phospho_v4_bgnet_fix
CDC14RA18 (d) YBL054W		1.0		Constituent	NaCl_module_edges
YBR080C (u) YNL015W		1.0	ppi		phospho_v4_bgnet_fix
YNL015W (u) YBR080C		1.0	ppi		phospho_v4_bgnet_fix
YDR432W (u) YML112W		1.0	ppi		phospho_v4_bgnet_fix
YML112W (u) YDR432W		1.0	ppi		phospho_v4_bgnet_fix
YGR020C (u) YJL141C		1.0	ppi		phospho_v4_bgnet_fix
YJL141C (u) YGR020C		1.0	ppi		phospho_v4_bgnet_fix
YHR135C (d) YLL043W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBL030C (u) YER110C		1.0	ppi		phospho_v4_bgnet_fix
YER110C (u) YBL030C		1.0	ppi		phospho_v4_bgnet_fix
YDL053C (u) YNL157W		1.0	ppi		phospho_v4_bgnet_fix
YNL157W (u) YDL053C		1.0	ppi		phospho_v4_bgnet_fix
YDL230W (u) YOL041C		1.0	ppi		phospho_v4_bgnet_fix
YOL041C (u) YDL230W		1.0	ppi		phospho_v4_bgnet_fix
YLR403W (u) YPL082C		1.0	ppi		phospho_v4_bgnet_fix
YPL082C (u) YLR403W		1.0	ppi		phospho_v4_bgnet_fix
YOL088C (u) YPR117W		1.0	ppi		phospho_v4_bgnet_fix
YPR117W (u) YOL088C		1.0	ppi		phospho_v4_bgnet_fix
YCR028CA (u) YLL006W		1.0	ppi		phospho_v4_bgnet_fix
YLL006W (u) YCR028CA		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YHR214CC		1.0	kinase_substrate		phospho_v4_bgnet_fix
YAL047C (u) YOR233W		1.0	ppi		phospho_v4_bgnet_fix
YOR233W (u) YAL047C		1.0	ppi		phospho_v4_bgnet_fix
YBL003C (u) YDR225W		1.0	ppi		phospho_v4_bgnet_fix
YDR225W (u) YBL003C		1.0	ppi		phospho_v4_bgnet_fix
YLR103C (u) YNL273W		1.0	ppi		phospho_v4_bgnet_fix
YNL273W (u) YLR103C		1.0	ppi		phospho_v4_bgnet_fix
YFL009W (u) YJL157C		1.0	ppi		phospho_v4_bgnet_fix
YJL157C (u) YFL009W		1.0	ppi		phospho_v4_bgnet_fix
YDR135C (u) YPL209C		1.0	ppi		phospho_v4_bgnet_fix
YPL209C (u) YDR135C		1.0	ppi		phospho_v4_bgnet_fix
YGL120C (u) YJL148W		1.0	ppi		phospho_v4_bgnet_fix
YJL148W (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YBR200W (u) YNL298W		1.0	ppi		phospho_v4_bgnet_fix
YNL298W (u) YBR200W		1.0	ppi		phospho_v4_bgnet_fix
YER133W (d) YMR037C		1.0	phosphatase_substrate		phospho_v4_bgnet_fix
YDR425W (u) YJL036W		1.0	ppi		phospho_v4_bgnet_fix
YJL036W (u) YDR425W		1.0	ppi		phospho_v4_bgnet_fix
YNL154C (d) YBL024W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR268W (u) YNL287W		1.0	ppi		phospho_v4_bgnet_fix
YNL287W (u) YLR268W		1.0	ppi		phospho_v4_bgnet_fix
YOR321W (u) YPR183W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YPR183W (u) YOR321W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YML054C (u) YNR017W		1.0	ppi		phospho_v4_bgnet_fix
YNR017W (u) YML054C		1.0	ppi		phospho_v4_bgnet_fix
YPL093W (u) YPL131W		1.0	ppi		phospho_v4_bgnet_fix
YPL131W (u) YPL093W		1.0	ppi		phospho_v4_bgnet_fix
YGR251W (u) YMR229C		1.0	ppi		phospho_v4_bgnet_fix
YMR229C (u) YGR251W		1.0	ppi		phospho_v4_bgnet_fix
YIL046W (u) YJL187C		1.0	ppi		phospho_v4_bgnet_fix
YJL187C (u) YIL046W		1.0	ppi		phospho_v4_bgnet_fix
YDR188W (d) NPI65	Yes	1.0		Shared_Interaction	NaCl_module_edges
YGL201C (d) NPR66	Yes	1.0		Shared_Interaction	NaCl_module_edges
YER167W (u) YPL204W		1.0	ppi		phospho_v4_bgnet_fix
YPL204W (u) YER167W		1.0	ppi		phospho_v4_bgnet_fix
YDR228C (u) YLR115W		1.0	ppi		phospho_v4_bgnet_fix
YLR115W (u) YDR228C		1.0	ppi		phospho_v4_bgnet_fix
YGR222W (u) YMR257C		1.0	ppi		phospho_v4_bgnet_fix
YMR257C (u) YGR222W		1.0	ppi		phospho_v4_bgnet_fix
YJL001W (u) YPR180W		1.0	ppi		phospho_v4_bgnet_fix
YPR180W (u) YJL001W		1.0	ppi		phospho_v4_bgnet_fix
YDL230W (u) YER160C		1.0	ppi		phospho_v4_bgnet_fix
YER160C (u) YDL230W		1.0	ppi		phospho_v4_bgnet_fix
YDL164C (u) YOR217W		1.0	ppi		phospho_v4_bgnet_fix
YOR217W (u) YDL164C		1.0	ppi		phospho_v4_bgnet_fix
YBR172C (u) YKL204W		1.0	ppi		phospho_v4_bgnet_fix
YKL204W (u) YBR172C		1.0	ppi		phospho_v4_bgnet_fix
YDR382W (u) YOL149W		1.0	ppi		phospho_v4_bgnet_fix
YOL149W (u) YDR382W		1.0	ppi		phospho_v4_bgnet_fix
NPR72 (d) YKL008C		1.0		Constituent	NaCl_module_edges
YKL166C (d) YPL056C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFL023W (u) YKL054C		1.0	ppi		phospho_v4_bgnet_fix
YKL054C (u) YFL023W		1.0	ppi		phospho_v4_bgnet_fix
YMR216C (d) YNL027W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR150W (u) YPL153C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (u) YDR150W		1.0	ppi		phospho_v4_bgnet_fix
YBR010W (u) YPL129W		1.0	ppi		phospho_v4_bgnet_fix
YPL129W (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YIL021W (u) YMR039C		1.0	ppi		phospho_v4_bgnet_fix
YMR039C (u) YIL021W		1.0	ppi		phospho_v4_bgnet_fix
YCR091W (d) YLL034C		1.0	kinase_substrate		phospho_v4_bgnet_fix
