sif_style	Annotation	count	etype	matchType	filenames
YDL175C (u) YNL251C		1.0	ppi		phospho_v4_bgnet_fix
YNL251C (u) YDL175C		1.0	ppi		phospho_v4_bgnet_fix
YDR510W (u) YJL074C		1.0	ppi		phospho_v4_bgnet_fix
YJL074C (u) YDR510W		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YJL080C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YPL153C (d) YDR293C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR020W (u) YNL004W		1.0	ppi		phospho_v4_bgnet_fix
YNL004W (u) YBR020W		1.0	ppi		phospho_v4_bgnet_fix
YNL154C (d) YBL055C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YNL183C (u) YPL077C		1.0	ppi		phospho_v4_bgnet_fix
YPL077C (u) YNL183C		1.0	ppi		phospho_v4_bgnet_fix
YNL232W (u) YNR024W		1.0	ppi		phospho_v4_bgnet_fix
YNR024W (u) YNL232W		1.0	ppi		phospho_v4_bgnet_fix
YDL146W (u) YHR114W		1.0	ppi		phospho_v4_bgnet_fix
YHR114W (u) YDL146W		1.0	ppi		phospho_v4_bgnet_fix
YER172C (u) YPR178W		1.0	ppi		phospho_v4_bgnet_fix
YPR178W (u) YER172C		1.0	ppi		phospho_v4_bgnet_fix
CYC69 (u) YJL088W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YJL088W (u) CYC69		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YBL034C (u) YMR117C		1.0	ppi		phospho_v4_bgnet_fix
YMR117C (u) YBL034C		1.0	ppi		phospho_v4_bgnet_fix
YER112W (u) YER165W		1.0	ppi		phospho_v4_bgnet_fix
YER165W (u) YER112W		1.0	ppi		phospho_v4_bgnet_fix
YKL117W (u) YPL240C		1.0	ppi		phospho_v4_bgnet_fix
YPL240C (u) YKL117W		1.0	ppi		phospho_v4_bgnet_fix
YPL018W (u) YPR046W		1.0	ppi		phospho_v4_bgnet_fix
YPR046W (u) YPL018W		1.0	ppi		phospho_v4_bgnet_fix
YGL190C (u) YGR161C		1.0	ppi		phospho_v4_bgnet_fix
YGR161C (u) YGL190C		1.0	ppi		phospho_v4_bgnet_fix
YOR224C (d) NPI65	Yes	1.0		Shared_Interaction	NaCl_module_edges
YDL140C (u) YKL012W		1.0	ppi		phospho_v4_bgnet_fix
YKL012W (u) YDL140C		1.0	ppi		phospho_v4_bgnet_fix
YNL189W (u) YNL246W		1.0	ppi		phospho_v4_bgnet_fix
YNL246W (u) YNL189W		1.0	ppi		phospho_v4_bgnet_fix
YER012W (u) YOR259C		1.0	ppi		phospho_v4_bgnet_fix
YOR259C (u) YER012W		1.0	ppi		phospho_v4_bgnet_fix
YEL013W (d) NPR70	Yes	1.0		Shared_Interaction	NaCl_module_edges
YDR328C (u) YOR089C		1.0	ppi		phospho_v4_bgnet_fix
YOR089C (u) YDR328C		1.0	ppi		phospho_v4_bgnet_fix
YJR059W (d) YIL135C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR166C (u) YKL145W		1.0	ppi		phospho_v4_bgnet_fix
YKL145W (u) YHR166C		1.0	ppi		phospho_v4_bgnet_fix
YDR101C (u) YLR009W		1.0	ppi		phospho_v4_bgnet_fix
YLR009W (u) YDR101C		1.0	ppi		phospho_v4_bgnet_fix
YKR057W (u) YNL207W		1.0	ppi		phospho_v4_bgnet_fix
YNL207W (u) YKR057W		1.0	ppi		phospho_v4_bgnet_fix
YIL106W (u) YPL085W		1.0	ppi		phospho_v4_bgnet_fix
YPL085W (u) YIL106W		1.0	ppi		phospho_v4_bgnet_fix
YLR357W (u) YMR033W		1.0	ppi		phospho_v4_bgnet_fix
YMR033W (u) YLR357W		1.0	ppi		phospho_v4_bgnet_fix
YOR124C (d) YLR167W		1.0	deubiquitination		phospho_v4_bgnet_fix
YAR019C (d) YBR162C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFR004W (u) YLR421C		1.0	ppi		phospho_v4_bgnet_fix
YLR421C (u) YFR004W		1.0	ppi		phospho_v4_bgnet_fix
YHL007C (d) YNL022C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL083W (u) YNL272C		1.0	ppi		phospho_v4_bgnet_fix
YNL272C (u) YGL083W		1.0	ppi		phospho_v4_bgnet_fix
YOR361C (u) YPR041W		1.0	ppi		phospho_v4_bgnet_fix
YPR041W (u) YOR361C		1.0	ppi		phospho_v4_bgnet_fix
YGR142W (u) YNL007C		1.0	ppi		phospho_v4_bgnet_fix
YNL007C (u) YGR142W		1.0	ppi		phospho_v4_bgnet_fix
YOR192C (d) YOL055C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YML064C (u) YMR001C		1.0	ppi		phospho_v4_bgnet_fix
YMR001C (u) YML064C		1.0	ppi		phospho_v4_bgnet_fix
YGR040W (d) YKL142W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YNL154C (d) YGL245W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL246C (u) YNL178W		1.0	ppi		phospho_v4_bgnet_fix
YNL178W (u) YGL246C		1.0	ppi		phospho_v4_bgnet_fix
YDR448W (u) YGL158W		1.0	ppi		phospho_v4_bgnet_fix
YGL158W (u) YDR448W		1.0	ppi		phospho_v4_bgnet_fix
YHL031C (u) YIL004C		1.0	ppi		phospho_v4_bgnet_fix
YIL004C (u) YHL031C		1.0	ppi		phospho_v4_bgnet_fix
YGL148W (u) YNR033W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YNR033W (u) YGL148W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
CDC14ID9 (d) YJL129C		1.0		Constituent	NaCl_module_edges
YGL180W (d) YHL013C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL120C (u) YGR159C		1.0	ppi		phospho_v4_bgnet_fix
YGR159C (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YML058W (u) YMR100W		1.0	ppi		phospho_v4_bgnet_fix
YMR100W (u) YML058W		1.0	ppi		phospho_v4_bgnet_fix
YPR032W (d) CDC14RD20	Yes	1.0		Shared_Interaction	NaCl_module_edges
YKL166C (d) YHR185C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR507C (u) YEL012W		1.0	ppi		phospho_v4_bgnet_fix
YEL012W (u) YDR507C		1.0	ppi		phospho_v4_bgnet_fix
YDR142C (u) YNL214W		1.0	ppi		phospho_v4_bgnet_fix
YNL214W (u) YDR142C		1.0	ppi		phospho_v4_bgnet_fix
YDR392W (u) YMR223W		1.0	ppi		phospho_v4_bgnet_fix
YMR223W (u) YDR392W		1.0	ppi		phospho_v4_bgnet_fix
NPR73 (d) YDR207C		1.0		Constituent	NaCl_module_edges
YDR192C (u) YGR218W		1.0	ppi		phospho_v4_bgnet_fix
YGR218W (u) YDR192C		1.0	ppi		phospho_v4_bgnet_fix
YDR101C (u) YGL172W		1.0	ppi		phospho_v4_bgnet_fix
YGL172W (u) YDR101C		1.0	ppi		phospho_v4_bgnet_fix
YGR104C (u) YLR071C		1.0	ppi		phospho_v4_bgnet_fix
YLR071C (u) YGR104C		1.0	ppi		phospho_v4_bgnet_fix
NPI60 (d) YPL032C		1.0		Constituent	NaCl_module_edges
YER022W (u) YOL051W		1.0	ppi		phospho_v4_bgnet_fix
YOL051W (u) YER022W		1.0	ppi		phospho_v4_bgnet_fix
YMR047C (u) YNL189W		1.0	ppi		phospho_v4_bgnet_fix
YNL189W (u) YMR047C		1.0	ppi		phospho_v4_bgnet_fix
YJL164C (d) YPL257WA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGL120C (u) YGL173C		1.0	ppi		phospho_v4_bgnet_fix
YGL173C (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YAR007C (u) YMR039C		1.0	ppi		phospho_v4_bgnet_fix
YMR039C (u) YAR007C		1.0	ppi		phospho_v4_bgnet_fix
YLR381W (u) YPL018W		1.0	ppi		phospho_v4_bgnet_fix
YPL018W (u) YLR381W		1.0	ppi		phospho_v4_bgnet_fix
YBR081C (u) YPL082C		1.0	ppi		phospho_v4_bgnet_fix
YPL082C (u) YBR081C		1.0	ppi		phospho_v4_bgnet_fix
YDL230W (u) YLR342W		1.0	ppi		phospho_v4_bgnet_fix
YLR342W (u) YDL230W		1.0	ppi		phospho_v4_bgnet_fix
YPL256C (d) YIL149C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YFR037C (u) YOR290C		1.0	ppi		phospho_v4_bgnet_fix
YOR290C (u) YFR037C		1.0	ppi		phospho_v4_bgnet_fix
YMR117C (u) YOR117W		1.0	ppi		phospho_v4_bgnet_fix
YOR117W (u) YMR117C		1.0	ppi		phospho_v4_bgnet_fix
YAL043C (u) YOR063W		1.0	ppi		phospho_v4_bgnet_fix
YOR063W (u) YAL043C		1.0	ppi		phospho_v4_bgnet_fix
YNL154C (d) CDC14RD19	Kinase|Yes	1.0		motif_unmatched	NaCl_module_edges
YDL156W (u) YJL014W		1.0	ppi		phospho_v4_bgnet_fix
YJL014W (u) YDL156W		1.0	ppi		phospho_v4_bgnet_fix
YDR309C (u) YLR319C		1.0	ppi		phospho_v4_bgnet_fix
YLR319C (u) YDR309C		1.0	ppi		phospho_v4_bgnet_fix
YGR251W (u) YPL126W		1.0	ppi		phospho_v4_bgnet_fix
YPL126W (u) YGR251W		1.0	ppi		phospho_v4_bgnet_fix
YJL092W (u) YPR164W		1.0	ppi		phospho_v4_bgnet_fix
YPR164W (u) YJL092W		1.0	ppi		phospho_v4_bgnet_fix
YDR172W (u) YER165W		1.0	ppi		phospho_v4_bgnet_fix
YER165W (u) YDR172W		1.0	ppi		phospho_v4_bgnet_fix
YCR028CA (u) YOR113W		1.0	ppi		phospho_v4_bgnet_fix
YOR113W (u) YCR028CA		1.0	ppi		phospho_v4_bgnet_fix
YNL298W (d) YGR275W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR164C (u) YGL233W		1.0	ppi		phospho_v4_bgnet_fix
YGL233W (u) YDR164C		1.0	ppi		phospho_v4_bgnet_fix
YJR091C (u) YLR370C		1.0	ppi		phospho_v4_bgnet_fix
YLR370C (u) YJR091C		1.0	ppi		phospho_v4_bgnet_fix
YBR080C (u) YFR052W		1.0	ppi		phospho_v4_bgnet_fix
YFR052W (u) YBR080C		1.0	ppi		phospho_v4_bgnet_fix
NPI61 (d) YDR004W		1.0		Constituent	NaCl_module_edges
YBR160W (d) YPR174C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YAL023C (u) YDL095W		1.0	ppi		phospho_v4_bgnet_fix
YDL095W (u) YAL023C		1.0	ppi		phospho_v4_bgnet_fix
YHR027C (u) YOR362C		1.0	ppi		phospho_v4_bgnet_fix
YOR362C (u) YHR027C		1.0	ppi		phospho_v4_bgnet_fix
YER129W (u) YER155C		1.0	ppi		phospho_v4_bgnet_fix
YER155C (u) YER129W		1.0	ppi		phospho_v4_bgnet_fix
YER165W (u) YMR080C		1.0	ppi		phospho_v4_bgnet_fix
YMR080C (u) YER165W		1.0	ppi		phospho_v4_bgnet_fix
YBR031W (u) YBR160W		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (u) YBR031W		1.0	ppi		phospho_v4_bgnet_fix
YER148W (u) YOL012C		1.0	ppi		phospho_v4_bgnet_fix
YOL012C (u) YER148W		1.0	ppi		phospho_v4_bgnet_fix
YGR054W (u) YOL117W		1.0	ppi		phospho_v4_bgnet_fix
YOL117W (u) YGR054W		1.0	ppi		phospho_v4_bgnet_fix
YOL018C (u) YOR320C		1.0	ppi		phospho_v4_bgnet_fix
YOR320C (u) YOL018C		1.0	ppi		phospho_v4_bgnet_fix
YHR135C (d) YER131W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YMR068W (u) YNL006W		1.0	ppi		phospho_v4_bgnet_fix
YNL006W (u) YMR068W		1.0	ppi		phospho_v4_bgnet_fix
YKR008W (u) YNL031C		1.0	ppi		phospho_v4_bgnet_fix
YNL031C (u) YKR008W		1.0	ppi		phospho_v4_bgnet_fix
YLL011W (u) YMR308C		1.0	ppi		phospho_v4_bgnet_fix
YMR308C (u) YLL011W		1.0	ppi		phospho_v4_bgnet_fix
YJL029C (u) YKR020W		1.0	ppi		phospho_v4_bgnet_fix
YKR020W (u) YJL029C		1.0	ppi		phospho_v4_bgnet_fix
YDR122W (d) NPI64	Kinase|Yes	1.0		motif_match	NaCl_module_edges
NPR73 (d) YOR352W		1.0		Constituent	NaCl_module_edges
YKR095W (u) YNL288W		1.0	ppi		phospho_v4_bgnet_fix
YNL288W (u) YKR095W		1.0	ppi		phospho_v4_bgnet_fix
YDR069C (u) YKL145W		1.0	ppi		phospho_v4_bgnet_fix
YKL145W (u) YDR069C		1.0	ppi		phospho_v4_bgnet_fix
HOG1ID27 (d) YHR007C		1.0		Constituent	NaCl_module_edges
YMR216C (d) YKL064W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YPL153C (d) YNL284CA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHL030W (u) YMR314W		1.0	ppi		phospho_v4_bgnet_fix
YMR314W (u) YHL030W		1.0	ppi		phospho_v4_bgnet_fix
YGL211W (u) YOR251C		1.0	ppi		phospho_v4_bgnet_fix
YOR251C (u) YGL211W		1.0	ppi		phospho_v4_bgnet_fix
YDR457W (d) YNL030W		1.0	ubiquitination		phospho_v4_bgnet_fix
YPL031C (d) YJR097W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR365C (u) YNR054C		1.0	ppi		phospho_v4_bgnet_fix
YNR054C (u) YDR365C		1.0	ppi		phospho_v4_bgnet_fix
YFL039C (u) YOR367W		1.0	ppi		phospho_v4_bgnet_fix
YOR367W (u) YFL039C		1.0	ppi		phospho_v4_bgnet_fix
YJL036W (u) YOR057W		1.0	ppi		phospho_v4_bgnet_fix
YOR057W (u) YJL036W		1.0	ppi		phospho_v4_bgnet_fix
YDR477W (d) YJL080C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YKL161C (d) CDC14RD20	Kinase|Yes	1.0		unknown_recognition_motif	NaCl_module_edges
YNL031C (u) YPL139C		1.0	ppi		phospho_v4_bgnet_fix
YPL139C (u) YNL031C		1.0	ppi		phospho_v4_bgnet_fix
YBR108W (d) PDE2RA50	Yes	1.0		Shared_Interaction	NaCl_module_edges
YBR010W (u) YOL006C		1.0	ppi		phospho_v4_bgnet_fix
YOL006C (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YBR260C (u) YOR109W		1.0	ppi		phospho_v4_bgnet_fix
YOR109W (u) YBR260C		1.0	ppi		phospho_v4_bgnet_fix
YBR159W (u) YOR260W		1.0	ppi		phospho_v4_bgnet_fix
YOR260W (u) YBR159W		1.0	ppi		phospho_v4_bgnet_fix
YLR237W (d) YOR143C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YBL080C (u) YGR102C		1.0	ppi		phospho_v4_bgnet_fix
YGR102C (u) YBL080C		1.0	ppi		phospho_v4_bgnet_fix
YGL137W (u) YIL004C		1.0	ppi		phospho_v4_bgnet_fix
YIL004C (u) YGL137W		1.0	ppi		phospho_v4_bgnet_fix
YNL178W (u) YOR253W		1.0	ppi		phospho_v4_bgnet_fix
YOR253W (u) YNL178W		1.0	ppi		phospho_v4_bgnet_fix
YJL012C (u) YOR270C		1.0	ppi		phospho_v4_bgnet_fix
YOR270C (u) YJL012C		1.0	ppi		phospho_v4_bgnet_fix
YBR136W (d) YMR190C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR045C (u) YBR148W		1.0	ppi		phospho_v4_bgnet_fix
YBR148W (u) YBR045C		1.0	ppi		phospho_v4_bgnet_fix
YBL030C (u) YPL078C		1.0	ppi		phospho_v4_bgnet_fix
YPL078C (u) YBL030C		1.0	ppi		phospho_v4_bgnet_fix
YPL141C (d) YOR123C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR160W (d) YDL025C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR300W (d) YDL247W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YLL004W (u) YPR018W		1.0	ppi		phospho_v4_bgnet_fix
YPR018W (u) YLL004W		1.0	ppi		phospho_v4_bgnet_fix
YER022W (u) YOR210W		1.0	ppi		phospho_v4_bgnet_fix
YOR210W (u) YER022W		1.0	ppi		phospho_v4_bgnet_fix
YKL018W (u) YLL039C		1.0	ppi		phospho_v4_bgnet_fix
YLL039C (u) YKL018W		1.0	ppi		phospho_v4_bgnet_fix
YDL055C (u) YHR200W		1.0	ppi		phospho_v4_bgnet_fix
YHR200W (u) YDL055C		1.0	ppi		phospho_v4_bgnet_fix
YBL023C (u) YNL262W		1.0	ppi		phospho_v4_bgnet_fix
YNL262W (u) YBL023C		1.0	ppi		phospho_v4_bgnet_fix
SNR7S (u) YLL036C		1.0	ppi		phospho_v4_bgnet_fix
YLL036C (u) SNR7S		1.0	ppi		phospho_v4_bgnet_fix
YDL161W (d) PDE2ID43	Yes	1.0		Shared_Interaction	NaCl_module_edges
YHR082C (d) YNL189W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YPL209C (d) YDL078C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YGR274C (u) YPL129W		1.0	ppi		phospho_v4_bgnet_fix
YPL129W (u) YGR274C		1.0	ppi		phospho_v4_bgnet_fix
YOR038C (u) YOR290C		1.0	ppi		phospho_v4_bgnet_fix
YOR290C (u) YOR038C		1.0	ppi		phospho_v4_bgnet_fix
YDR123C (u) YPL248C		1.0	ppi		phospho_v4_bgnet_fix
YPL248C (u) YDR123C		1.0	ppi		phospho_v4_bgnet_fix
YBR279W (u) YNL251C		1.0	ppi		phospho_v4_bgnet_fix
YNL251C (u) YBR279W		1.0	ppi		phospho_v4_bgnet_fix
YLR229C (d) PDE2RA51	Yes	1.0		Shared_Interaction	NaCl_module_edges
YPL141C (d) YBR108W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YHR024C (u) YLR163C		1.0	ppi		phospho_v4_bgnet_fix
YLR163C (u) YHR024C		1.0	ppi		phospho_v4_bgnet_fix
YBR009C (u) YBR135W		1.0	ppi		phospho_v4_bgnet_fix
YBR135W (u) YBR009C		1.0	ppi		phospho_v4_bgnet_fix
YLR167W (u) YNL001W		1.0	ppi		phospho_v4_bgnet_fix
YNL001W (u) YLR167W		1.0	ppi		phospho_v4_bgnet_fix
NPI61 (d) YGL051W	Yes	1.0		Shared_Interaction	NaCl_module_edges
NPI65 (d) YLR410W		1.0		Constituent	NaCl_module_edges
YBR289W (u) YER162C		1.0	ppi		phospho_v4_bgnet_fix
YER162C (u) YBR289W		1.0	ppi		phospho_v4_bgnet_fix
YDL111C (u) YER068W		1.0	ppi		phospho_v4_bgnet_fix
YER068W (u) YDL111C		1.0	ppi		phospho_v4_bgnet_fix
YDR099W (u) YMR127C		1.0	ppi		phospho_v4_bgnet_fix
YMR127C (u) YDR099W		1.0	ppi		phospho_v4_bgnet_fix
YDR101C (u) YLR397C		1.0	ppi		phospho_v4_bgnet_fix
YLR397C (u) YDR101C		1.0	ppi		phospho_v4_bgnet_fix
YBR160W (d) YLR319C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YDR139C (u) YPR066W		1.0	ppi		phospho_v4_bgnet_fix
YPR066W (u) YDR139C		1.0	ppi		phospho_v4_bgnet_fix
YBR010W (u) YGL207W		1.0	ppi		phospho_v4_bgnet_fix
YGL207W (u) YBR010W		1.0	ppi		phospho_v4_bgnet_fix
YIL021W (u) YNR010W		1.0	ppi		phospho_v4_bgnet_fix
YNR010W (u) YIL021W		1.0	ppi		phospho_v4_bgnet_fix
YLR314C (u) YMR032W		1.0	ppi		phospho_v4_bgnet_fix
YMR032W (u) YLR314C		1.0	ppi		phospho_v4_bgnet_fix
YNL262W (u) YPR175W		1.0	ppi		phospho_v4_bgnet_fix
YPR175W (u) YNL262W		1.0	ppi		phospho_v4_bgnet_fix
YKR077W (u) YLL004W		1.0	ppi		phospho_v4_bgnet_fix
YLL004W (u) YKR077W		1.0	ppi		phospho_v4_bgnet_fix
YGR200C (u) YKL110C		1.0	ppi		phospho_v4_bgnet_fix
YKL110C (u) YGR200C		1.0	ppi		phospho_v4_bgnet_fix
YHR186C (u) YLR403W		1.0	ppi		phospho_v4_bgnet_fix
YLR403W (u) YHR186C		1.0	ppi		phospho_v4_bgnet_fix
YGR177C (u) YMR083W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YMR083W (u) YGR177C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YFR004W (u) YFR052W		1.0	ppi		phospho_v4_bgnet_fix
YFR052W (u) YFR004W		1.0	ppi		phospho_v4_bgnet_fix
YDR334W (u) YOL012C		1.0	ppi		phospho_v4_bgnet_fix
YOL012C (u) YDR334W		1.0	ppi		phospho_v4_bgnet_fix
YOR244W (d) YPL222W		1.0	acetylation		phospho_v4_bgnet_fix
YLR354C (u) YPR074C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YPR074C (u) YLR354C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YMR139W (d) YJL084C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR251W (u) YNL131W		1.0	ppi		phospho_v4_bgnet_fix
YNL131W (u) YLR251W		1.0	ppi		phospho_v4_bgnet_fix
YER002W (u) YPR143W		1.0	ppi		phospho_v4_bgnet_fix
YPR143W (u) YER002W		1.0	ppi		phospho_v4_bgnet_fix
YJR041C (u) YOR063W		1.0	ppi		phospho_v4_bgnet_fix
YOR063W (u) YJR041C		1.0	ppi		phospho_v4_bgnet_fix
YDR177W (u) YLL039C		1.0	ppi		phospho_v4_bgnet_fix
YLL039C (u) YDR177W		1.0	ppi		phospho_v4_bgnet_fix
YOR159C (u) YPR182W		1.0	ppi		phospho_v4_bgnet_fix
YPR182W (u) YOR159C		1.0	ppi		phospho_v4_bgnet_fix
YDL217C (u) YNR017W		1.0	ppi		phospho_v4_bgnet_fix
YNR017W (u) YDL217C		1.0	ppi		phospho_v4_bgnet_fix
NPR67 (d) YKR048C		1.0		Constituent	NaCl_module_edges
YJR059W (d) YIL156W		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR082C (u) YPL153C		1.0	ppi		phospho_v4_bgnet_fix
YPL153C (u) YBR082C		1.0	ppi		phospho_v4_bgnet_fix
YFR036W (d) YDR113C		1.0	ubiquitination		phospho_v4_bgnet_fix
YHR027C (u) YML092C		1.0	ppi		phospho_v4_bgnet_fix
YML092C (u) YHR027C		1.0	ppi		phospho_v4_bgnet_fix
YDL098C (u) YGR075C		1.0	ppi		phospho_v4_bgnet_fix
YGR075C (u) YDL098C		1.0	ppi		phospho_v4_bgnet_fix
YGR010W (u) YPL015C		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YPL015C (u) YGR010W		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YFR004W (u) YGR135W		1.0	ppi		phospho_v4_bgnet_fix
YGR135W (u) YFR004W		1.0	ppi		phospho_v4_bgnet_fix
TLUAAJ (u) YAL001C		1.0	ppi		phospho_v4_bgnet_fix
YAL001C (u) TLUAAJ		1.0	ppi		phospho_v4_bgnet_fix
YGL180W (d) YPR158CC		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR191W (u) YNL131W		1.0	ppi		phospho_v4_bgnet_fix
YNL131W (u) YLR191W		1.0	ppi		phospho_v4_bgnet_fix
YDL155W (u) YGL003C		1.0	ppi		phospho_v4_bgnet_fix
YGL003C (u) YDL155W		1.0	ppi		phospho_v4_bgnet_fix
YOL146W (u) YPR135W		1.0	ppi		phospho_v4_bgnet_fix
YPR135W (u) YOL146W		1.0	ppi		phospho_v4_bgnet_fix
YGR232W (u) YIL007C		1.0	ppi		phospho_v4_bgnet_fix
YIL007C (u) YGR232W		1.0	ppi		phospho_v4_bgnet_fix
YDR311W (u) YPR052C		1.0	ppi		phospho_v4_bgnet_fix
YPR052C (u) YDR311W		1.0	ppi		phospho_v4_bgnet_fix
YIL132C (u) YLR376C		1.0	ppi		phospho_v4_bgnet_fix
YLR376C (u) YIL132C		1.0	ppi		phospho_v4_bgnet_fix
YFR019W (u) YFR021W		1.0	ppi		phospho_v4_bgnet_fix
YFR021W (u) YFR019W		1.0	ppi		phospho_v4_bgnet_fix
YDR277C (u) YKL038W		1.0	ppi		phospho_v4_bgnet_fix
YKL038W (u) YDR277C		1.0	ppi		phospho_v4_bgnet_fix
YDR224C (u) YGL241W		1.0	ppi		phospho_v4_bgnet_fix
YGL241W (u) YDR224C		1.0	ppi		phospho_v4_bgnet_fix
YHR016C (d) NPI65	Yes	1.0		Shared_Interaction	NaCl_module_edges
YER012W (u) YGL147C		1.0	ppi		phospho_v4_bgnet_fix
YGL147C (u) YER012W		1.0	ppi		phospho_v4_bgnet_fix
YDR190C (u) YGR163W		1.0	ppi		phospho_v4_bgnet_fix
YGR163W (u) YDR190C		1.0	ppi		phospho_v4_bgnet_fix
YHR135C (d) YNL245C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YLR377C (u) YOR070C		1.0	ppi		phospho_v4_bgnet_fix
YOR070C (u) YLR377C		1.0	ppi		phospho_v4_bgnet_fix
YPL269W (u) YPR120C		1.0	ppi		phospho_v4_bgnet_fix
YPR120C (u) YPL269W		1.0	ppi		phospho_v4_bgnet_fix
YHR084W (u) YML063W		1.0	ppi		phospho_v4_bgnet_fix
YML063W (u) YHR084W		1.0	ppi		phospho_v4_bgnet_fix
YER125W (u) YFR051C		1.0	ppi		phospho_v4_bgnet_fix
YFR051C (u) YER125W		1.0	ppi		phospho_v4_bgnet_fix
YGL120C (u) YJL109C		1.0	ppi		phospho_v4_bgnet_fix
YJL109C (u) YGL120C		1.0	ppi		phospho_v4_bgnet_fix
YPL016W (u) YPL129W		1.0	ppi		phospho_v4_bgnet_fix
YPL129W (u) YPL016W		1.0	ppi		phospho_v4_bgnet_fix
YHR200W (u) YOR157C		1.0	ppi		phospho_v4_bgnet_fix
YOR157C (u) YHR200W		1.0	ppi		phospho_v4_bgnet_fix
YDL132W (d) YDR139C		1.0	neddrub1ylation		phospho_v4_bgnet_fix
YHR079C (d) YOR207C		1.0	kinase_substrate		phospho_v4_bgnet_fix
YBR127C (u) YPL234C		1.0	ppi		phospho_v4_bgnet_fix
YPL234C (u) YBR127C		1.0	ppi		phospho_v4_bgnet_fix
YDR328C (u) YLR368W		1.0	ppi		phospho_v4_bgnet_fix
YLR368W (u) YDR328C		1.0	ppi		phospho_v4_bgnet_fix
YAL007C (u) YAL023C		1.0	ppi		phospho_v4_bgnet_fix
YAL023C (u) YAL007C		1.0	ppi		phospho_v4_bgnet_fix
YLR018C (u) YLR347C		1.0	ppi		phospho_v4_bgnet_fix
YLR347C (u) YLR018C		1.0	ppi		phospho_v4_bgnet_fix
YLR127C (u) YOL133W		1.0	ppi		phospho_v4_bgnet_fix
YOL133W (u) YLR127C		1.0	ppi		phospho_v4_bgnet_fix
YER173W (u) YPL178W		1.0	ppi		phospho_v4_bgnet_fix
YPL178W (u) YER173W		1.0	ppi		phospho_v4_bgnet_fix
YLR378C (u) YPL187W		1.0	ppi		phospho_v4_bgnet_fix
YPL187W (u) YLR378C		1.0	ppi		phospho_v4_bgnet_fix
CX27 (u) CYC86		1.0	metabolic_pathway		phospho_v4_bgnet_fix
CYC86 (u) CX27		1.0	metabolic_pathway		phospho_v4_bgnet_fix
YGL019W (u) YJL187C		1.0	ppi		phospho_v4_bgnet_fix
YJL187C (u) YGL019W		1.0	ppi		phospho_v4_bgnet_fix
YGR052W (d) HOG1ID32	Kinase|Yes	1.0		motif_match	NaCl_module_edges
YNL154C (d) YNL054WA		1.0	kinase_substrate		phospho_v4_bgnet_fix
YER095W (u) YMR190C		1.0	ppi		phospho_v4_bgnet_fix
