etype=CatSet(acetylation|deacetylation|demethylation|deubiquitination|given_gasch|given_gaschphos|glycosylation|kinase_substrate|metabolic_pathway|methylation|modification|neddrub1ylation|phosphatase_substrate|phosphorylation_and_dephosphorylation|ppi|prenylation|proteolyticprocessing|sumoylation|ubiquitination)	GENEA	GENEB	dir	sign	source	pmid
kinase_substrate	YHR058C	YDL140C	1	0	keoghmc2003	12972617
kinase_substrate	YHR079C	YAL028W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YAR019C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YBL007C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YBL064C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YBL103C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YBR108W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YBR197C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YBR285W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDL006W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDL070W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDL153C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDL186W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR023W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR034CC	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR120C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR134C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR259C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR266C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR293C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR328C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR388W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YDR533C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YER036C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YER093CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YER122C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YGL245W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YHL047C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YHR114W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YIL135C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YJL051W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YJL108C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YKL168C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YKR105C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YLL043W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YLR006C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YLR257W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YLR410WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YLR429W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YML037C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YML045WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR046C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR140W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR165C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR184W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR229C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR239C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YMR295C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL054WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL065W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL074C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL097C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL155W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL192W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL224C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL272C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNL284CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNR006W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YNR047W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOL082W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOL103WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOR107W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOR113W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOR162C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOR181W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOR207C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YOR391C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPL128C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPL150W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPL254W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPL257WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR032W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR067W	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR091C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR137CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR156C	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR158CC	1	0	ptacekj2005	16319894
kinase_substrate	YHR079C	YPR198W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YAL013W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YAL020C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YAL028W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YAL039C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YAR015W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL010C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL024W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL030C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL057C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL061C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL064C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL067C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL069W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBL078C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR086C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR108W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR118W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR121C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR130C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR138C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR151W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR154C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR159W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR170C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR200W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR212W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR225W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR233W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR247C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR265W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YBR273C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YCL043C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YCR073WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YCR099C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YCR105W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL002C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL004W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL007W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL013W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL019C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL025C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL027C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL033C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL035C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL051W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL070W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL113C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL131W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL149W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL153C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL166C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL173W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL201W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL210W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL219W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDL220C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR034CC	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR074W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR091C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR134C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR170WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR188W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR226W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR234W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR257C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR259C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR266C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR323C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR330W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR337W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YDR480W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YER064C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YER098W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YER122C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YER133W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YFL023W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YFL031W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YFR009W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YFR048W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGL051W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGL105W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGL207W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGL245W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGL256W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGR027WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGR038CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGR094W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YGR276C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YHL024W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YHR030C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YIL078W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YIL135C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YKL051W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YKL146W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YKL168C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YKL197C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YKR070W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLL011W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR098C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR131C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR220W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR221C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR249W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR257W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YLR293C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YML035C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YML037C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YML045WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YML054C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YML083C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR021C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR053C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR102C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR111C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR143W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR155W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR165C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR184W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR190C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR214W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR229C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR239C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR260C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR281W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR285C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR290C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR291W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR295C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YMR302C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL001W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL007C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL022C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL027W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL054WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL064C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL065W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL073W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL136W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL147W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL155W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL181W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL182C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL186W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL189W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL217W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL240C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL272C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNL293W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNR006W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YNR047W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOL091W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOL103WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOL104C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOL125W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR035C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR107W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR123C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR162C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR181W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR196C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR207C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR208W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR210W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR211C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR224C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR307C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR335C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YOR362C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL041C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL048W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL094C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL104W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL150W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL177C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL207W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL217C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL244C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPL257WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPR032W	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPR091C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPR131C	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPR137CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPR158CC	1	0	ptacekj2005	16319894
kinase_substrate	YHR082C	YPR158WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR102W	YNL161W	1	0	nelsonb2003:kid	12972564
kinase_substrate	YHR135C	YAL028W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YAL034WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YAL037W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YAL043C	1	0	hex2005	16137619
kinase_substrate	YHR135C	YAR014C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL007C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL011W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL014C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL024W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL032W	1	0	ptacekj2005|paquinn2007	16319894|17588515
kinase_substrate	YHR135C	YBL047C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL055C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL061C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBL078C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR055C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR086C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR090C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR108W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR118W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR130C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR155W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YBR270C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YCL014W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YCL029C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YCL032W	1	0	wuc2003	14555477
kinase_substrate	YHR135C	YCR014C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YCR073WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL013W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL019C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL025C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL051W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL053C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL070W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL099W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL115C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL135C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL140C	1	0	rodriguezcr2000	10594013
kinase_substrate	YHR135C	YDL153C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL166C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL220C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL223C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDL243C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR011W	1	0	souzaaa2012	22882630
kinase_substrate	YHR135C	YDR023W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR034CC	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR037W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR091C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR099W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR113C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR134C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR153C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR169C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR188W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR190C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR196C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR208W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR229W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR239C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR277C	1	0	kid
kinase_substrate	YHR135C	YDR293C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR301W	1	0	hex2005	16137619
kinase_substrate	YHR135C	YDR312W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR328C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR330W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR346C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR362C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR439W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR440W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YDR540C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YEL017W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER024W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER034W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER064C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER082C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER092W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER122C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER125W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER127W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER131W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YER139C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFL023W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFL031W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFL034W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFL050C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFL054C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR010W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR014C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR021W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR024CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR029W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR034C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YFR038W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL003C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL008C	1	0	souzaaa2012	22882630
kinase_substrate	YHR135C	YGL048C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL051W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL079W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL091C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL105W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL122C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL190C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL207W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL209W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL245W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL248W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGL256W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR021W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR026W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR027WA	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR038CA	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR100W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR108W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR126W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR130C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR159C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR165W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR231C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR249W	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR276C	1	0	ptacekj2005	16319894
kinase_substrate	YHR135C	YGR281W	1	0	souzaaa2012	22882630
kinase_substrate	YHR135C	YHL009C	1	0	ptacekj2005	16319894
