etype=CatSet(acetylation|deacetylation|demethylation|deubiquitination|given_gasch|given_gaschphos|glycosylation|kinase_substrate|metabolic_pathway|methylation|modification|neddrub1ylation|phosphatase_substrate|phosphorylation_and_dephosphorylation|ppi|prenylation|proteolyticprocessing|sumoylation|ubiquitination)	GENEA	GENEB	dir	sign	source	pmid
ppi	YER166W	YJL204C	0	0	furutan2007	17093059
ppi	YER166W	YML072C	0	0	putscf2010	19968326
ppi	YER166W	YNL323W	0	0	nojit2006|saitok2004|tarassovk2008|putscf2010	19968326|15090616|18467557|16600184
ppi	YER167W	YER177W	0	0	breitkreutza2010	20489023
ppi	YER167W	YGR040W	0	0	hoy2002|breitkreutza2010	20489023|11805837
ppi	YER167W	YGR229C	0	0	basmajif2006|martinykenh2002	16362369|12185498
ppi	YER167W	YGR238C	0	0	breitkreutza2010	20489023
ppi	YER167W	YHR158C	0	0	breitkreutza2010	20489023
ppi	YER167W	YLR096W	0	0	breitkreutza2010	20489023
ppi	YER167W	YOL108C	0	0	robinsonka2000	11071933
ppi	YER167W	YPL204W	0	0	breitkreutza2010	20489023
ppi	YER168C	YGR128C	0	0	strubbr2007	17634288
ppi	YER169W	YNL030W	0	0	kimt2007	17525156
ppi	YER170W	YJL141C	0	0	fasoloj2011	21460040
ppi	YER171W	YGR258C	0	0	habrakeny1996	8855246
ppi	YER171W	YIL143C	0	0	svejstrupjq1994|bardwelll1994|sungp1996|svejstrupjq1996|guzdersn1996|guzdersn1995	7768886|8631896|7961739|8557668|8171014|8621533
ppi	YER171W	YKL028W	0	0	murakamik2012	22411836
ppi	YER171W	YKR062W	0	0	murakamik2012	22411836
ppi	YER171W	YLR005W	0	0	svejstrupjq1994|bardwelll1994|sungp1996|guzdersn1996|svejstrupjq1996|changwh2000|guzdersn1995	11007479|7768886|8631896|7961739|8557668|8171014|8621533
ppi	YER171W	YMR112C	0	0	esnaultc2008	18691966
ppi	YER171W	YMR201C	0	0	rodriguezk1998	9852079
ppi	YER171W	YOL090W	0	0	bertrandp1998	9826691
ppi	YER171W	YOR046C	0	0	estruchf2003	12686617
ppi	YER171W	YPL122C	0	0	changwh2000|svejstrupjq1996	8557668|11007479
ppi	YER171W	YPR025C	0	0	hoy2002|svejstrupjq1996	8557668|11805837
ppi	YER171W	YPR056W	0	0	krogannj2006|takagiy2003|yangc2010	16554755|14500720|19818408
ppi	YER172C	YFL017WA	0	0	krogannj2006|gottschalka1999|stevenssw1999	10377396|16554755|10449419
ppi	YER172C	YFR019W	0	0	vannuesrw2001	11290703
ppi	YER172C	YGL120C	0	0	collinssr2007|gavinac2006|lebarons2005	16227579|16429126|17200106
ppi	YER172C	YGR006W	0	0	gottschalka1999	10449419
ppi	YER172C	YGR074W	0	0	stevenssw2001|gottschalka1999|stevenssw1999|haeckeri2008|gavinac2006|collinssr2007	10449419|11720284|16429126|18953335|10377396|17200106
ppi	YER172C	YGR075C	0	0	stevenssw2001|collinssr2007|gottschalka1999|stevenssw1999|haeckeri2008	10377396|18953335|17200106|10449419|11720284
ppi	YER172C	YGR091W	0	0	stevenssw2001|gottschalka1999|collinssr2007|krogannj2006|haeckeri2008|gavinac2006|stevenssw1999	10449419|16554755|18953335|16429126|11720284|10377396|17200106
ppi	YER172C	YGR270W	0	0	vannuesrw2001	11290703
ppi	YER172C	YHR152W	0	0	vannuesrw2001	11290703
ppi	YER172C	YHR156C	0	0	haeckeri2008|gavinac2006	16429126|18953335
ppi	YER172C	YHR165C	0	0	stevenssw2001|gottschalka1999|weberg2011|krogannj2006|maederc2009|vannuesrw2001|brennertj2006|haeckeri2008|gavinac2006|krogannj2004|boonkl2007|boonkl2006|collinssr2007|zhangl2009	19098916|10449419|21764848|16554755|18953335|17200106|16429126|16373487|11290703|19525970|11720284|17934474|14759368|16540695
ppi	YER172C	YIL061C	0	0	fromontracinem1997|vannuesrw2001	11290703|9207794
ppi	YER172C	YIR017C	0	0	vannuesrw2001	11290703
ppi	YER172C	YJL143W	0	0	haeckeri2008	18953335
ppi	YER172C	YJR022W	0	0	stevenssw2001|haeckeri2008|krogannj2006|bouverete2000|stevenssw1999|gottschalka1999	10449419|10747033|16554755|11720284|18953335|10377396
ppi	YER172C	YKL173W	0	0	stevenssw2001|gottschalka1999|collinssr2007|krogannj2006|brennertj2006|haeckeri2008|gavinac2006|krogannj2004|boonkl2007|stevenssw1999|zhangl2009	10449419|16554755|18953335|16429126|17200106|19525970|11720284|17934474|10377396|14759368|16540695
ppi	YER172C	YKR022C	0	0	tsairt2007	17893323
ppi	YER172C	YKR086W	0	0	lardellirm2010|vannuesrw2001	11290703|20089683
ppi	YER172C	YLL036C	0	0	gavinac2006|collinssr2007|ohimd2002|stevenssw2002	11884590|17200106|16429126|11804584
ppi	YER172C	YLR117C	0	0	wangq2003|gavinac2006|collinssr2007	12509417|16429126|17200106
ppi	YER172C	YLR147C	0	0	stevenssw2001|gottschalka1999|collinssr2007|krogannj2006|gavinac2006|stevenssw1999	10449419|16554755|16429126|11720284|10377396|17200106
ppi	YER172C	YLR275W	0	0	stevenssw2001|krogannj2006|gottschalka1999|stevenssw1999|collinssr2007	10377396|17200106|16554755|10449419|11720284
ppi	YER172C	YLR310C	0	0	tonikianr2009|vannuesrw2001	11290703|19841731
ppi	YER172C	YLR323C	0	0	coltripp2012	23029180
ppi	YER172C	YLR438CA	0	0	stevenssw2001|haeckeri2008|bouverete2000|taokam2009|gottschalka1999	10747033|19740761|18953335|10449419|11720284
ppi	YER172C	YMR017W	0	0	vannuesrw2001	11290703
ppi	YER172C	YMR240C	0	0	fromontracinem1997|gavinac2006|collinssr2007	9207794|16429126|17200106
ppi	YER172C	YNL147W	0	0	stevenssw2001|haeckeri2008|gottschalka1999|collinssr2007|gavinac2006	18953335|17200106|16429126|10449419|11720284
ppi	YER172C	YNL188W	0	0	vannuesrw2001	11290703
ppi	YER172C	YNR011C	0	0	lardellirm2010|liuhl2012|vannuesrw2001	11290703|23071087|20089683
ppi	YER172C	YNR016C	0	0	vannuesrw2001	11290703
ppi	YER172C	YNR053C	0	0	vannuesrw2001	11290703
ppi	YER172C	YOR159C	0	0	collinssr2007|gottschalka1999|stevenssw1999	10377396|17200106|10449419
ppi	YER172C	YOR308C	0	0	stevenssw2001|gottschalka1999|collinssr2007|krogannj2006|vannuesrw2001|haeckeri2008|gavinac2006|mishrask2011|stevenssw1999	10449419|16554755|18953335|21614000|16429126|11290703|11720284|10377396|17200106
ppi	YER172C	YPL105C	0	0	vannuesrw2001	11290703
ppi	YER172C	YPL213W	0	0	tardiffdf2006|gavinac2006|collinssr2007|schwerb2011	16618970|21558325|16429126|17200106
ppi	YER172C	YPR082C	0	0	stevenssw2001|gottschalka1999|stevenssw1999|haeckeri2008|gavinac2006|collinssr2007	10449419|11720284|16429126|18953335|10377396|17200106
ppi	YER172C	YPR178W	0	0	stevenssw2001|gottschalka1999|collinssr2007|krogannj2006|haeckeri2008|gavinac2006|krogannj2004|stevenssw1999	10449419|16554755|18953335|16429126|17200106|11720284|10377396|14759368
ppi	YER172C	YPR182W	0	0	collinssr2007|krogannj2006|gottschalka1999|stevenssw1999	10377396|16554755|10449419|17200106
ppi	YER173W	YFR027W	0	0	kennama2003	12665596
ppi	YER173W	YHR079CA	0	0	hongej2002	11825877
ppi	YER173W	YIL139C	0	0	sabbionedas2005	16169844
ppi	YER173W	YJL019W	0	0	haasj2012	22276573
ppi	YER173W	YJR068W	0	0	hoy2002|majkaj2004|greencm2000|majkaj2003|shimomurat1998	12604797|15014082|10660302|9710632|11805837
ppi	YER173W	YNL290W	0	0	hoy2002|naikit2000|greencm2000|majkaj2003|majkaj2004	12604797|15014082|10660302|10913172|11805837
ppi	YER173W	YOL094C	0	0	majkaj2004|greencm2000|majkaj2003	12604797|15014082|10660302
ppi	YER173W	YOR217W	0	0	naikit2000	10913172
ppi	YER173W	YPL178W	0	0	hongej2002	11825877
ppi	YER173W	YPL194W	0	0	hongej2002|kondot2001	11825877|11679674
ppi	YER174C	YGL071W	0	0	pujolcarrionn2006|uetar2012|ojedal2006|hoffmannb2011	21299470|23045394|16648636|17074835
ppi	YER174C	YGL220W	0	0	hoy2002|lih2009|kumanovicsa2008	19715344|18281282|11805837
ppi	YER174C	YHR205W	0	0	fasoloj2011	21460040
ppi	YER174C	YJL164C	0	0	fasoloj2011	21460040
ppi	YER174C	YLR362W	0	0	fasoloj2011	21460040
ppi	YER174C	YML036W	0	0	breitkreutza2010	20489023
ppi	YER174C	YOL016C	0	0	fasoloj2011	21460040
ppi	YER174C	YOL128C	0	0	fasoloj2011	21460040
ppi	YER175C	YPL204W	0	0	fasoloj2011	21460040
ppi	YER177W	YFR028C	0	0	bloomj2011|breitkreutza2010	21127052|20489023
ppi	YER177W	YGL003C	0	0	dialjm2007|hallmc2008	17178718|18287090
ppi	YER177W	YGL252C	0	0	pannis2011|gavinac2006|collinssr2007	21182200|16429126|17200106
ppi	YER177W	YGR097W	0	0	krogannj2006|breitkreutza2010	16554755|20489023
ppi	YER177W	YHL007C	0	0	robertsrl1997	9215628
ppi	YER177W	YHR165C	0	0	kuhnan2000	10924465
ppi	YER177W	YIR003W	0	0	krogannj2006|breitkreutza2010	16554755|20489023
ppi	YER177W	YJL076W	0	0	breitkreutza2010	20489023
ppi	YER177W	YJL141C	0	0	leep2011|moriyah2001	21255108|11358866
ppi	YER177W	YKL140W	0	0	breitkreutza2010	20489023
ppi	YER177W	YKL168C	0	0	yuh2008|breitkreutza2010	18719252|20489023
ppi	YER177W	YKL171W	0	0	breitkreutza2010	20489023
ppi	YER177W	YKL182W	0	0	pannis2011	21182200
ppi	YER177W	YLL013C	0	0	breitkreutza2010	20489023
ppi	YER177W	YLR310C	0	0	breitkreutza2010	20489023
ppi	YER177W	YLR403W	0	0	lempiaeinenh2009	19328065
ppi	YER177W	YNL031C	0	0	walterw2008	18268010
ppi	YER177W	YNL076W	0	0	liuz2003|gavinac2006|pannis2011|liuz2005	16093347|21182200|14536080|16429126
ppi	YER177W	YNL267W	0	0	demmell2008	18172025
ppi	YER177W	YNL330C	0	0	lottersbergerf2007	17339336
ppi	YER177W	YOR033C	0	0	engelsk2011	21533173
ppi	YER177W	YOR244W	0	0	lottersbergerf2007	17339336
ppi	YER177W	YPL231W	0	0	pannis2011	21182200
ppi	YER177W	YPL267W	0	0	dialjm2007|hallmc2008	17178718|18287090
ppi	YER177W	YPR008W	0	0	breitkreutza2010	20489023
ppi	YER177W	YPR030W	0	0	hoy2002|breitkreutza2010	20489023|11805837
ppi	YER177W	YPR115W	0	0	breitkreutza2010	20489023
ppi	YER178W	YGR229C	0	0	basmajif2006	16362369
ppi	YER178W	YIL042C	0	0	krausebuchholzu2006	16643908
ppi	YER178W	YLR166C	0	0	decraenejo2006	16624861
ppi	YER178W	YLR340W	0	0	krokowskid2007	17307145
ppi	YER178W	YOR090C	0	0	krausebuchholzu2006	16643908
ppi	YER179W	YGL163C	0	0	nimonkarav2012	22761450
ppi	YER179W	YHR079CA	0	0	ferrarisr2009	19270307
ppi	YER179W	YIL144W	0	0	dresserme1997	9335591
ppi	YER179W	YLR044C	0	0	dresserme1997	9335591
ppi	YER179W	YLR067C	0	0	dresserme1997	9335591
ppi	YER179W	YLR127C	0	0	dresserme1997	9335591
ppi	YER179W	YLR134W	0	0	dresserme1997	9335591
ppi	YER179W	YNR016C	0	0	hoy2002|dresserme1997	9335591|11805837
ppi	YER179W	YOR191W	0	0	dresserme1997	9335591
ppi	YER179W	YPL121C	0	0	hayasea2004	15620352
ppi	YER180CA	YPL051W	0	0	panicb2003	12620189
ppi	YFL002C	YGL111W	0	0	garciagomezjj2011|collinssr2007|kresslerd2008	21825077|17200106|18559667
ppi	YFL002C	YGR103W	0	0	talkishj2012|garciagomezjj2011|collinssr2007	21825077|22735702|17200106
ppi	YFL002C	YHR066W	0	0	garciagomezjj2011	21825077
ppi	YFL002C	YHR197W	0	0	basslerj2010|gavinac2006|collinssr2007|nissanta2002|garciagomezjj2011	20542003|21825077|17200106|16429126|12374754
ppi	YFL002C	YJL050W	0	0	bernsteinka2006	16449635
ppi	YFL002C	YLR009W	0	0	garciagomezjj2011|saveanuc2003	21825077|12808088
ppi	YFL002C	YOR310C	0	0	garciagomezjj2011	21825077
ppi	YFL002C	YPL093W	0	0	garciagomezjj2011|collinssr2007|saveanuc2003	21825077|12808088|17200106
ppi	YFL003C	YGL249W	0	0	novakje2001	11454751
ppi	YFL003C	YLR394W	0	0	agarwals2000	10943844
ppi	YFL005W	YGL106W	0	0	wagnerw2002	12456647
ppi	YFL005W	YGL198W	0	0	calerom2002	11943201
ppi	YFL005W	YGL233W	0	0	grosshansbl2006|jiny2011|hegercd2011|guow1999|bowserr1992	16390997|22172676|1512289|21931684|10022848
ppi	YFL005W	YGR009C	0	0	grosshansbl2006|weberboyvatm2010	16390997|21119007
ppi	YFL005W	YGR172C	0	0	calerom2003	12802060
ppi	YFL005W	YKL130C	0	0	aronovs2007	17339339
ppi	YFL005W	YLR026C	0	0	inadomeh2005	16107716
ppi	YFL005W	YNL044W	0	0	calerom2002	11785952
ppi	YFL005W	YNL263C	0	0	calerom2002|maternh2000	10970842|11943201
ppi	YFL005W	YNL272C	0	0	satoy2007|grosshansbl2006|casavolaec2008|walchsolimenac1997|dongg2007|ortizd2002|santiagotiradofh2011	17488829|21238924|18221262|17292842|16390997|9199166|12045183|17289591
ppi	YFL005W	YNR049C	0	0	castillofloresa2005|weberboyvatm2010	16087665|21119007
ppi	YFL005W	YOL018C	0	0	inadomeh2005	16107716
ppi	YFL005W	YOR326W	0	0	jiny2011|wagnerw2002|santiagotiradofh2011|casavolaec2008	21238924|18221262|22172676|12456647
ppi	YFL005W	YOR370C	0	0	schlechtu2012|aloryc2000|tarassovk2008	22615397|18467557|10893259
ppi	YFL005W	YPL045W	0	0	plemelrl2011	21325627
ppi	YFL005W	YPL145C	0	0	alfarog2011	21819498
ppi	YFL005W	YPR017C	0	0	hoy2002|collinsrn1997	9218467|11805837
ppi	YFL005W	YPR028W	0	0	calerom2001	11278413
ppi	YFL005W	YPR032W	0	0	grosshansbl2008|grosshansbl2006	16390997|18413243
ppi	YFL007W	YFR004W	0	0	gomezta2011	21627799
ppi	YFL007W	YGL048C	0	0	fehlkerm2003	12973301
ppi	YFL007W	YOL038W	0	0	lehmanna2008|gavinac2006|collinssr2007	18927584|16429126|17200106
ppi	YFL008W	YIL026C	0	0	liz2011|totha1999|mcintyrej2007	17660750|9990856|21441928
ppi	YFL008W	YIL126W	0	0	huangj2004	15023343
ppi	YFL008W	YJL074C	0	0	dejagerm2004|newmanjr2000|liz2011|totha1999|krogannj2006|weitzers2003|kaganskya2004|gavinac2002|hoy2002|gavinac2006|mcintyrej2007|kurzea2011|collinssr2007|heidingerpaulijm2010|mishraa2010|haeringch2002	17660750|20153193|20498298|21441928|21139566|16554755|16429126|14614818|11087867|11805826|11805837|9990856|11983169|15165861|17200106|14613943
ppi	YFL008W	YMR001C	0	0	hoy2002|matosj2008|breitkreutza2010	19013276|20489023|11805837
ppi	YFL008W	YMR076C	0	0	liz2011|mcintyrej2007	17660750|21441928
ppi	YFL008W	YNL262W	0	0	edwardss2003	12665575
ppi	YFL008W	YOL115W	0	0	castanoib1996	8895658
ppi	YFL008W	YPL204W	0	0	petronczkim2006	16990132
ppi	YFL008W	YPR007C	0	0	grubers2003|katisvl2010	12654244|20230747
ppi	YFL009W	YFL031W	0	0	palb2007	17108329
ppi	YFL009W	YGL170C	0	0	kishit2008	18787112
ppi	YFL009W	YJL157C	0	0	tangx2005	16338374
ppi	YFL009W	YJL194W	0	0	druryls2009|jangsw2001|perkinsg2001|elsassers1999|druryls1997|palb2007	19285403|11237870|10512865|11532947|17108329|9312054
ppi	YFL009W	YKL108W	0	0	tangx2005	16338374
ppi	YFL009W	YKL159C	0	0	kishit2007|kishit2008	17954914|18787112
ppi	YFL009W	YLL039C	0	0	zivi2011|pashkovan2010	21427232|21070969
ppi	YFL009W	YLR096W	0	0	tangx2005	16338374
ppi	YFL009W	YNR047W	0	0	tangx2005	16338374
ppi	YFL009W	YOL025W	0	0	liuy2009	19763088
ppi	YFL009W	YOL133W	0	0	blondelm2000|katom2010|kusbm2004|seoljh1999|kamurat1999|tangx2007	10213691|10385629|10880467|17574027|14747994|19882662
ppi	YFL009W	YOR057W	0	0	kitagawak1999	10445024
ppi	YFL009W	YOR083W	0	0	tangx2005	16338374
ppi	YFL010C	YHR205W	0	0	fasoloj2011	21460040
ppi	YFL010C	YKL139W	0	0	fasoloj2011	21460040
ppi	YFL010C	YLL039C	0	0	staritalm2011|hesselberthjr2006|hitchcockal2003|pengj2003	12872131|22106047|14557538|16606443
ppi	YFL010C	YNL161W	0	0	fasoloj2011	21460040
ppi	YFL010C	YOR231W	0	0	fasoloj2011	21460040
ppi	YFL010C	YOR351C	0	0	fasoloj2011	21460040
ppi	YFL010C	YPL141C	0	0	fasoloj2011	21460040
ppi	YFL011W	YPL240C	0	0	millsonsh2005|zhaor2005	15879519|15766533
ppi	YFL013C	YGL150C	0	0	morrisonaj2007|gavinac2006|krogannj2006|collinssr2007|chensh2010	16554755|20190278|16429126|17693258|17200106
ppi	YFL013C	YJL081C	0	0	krogannj2006|collinssr2007|downsja2004	16554755|17200106|15610740
ppi	YFL013C	YLL036C	0	0	chensh2010	20190278
ppi	YFL013C	YLR399C	0	0	chensh2010	20190278
ppi	YFL013C	YOR123C	0	0	chensh2010	20190278
ppi	YFL013C	YOR189W	0	0	morrisonaj2007|krogannj2006|chensh2010	16554755|20190278|17693258
ppi	YFL013C	YPR133C	0	0	chensh2010	20190278
ppi	YFL016C	YJR045C	0	0	kuboy1999|horstm1997|mapak2010|beckerd2009|westermannb1996	9155010|8943361|19036727|20385092|9973563
ppi	YFL016C	YLR203C	0	0	fontanesif2010	19858289
ppi	YFL016C	YOR232W	0	0	horstm1997	9155010
ppi	YFL017C	YLR438CA	0	0	taokam2009	19740761
ppi	YFL017WA	YLL036C	0	0	stevenssw2002|gavinac2002	11805826|11804584
ppi	YFL017WA	YOR159C	0	0	camassesa1998|yuh2008|krogannj2006	9528767|16554755|18719252
ppi	YFL017WA	YPL213W	0	0	tardiffdf2006|gavinac2002	16618970|11805826
ppi	YFL018C	YLR178C	0	0	beaufourm2012	22515269
ppi	YFL021W	YJR066W	0	0	bertrampg2000	10940301
ppi	YFL021W	YKL161C	0	0	breitkreutza2010	20489023
ppi	YFL022C	YLR293C	0	0	braunwartha2003	12578832
ppi	YFL023W	YGR175C	0	0	moecklin2007	17612295
ppi	YFL023W	YHR193C	0	0	moecklin2007	17612295
ppi	YFL023W	YIL045W	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YIR006C	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YIR033W	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YJL006C	0	0	fasoloj2011	21460040
ppi	YFL023W	YJR145C	0	0	moecklin2007	17612295
ppi	YFL023W	YKL054C	0	0	moecklin2007	17612295
ppi	YFL023W	YKL081W	0	0	moecklin2007	17612295
ppi	YFL023W	YKL168C	0	0	fasoloj2011	21460040
ppi	YFL023W	YLR200W	0	0	itot2001|moecklin2007|krogannj2006|collinssr2007	17612295|16554755|11283351|17200106
ppi	YFL023W	YML062C	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YML114C	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YMR048W	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YMR190C	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YMR219W	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YMR260C	0	0	moecklin2007	17612295
ppi	YFL023W	YNL007C	0	0	moecklin2007	17612295
ppi	YFL023W	YNL135C	0	0	moecklin2007	17612295
ppi	YFL023W	YNR031C	0	0	fasoloj2011	21460040
ppi	YFL023W	YOL100W	0	0	fasoloj2011	21460040
ppi	YFL023W	YOR231W	0	0	fasoloj2011	21460040
ppi	YFL023W	YOR332W	0	0	moecklin2007	17612295
ppi	YFL023W	YOR351C	0	0	fasoloj2011	21460040
ppi	YFL023W	YOR355W	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YPL217C	0	0	tronnersjoes2007	17043893
ppi	YFL023W	YPR080W	0	0	moecklin2007	17612295
ppi	YFL023W	YPR106W	0	0	fasoloj2011	21460040
ppi	YFL023W	YPR169W	0	0	tronnersjoes2007	17043893
ppi	YFL024C	YFL039C	0	0	chittulurujr2011|augera2008|gavinac2002|gavinac2006|altafm2010|collinssr2007	18212047|20332092|21984211|16429126|11805826|17200106
ppi	YFL024C	YGL048C	0	0	leed2005	16269334
ppi	YFL024C	YGL158W	0	0	breitkreutza2010	20489023
ppi	YFL024C	YGR002C	0	0	chittulurujr2011|augera2008|krogannj2006|koborms2004|krogannj2004|altafm2010|collinssr2007	18212047|16554755|20332092|21984211|15045029|17200106|15353583
ppi	YFL024C	YHR090C	0	0	yuh2008|boudreaultaa2003|chittulurujr2011|augera2008|krogannj2006|nourania2003|altafm2010|collinssr2007	12782659|18212047|16554755|20332092|21984211|12672825|18719252|17200106
ppi	YFL024C	YHR099W	0	0	chittulurujr2011|augera2008|gavinac2002|gavinac2006|breitkreutza2010|altafm2010|collinssr2007	18212047|21984211|20332092|20489023|16429126|11805826|17200106
ppi	YFL024C	YJL081C	0	0	boudreaultaa2003|chittulurujr2011|augera2008|krogannj2006|downsja2004|szerlongh2008|gavinac2006|altafm2010|collinssr2007|galarneaul2000	10911987|12782659|18212047|16554755|20332092|21984211|16429126|15610740|18408732|17200106
ppi	YFL024C	YJL098W	0	0	hoy2002|breitkreutza2010	20489023|11805837
ppi	YFL024C	YJR082C	0	0	krogannj2006|collinssr2007|chittulurujr2011	16554755|21984211|17200106
ppi	YFL024C	YLR223C	0	0	zhongp2010	20059977
ppi	YFL024C	YNL031C	0	0	gilmorejm2011|chittulurujr2011	22199229|21984211
ppi	YFL024C	YNL107W	0	0	chittulurujr2011|augera2008|krogannj2006|lemassoni2003|gavinac2002|koborms2004|gavinac2006|wangay2009|altafm2010|collinssr2007	19966225|18212047|12917332|16554755|20332092|21984211|16429126|11805826|15045029|17200106
ppi	YFL024C	YNL136W	0	0	chittulurujr2011|krogannj2006|mitchelll2008|krogannj2004|altafm2010|collinssr2007	18212056|15353583|16554755|20332092|21984211|17200106
ppi	YFL024C	YNR007C	0	0	yic2012	22539722
ppi	YFL024C	YOL012C	0	0	koborms2004	15045029
ppi	YFL024C	YOR244W	0	0	boudreaultaa2003|chittulurujr2011|kimuraa2003|augera2008|krogannj2006|gavinac2002|ginsburgds2009|gavinac2006|mitchelll2008|altafm2010|collinssr2007|nourania2001|galarneaul2000	10911987|12782659|18212056|18212047|16554755|20332092|21984211|16429126|19822662|11604499|11805826|12654312|17200106
ppi	YFL024C	YPL082C	0	0	arnettdr2008	18596064
ppi	YFL024C	YPL248C	0	0	zhongp2010	20059977
ppi	YFL024C	YPR023C	0	0	boudreaultaa2003|chittulurujr2011|augera2008|gavinac2002|gavinac2006|altafm2010|collinssr2007	12782659|18212047|20332092|21984211|16429126|11805826|17200106
ppi	YFL025C	YMR307W	0	0	fujitam2006	16319176
ppi	YFL026W	YGL089C	0	0	leebk2001	11495900
ppi	YFL026W	YGL206C	0	0	newphertm2005	15992543
ppi	YFL026W	YHR005C	0	0	wuyl2004|ongaylariosl2000|duranavelarmj2001	15197187|11287148|10664449
ppi	YFL026W	YKL178C	0	0	shic2007	17369365
ppi	YFL026W	YNL217W	0	0	breitkreutza2010	20489023
ppi	YFL026W	YNL307C	0	0	breitkreutza2010	20489023
ppi	YFL026W	YOR212W	0	0	ongaylariosl2000|duranavelarmj2001	11287148|10664449
ppi	YFL026W	YPL187W	0	0	umanahgk2010|rathssk1988	2846561|20923758
ppi	YFL028C	YGR040W	0	0	fasoloj2011	21460040
ppi	YFL029C	YGR080W	0	0	breitkreutza2010	20489023
ppi	YFL029C	YLL008W	0	0	fasoloj2011	21460040
ppi	YFL031W	YFL038C	0	0	tsvetanovang2012	22844259
ppi	YFL031W	YGR252W	0	0	welihindaaa2000	10652329
ppi	YFL031W	YHR079C	0	0	leekp2008|niwam2005	18191223|15642095
ppi	YFL031W	YNL330C	0	0	schroederm2004	15141165
ppi	YFL031W	YOL004W	0	0	schroederm2004	15141165
ppi	YFL033C	YLR096W	0	0	breitkreutza2010	20489023
ppi	YFL033C	YOL081W	0	0	phanvt2010	20160012
ppi	YFL033C	YPL204W	0	0	breitkreutza2010	20489023
ppi	YFL034CA	YHR200W	0	0	seongkm2007	17499717
ppi	YFL034CA	YKL009W	0	0	rodriguezmateosm2009	19789271
ppi	YFL034CB	YIL106W	0	0	mrkobradas2006	16934835
ppi	YFL034CB	YLR096W	0	0	breitkreutza2010	20489023
ppi	YFL034CB	YLR131C	0	0	colmanlernera2001	11747810
ppi	YFL034CB	YNL161W	0	0	colmanlernera2001|weissel2002|hoy2002|nelsonb2003|breitkreutza2010|rackiwj2000	12196508|20489023|10970846|11805837|12972564|11747810
ppi	YFL034CB	YNL272C	0	0	kurischkoc2008	18843045
ppi	YFL036W	YJL034W	0	0	markovda2009	19536766
ppi	YFL036W	YJR045C	0	0	markovda2009	19536766
ppi	YFL036W	YJR144W	0	0	markovda2009	19536766
ppi	YFL036W	YLR067C	0	0	markovda2009	19536766
ppi	YFL036W	YLR139C	0	0	markovda2009	19536766
ppi	YFL036W	YLR259C	0	0	markovda2009	19536766
ppi	YFL036W	YLR439W	0	0	markovda2009	19536766
ppi	YFL036W	YML025C	0	0	markovda2009	19536766
ppi	YFL036W	YMR228W	0	0	matsunagam2004|mangusda1994|cliftenpf2000|cliftenpf1997|markovda2009	9353258|19536766|14570924|10958696|7929382
ppi	YFL036W	YOR017W	0	0	markovda2009	19536766
ppi	YFL037W	YFR046C	0	0	bocklj2012	22561345
ppi	YFL037W	YGL216W	0	0	sux2011	21884976
ppi	YFL037W	YIL065C	0	0	estelaa2011	21890626
ppi	YFL037W	YJL014W	0	0	amitm2010|dekkerc2008	18511909|20600117
ppi	YFL037W	YKR054C	0	0	laanl2012|markussm2009	19185494|22304918
ppi	YFL037W	YLR045C	0	0	youl2004|ayazp2012|albassamj2006	16567500|22904013|15321725
ppi	YFL037W	YML085C	0	0	youl2004|wongj2007|schwartzk1997|vegalr1998	17634282|9398684|9725898|15321725
ppi	YFL037W	YNL223W	0	0	langt1998	9649430
ppi	YFL037W	YOR265W	0	0	yuh2008|vegalr1998|archerje1995|archerje1998|flemingja2000|youl2004	9725898|10978276|7634332|9488492|18719252|15321725
ppi	YFL037W	YOR349W	0	0	flemingja2000	10978276
ppi	YFL037W	YPL253C	0	0	rankkc2012	22734002
ppi	YFL037W	YPR141C	0	0	rankkc2012|sproullr2005	16085496|22734002
ppi	YFL038C	YGL198W	0	0	losy2011|calerom2002	11943201|22157956
ppi	YFL038C	YGR120C	0	0	suvorovaes2002	12011112
ppi	YFL038C	YGR172C	0	0	losy2011|calerom2003|yangx1998|barrowmanj2003	9724632|12657649|12802060|22157956
ppi	YFL038C	YKR068C	0	0	joness2000	11102533
ppi	YFL038C	YLR026C	0	0	chojh2000|lupashinvv1997|kamenaf2008|inadomeh2005	9157884|16107716|18388317|10713261
ppi	YFL038C	YLR268W	0	0	lupashinvv1997	9157884
ppi	YFL038C	YLR396C	0	0	plemelrl2011	21325627
ppi	YFL038C	YMR218C	0	0	morozovan2006	17041589
ppi	YFL038C	YNL044W	0	0	calerom2002	11785952
ppi	YFL038C	YNL263C	0	0	losy2011|calerom2002|maternh2000	10970842|11943201|22157956
ppi	YFL038C	YOL018C	0	0	inadomeh2005	16107716
ppi	YFL038C	YOL148C	0	0	tsvetanovang2012	22844259
