systematic_name_dash_removed,systematic_name
YGL001C,YGL001C
YLR100W,YLR100W
YER044C,YER044C
YMR134W,YMR134W
YLR056W,YLR056W
YGL012W,YGL012W
YMR015C,YMR015C
YML008C,YML008C
YHR072W,YHR072W
YMR220W,YMR220W
YHR190W,YHR190W
YPL096CA,YPL096C-A
YFR041C,YFR041C
YML130C,YML130C
YAR002CA,YAR002C-A
YAL007C,YAL007C
YDL018C,YDL018C
YOR016C,YOR016C
YHR110W,YHR110W
YGL002W,YGL002W
YOR393W,YOR393W
YPL281C,YPL281C
YMR323W,YMR323W
YCR075C,YCR075C
YBR239C,YBR239C
YGR029W,YGR029W
YGL054C,YGL054C
YBR210W,YBR210W
YPR037C,YPR037C
YML012W,YML012W
YGR284C,YGR284C
YML067C,YML067C
YAL042W,YAL042W
YOR244W,YOR244W
YNL125C,YNL125C
YMR219W,YMR219W
YDR363W,YDR363W
YOL017W,YOL017W
YDR365C,YDR365C
YNR054C,YNR054C
YIL151C,YIL151C
YKR096W,YKR096W
YGR098C,YGR098C
YJR017C,YJR017C
YLR233C,YLR233C
YLR318W,YLR318W
YIL009CA,YIL009C-A
YHL010C,YHL010C
YBR026C,YBR026C
YOR051C,YOR051C
YDR518W,YDR518W
YLR300W,YLR300W
YDR261C,YDR261C
YOR033C,YOR033C
YBR163W,YBR163W
YJL085W,YJL085W
YBR102C,YBR102C
YOR317W,YOR317W
YER015W,YER015W
YIL009W,YIL009W
YMR246W,YMR246W
YFR019W,YFR019W
YDL045C,YDL045C
YIL019W,YIL019W
YDR021W,YDR021W
YNL023C,YNL023C
YDL166C,YDL166C
YJL157C,YJL157C
YLR238W,YLR238W
YNL127W,YNL127W
YMR052W,YMR052W
YFR008W,YFR008W
YMR029C,YMR029C
YKL182W,YKL182W
YPL231W,YPL231W
YBR041W,YBR041W
YKL187C,YKL187C
YER183C,YER183C
YKL060C,YKL060C
YLR377C,YLR377C
YJL155C,YJL155C
YDR339C,YDR339C
YLR051C,YLR051C
YMR277W,YMR277W
YPR062W,YPR062W
YER056C,YER056C
YER060W,YER060W
YER060WA,YER060W-A
YDR539W,YDR539W
YOR388C,YOR388C
YPL275W,YPL275W
YCR028C,YCR028C
YBR101C,YBR101C
YMR058W,YMR058W
YMR319C,YMR319C
YFL041W,YFL041W
YOR390W,YOR390W
YPL279C,YPL279C
YPR104C,YPR104C
YGR131W,YGR131W
YBR040W,YBR040W
YCR089W,YCR089W
YNL325C,YNL325C
YDR130C,YDR130C
YJR093C,YJR093C
YER032W,YER032W
YIL065C,YIL065C
YDR534C,YDR534C
YOR382W,YOR382W
YOR383C,YOR383C
YIL131C,YIL131C
YNL068C,YNL068C
YLR342W,YLR342W
YMR306W,YMR306W
YPL221W,YPL221W
YAL053W,YAL053W
YGL139W,YGL139W
YLR404W,YLR404W
YAR050W,YAR050W
YKR102W,YKR102W
YIR019C,YIR019C
YHR211W,YHR211W
YER109C,YER109C
YAL063C,YAL063C
YBR008C,YBR008C
YIL134W,YIL134W
YIL098C,YIL098C
YDR236C,YDR236C
YHR176W,YHR176W
YER182W,YER182W
YDR070C,YDR070C
YBR269C,YBR269C
YBR047W,YBR047W
YLR077W,YLR077W
YLR454W,YLR454W
YPL103C,YPL103C
YFL046W,YFL046W
YJL161W,YJL161W
YGL080W,YGL080W
YPL222W,YPL222W
YNL168C,YNL168C
YGR243W,YGR243W
YDL222C,YDL222C
YKR049C,YKR049C
YGR052W,YGR052W
YER004W,YER004W
YMR020W,YMR020W
YBL013W,YBL013W
YDR110W,YDR110W
YNL256W,YNL256W
YGR267C,YGR267C
YMR113W,YMR113W
YKR009C,YKR009C
YNR047W,YNR047W
YNL135C,YNL135C
YDR519W,YDR519W
YML074C,YML074C
YLR449W,YLR449W
YLL043W,YLL043W
YLL029W,YLL029W
YGL220W,YGL220W
YEL047C,YEL047C
YLR214W,YLR214W
YKL220C,YKL220C
YOR381W,YOR381W
YNR060W,YNR060W
YOR384W,YOR384W
YLL051C,YLL051C
YOL152W,YOL152W
YLR047C,YLR047C
YPL141C,YPL141C
YCL026CA,YCL026C-A
YDR373W,YDR373W
YLR060W,YLR060W
YFL022C,YFL022C
YOR324C,YOR324C
YAL028W,YAL028W
YOR271C,YOR271C
YHR049W,YHR049W
YMR222C,YMR222C
YOR280C,YOR280C
YBR207W,YBR207W
YER145C,YER145C
YCR076C,YCR076C
YBL042C,YBL042C
YPL262W,YPL262W
YAL035W,YAL035W
YAL008W,YAL008W
YAL034C,YAL034C
YAL022C,YAL022C
YAL019W,YAL019W
YHR128W,YHR128W
YBR021W,YBR021W
YCL027W,YCL027W
YMR232W,YMR232W
YBL016W,YBL016W
YDR024W,YDR024W
YIL097W,YIL097W
YOR183W,YOR183W
YHR059W,YHR059W
YCL058C,YCL058C
YNL133C,YNL133C
YLR068W,YLR068W
YGR196C,YGR196C
YGL254W,YGL254W
YBR179C,YBR179C
YLR088W,YLR088W
YLR459W,YLR459W
YOR178C,YOR178C
YMR250W,YMR250W
YBR019C,YBR019C
YBR020W,YBR020W
YOL051W,YOL051W
YLR081W,YLR081W
YDR009W,YDR009W
YPL248C,YPL248C
YBR018C,YBR018C
YML051W,YML051W
YER027C,YER027C
YKR039W,YKR039W
YHR089C,YHR089C
YMR307W,YMR307W
YLR343W,YLR343W
YMR215W,YMR215W
YOL132W,YOL132W
YOL030W,YOL030W
YFL021W,YFL021W
YMR136W,YMR136W
YLR013W,YLR013W
YIR013C,YIR013C
YCL011C,YCL011C
YNL062C,YNL062C
YOR260W,YOR260W
YER025W,YER025W
YJL125C,YJL125C
YGR083C,YGR083C
YDR211W,YDR211W
YLR291C,YLR291C
YER163C,YER163C
YGL195W,YGL195W
YDR283C,YDR283C
YFR009W,YFR009W
YKR026C,YKR026C
YEL009C,YEL009C
YGR252W,YGR252W
YPL075W,YPL075W
YNL199C,YNL199C
YDL226C,YDL226C
YDR019C,YDR019C
YMR189W,YMR189W
YAL044C,YAL044C
YOR120W,YOR120W
YEL042W,YEL042W
YPR184W,YPR184W
YPL110C,YPL110C
YOR375C,YOR375C
YDL215C,YDL215C
YAL062W,YAL062W
YER136W,YER136W
YOR355W,YOR355W
YBR187W,YBR187W
YJR031C,YJR031C
YEL022W,YEL022W
YJR040W,YJR040W
YAL048C,YAL048C
YOR205C,YOR205C
YHR100C,YHR100C
YLR091W,YLR091W
YGL057C,YGL057C
YGL020C,YGL020C
YER083C,YER083C
YDL100C,YDL100C
YOR164C,YOR164C
YCL073C,YCL073C
YKR106W,YKR106W
YKL104C,YKL104C
YMR255W,YMR255W
YCL036W,YCL036W
YDR358W,YDR358W
YHR108W,YHR108W
YDL198C,YDL198C
YHR061C,YHR061C
YDR309C,YDR309C
YCL039W,YCL039W
YMR135C,YMR135C
YNL153C,YNL153C
YEL003W,YEL003W
YML094W,YML094W
YDR507C,YDR507C
YBR045C,YBR045C
YER054C,YER054C
YPL137C,YPL137C
YAL031C,YAL031C
YDR152W,YDR152W
YDR096W,YDR096W
YNL255C,YNL255C
YLR094C,YLR094C
YML006C,YML006C
YCR098C,YCR098C
YEL011W,YEL011W
YER133W,YER133W
YMR311C,YMR311C
YDL207W,YDL207W
YER107C,YER107C
YKR058W,YKR058W
YJL137C,YJL137C
YCL040W,YCL040W
YPR035W,YPR035W
YER040W,YER040W
YOR168W,YOR168W
YML004C,YML004C
YDR272W,YDR272W
YER122C,YER122C
YOR040W,YOR040W
YPL091W,YPL091W
YDL171C,YDL171C
YEL046C,YEL046C
YDR506C,YDR506C
YLR445W,YLR445W
YKR030W,YKR030W
YFL017C,YFL017C
YHR183W,YHR183W
YGR256W,YGR256W
YDR508C,YDR508C
YOR320C,YOR320C
YJL184W,YJL184W
YNL274C,YNL274C
YHL031C,YHL031C
YMR292W,YMR292W
YHR005C,YHR005C
YER020W,YER020W
YOR371C,YOR371C
YAL056W,YAL056W
YDL022W,YDL022W
YOL059W,YOL059W
YGL121C,YGL121C
YPR160W,YPR160W
YGL142C,YGL142C
YGR216C,YGR216C
YDR302W,YDR302W
YMR281W,YMR281W
YLL031C,YLL031C
YJR013W,YJR013W
YNL038W,YNL038W
YHR188C,YHR188C
YDR434W,YDR434W
YBR004C,YBR004C
YDR437W,YDR437W
YPL076W,YPL076W
YDR331W,YDR331W
YKL152C,YKL152C
YDL021W,YDL021W
YOL056W,YOL056W
YOR262W,YOR262W
YLR243W,YLR243W
YIL053W,YIL053W
YER062C,YER062C
YDL035C,YDL035C
YKR067W,YKR067W
YKL026C,YKL026C
YBR244W,YBR244W
YLL035W,YLL035W
YPL223C,YPL223C
YOL151W,YOL151W
YHR104W,YHR104W
YDR517W,YDR517W
YJR090C,YJR090C
YBR121C,YBR121C
YPR081C,YPR081C
YCL035C,YCL035C
YDR513W,YDR513W
YDR098C,YDR098C
YER174C,YER174C
YPL059W,YPL059W
YDL010W,YDL010W
YBR014C,YBR014C
YLR364W,YLR364W
YGR032W,YGR032W
YML048W,YML048W
YJL101C,YJL101C
YOL049W,YOL049W
YJL103C,YJL103C
YLR293C,YLR293C
YOR185C,YOR185C
YFR015C,YFR015C
YLR258W,YLR258W
YDR221W,YDR221W
YGR102C,YGR102C
YGR154C,YGR154C
YMR251W,YMR251W
YML121W,YML121W
YGR163W,YGR163W
YGL181W,YGL181W
YIR038C,YIR038C
YLL060C,YLL060C
YEL017W,YEL017W
YMR217W,YMR217W
YDL238C,YDL238C
YLR289W,YLR289W
YDR454C,YDR454C
YGL084C,YGL084C
YPL189W,YPL189W
YGL245W,YGL245W
YHL032C,YHL032C
YIL155C,YIL155C
YIL041W,YIL041W
YJL091C,YJL091C
YMR192W,YMR192W
YOR070C,YOR070C
YPL249C,YPL249C
YJL044C,YJL044C
YDL234C,YDL234C
YFL027C,YFL027C
YJL110C,YJL110C
YPR008W,YPR008W
YFL031W,YFL031W
YPR005C,YPR005C
YJL165C,YJL165C
YOL089C,YOL089C
YJR069C,YJR069C
YLR256W,YLR256W
YGL237C,YGL237C
YBL021C,YBL021C
YKL109W,YKL109W
YOR358W,YOR358W
YMR290C,YMR290C
YPL001W,YPL001W
YEL056W,YEL056W
YCL026CB,YCL026C-B
YKR084C,YKR084C
YDL223C,YDL223C
YJL033W,YJL033W
YNL281W,YNL281W
YCR065W,YCR065W
YLR192C,YLR192C
YKL017C,YKL017C
YNL021W,YNL021W
YDR295C,YDR295C
YPR179C,YPR179C
YDR014WA,YDR014W-A
YNL014W,YNL014W
YDR458C,YDR458C
YBL032W,YBL032W
YKR017C,YKR017C
YDR266C,YDR266C
YDR232W,YDR232W
YDR047W,YDR047W
YDR044W,YDR044W
YER014W,YER014W
YOR176W,YOR176W
YGL040C,YGL040C
YDL205C,YDL205C
YOR278W,YOR278W
YOR227W,YOR227W
YMR293C,YMR293C
YOR237W,YOR237W
YMR207C,YMR207C
YMR110C,YMR110C
YPL254W,YPL254W
YGL251C,YGL251C
YGR187C,YGR187C
YBR009C,YBR009C
YNL030W,YNL030W
YPL127C,YPL127C
YBR010W,YBR010W
YNL031C,YNL031C
YEL059W,YEL059W
YLL022C,YLL022C
YDR317W,YDR317W
YGR191W,YGR191W
YBL008W,YBL008W
YOR038C,YOR038C
YJR140C,YJR140C
YER055C,YER055C
YFR025C,YFR025C
YOR202W,YOR202W
YCL030C,YCL030C
YIL116W,YIL116W
YIL020C,YIL020C
YBR248C,YBR248C
YJR055W,YJR055W
YDR420W,YDR420W
YMR161W,YMR161W
YDR528W,YDR528W
YER057C,YER057C
YML075C,YML075C
YLR450W,YLR450W
YOL095C,YOL095C
YCL066W,YCL066W
YCL067C,YCL067C
YDR174W,YDR174W
YCR097W,YCR097W
YCR096C,YCR096C
YOR032C,YOR032C
YJR147W,YJR147W
YBR034C,YBR034C
YLR205C,YLR205C
YGL077C,YGL077C
YDL125C,YDL125C
YDR305C,YDR305C
YOR258W,YOR258W
YDL227C,YDL227C
YJR075W,YJR075W
YMR032W,YMR032W
YLR113W,YLR113W
YNR055C,YNR055C
YDR158W,YDR158W
YER052C,YER052C
YJR139C,YJR139C
YIL072W,YIL072W
YGL033W,YGL033W
YMR251WA,YMR251W-A
YPR068C,YPR068C
YGL194C,YGL194C
YPL116W,YPL116W
YIL112W,YIL112W
YMR172W,YMR172W
YKL084W,YKL084W
YPR193C,YPR193C
YEL066W,YEL066W
YBR215W,YBR215W
YOL155C,YOL155C
YIL110W,YIL110W
YDR138W,YDR138W
YDR399W,YDR399W
YNL004W,YNL004W
YOL013C,YOL013C
YLR207W,YLR207W
YLR301W,YLR301W
YOR267C,YOR267C
YOL123W,YOL123W
YDR291W,YDR291W
YPL204W,YPL204W
YOL133W,YOL133W
YLR097C,YLR097C
YMR186W,YMR186W
YHL002W,YHL002W
YGL073W,YGL073W
YMR288W,YMR288W
YOR319W,YOR319W
YKL138CA,YKL138C-A
YKL101W,YKL101W
YBR133C,YBR133C
YBR272C,YBR272C
YOR020C,YOR020C
YFL014W,YFL014W
YLL026W,YLL026W
YJL159W,YJL159W
YBR072W,YBR072W
YCR021C,YCR021C
YDR533C,YDR533C
YPL280W,YPL280W
YOR391C,YOR391C
YDR171W,YDR171W
YLR259C,YLR259C
YDR258C,YDR258C
YPL240C,YPL240C
YOL068C,YOL068C
YPL015C,YPL015C
YOR025W,YOR025W
YDR191W,YDR191W
YGR223C,YGR223C
YDR225W,YDR225W
YBL003C,YBL003C
YDR224C,YDR224C
YBL002W,YBL002W
YHR067W,YHR067W
YCR020WB,YCR020W-B
YPR033C,YPR033C
YOL012C,YOL012C
YGR268C,YGR268C
YOR284W,YOR284W
YNR032CA,YNR032C-A
YML058WA,YML058W-A
YJR036C,YJR036C
YGL141W,YGL141W
YGL168W,YGL168W
YPL244C,YPL244C
YER039C,YER039C
YFR053C,YFR053C
YGL253W,YGL253W
YFL011W,YFL011W
YHR094C,YHR094C
YOL156W,YOL156W
YIL170W,YIL170W
YEL069C,YEL069C
YNL318C,YNL318C
YDL245C,YDL245C
YJR158W,YJR158W
YNR072W,YNR072W
YMR011W,YMR011W
YDR345C,YDR345C
YHR092C,YHR092C
YHR096C,YHR096C
YDR343C,YDR343C
YDR342C,YDR342C
YJL214W,YJL214W
YJL219W,YJL219W
YKL189W,YKL189W
YEL034W,YEL034W
YIR037W,YIR037W
YOR126C,YOR126C
YJR122W,YJR122W
YNL164C,YNL164C
YIL090W,YIL090W
YER065C,YER065C
YPR006C,YPR006C
YER078C,YER078C
YBR157C,YBR157C
YJL077C,YJL077C
YLR099C,YLR099C
YMR195W,YMR195W
YPL250C,YPL250C
YNL037C,YNL037C
YOR136W,YOR136W
YPL117C,YPL117C
YDL066W,YDL066W
YLR174W,YLR174W
YNL009W,YNL009W
YJL146W,YJL146W
YFL013C,YFL013C
YNL215W,YNL215W
YLR052W,YLR052W
YOR189W,YOR189W
YER092W,YER092W
YEL044W,YEL044W
YBR159W,YBR159W
YLR223C,YLR223C
YOL023W,YOL023W
YFR017C,YFR017C
YNL157W,YNL157W
YHR132WA,YHR132W-A
YHR187W,YHR187W
YLR384C,YLR384C
YJL057C,YJL057C
YJR118C,YJR118C
YBL076C,YBL076C
YER086W,YER086W
YMR108W,YMR108W
YJR016C,YJR016C
YLR355C,YLR355C
YCL009C,YCL009C
YGR287C,YGR287C
YOL157C,YOL157C
YIL172C,YIL172C
YJL221C,YJL221C
YJL216C,YJL216C
YAR073W,YAR073W
YHR216W,YHR216W
YLR432W,YLR432W
YML056C,YML056C
YJR094C,YJR094C
YJL106W,YJL106W
YGL192W,YGL192W
YCR046C,YCR046C
YCR071C,YCR071C
YLR309C,YLR309C
YJR138W,YJR138W
YJL082W,YJL082W
YBR107C,YBR107C
YGR031W,YGR031W
YMR150C,YMR150C
YMR035W,YMR035W
YIL154C,YIL154C
YHR148W,YHR148W
YNL075W,YNL075W
YLR413W,YLR413W
YIR024C,YIR024C
YDL181W,YDL181W
YHR046C,YHR046C
YDR287W,YDR287W
YNL152W,YNL152W
YJL153C,YJL153C
YDR123C,YDR123C
YOL108C,YOL108C
YGL150C,YGL150C
YMR204C,YMR204C
YMR163C,YMR163C
YIL002C,YIL002C
YNL106C,YNL106C
YOR109W,YOR109W
YOL065C,YOL065C
YLR095C,YLR095C
YFR013W,YFR013W
YMR044W,YMR044W
YHR085W,YHR085W
YNL182C,YNL182C
YDR315C,YDR315C
YPL209C,YPL209C
YBR011C,YBR011C
YDR072C,YDR072C
YPL242C,YPL242C
YBR140C,YBR140C
YOL081W,YOL081W
YOL015W,YOL015W
YOR013W,YOR013W
YOR235W,YOR235W
YOR135C,YOR135C
YPL017C,YPL017C
YPR038W,YPR038W
YJL037W,YJL037W
YLL033W,YLL033W
YDR112W,YDR112W
YLR247C,YLR247C
YMR073C,YMR073C
YEL001C,YEL001C
YOR044W,YOR044W
YIR036C,YIR036C
YLR021W,YLR021W
YDR332W,YDR332W
YDR540C,YDR540C
YFR038W,YFR038W
YFR043C,YFR043C
YFR055W,YFR055W
YJL051W,YJL051W
YJL142C,YJL142C
YHR079C,YHR079C
YIL026C,YIL026C
YKR019C,YKR019C
YLL027W,YLL027W
YPR067W,YPR067W
YER019W,YER019W
YER180C,YER180C
YER048WA,YER048W-A
YMR081C,YMR081C
YPL040C,YPL040C
YOR155C,YOR155C
YPR106W,YPR106W
YNL265C,YNL265C
YBR086C,YBR086C
YIR005W,YIR005W
YPL135W,YPL135W
YOR226C,YOR226C
YBR245C,YBR245C
YOR304W,YOR304W
YJR050W,YJR050W
YGL133W,YGL133W
YDR497C,YDR497C
YOL103W,YOL103W
YML068W,YML068W
YDR229W,YDR229W
YDL115C,YDL115C
YKL032C,YKL032C
YDR492W,YDR492W
YOL002C,YOL002C
YLR023C,YLR023C
YOL101C,YOL101C
YGL018C,YGL018C
YJL073W,YJL073W
YKL217W,YKL217W
YER051W,YER051W
YJR119C,YJR119C
YPR061C,YPR061C
YLR331C,YLR331C
YDR475C,YDR475C
YPR169W,YPR169W
YNL227C,YNL227C
YJL162C,YJL162C
YJR097W,YJR097W
YLL057C,YLL057C
YMR132C,YMR132C
YMR294W,YMR294W
YJR091C,YJR091C
YKR038C,YKR038C
YGL241W,YGL241W
YPL125W,YPL125W
YGL016W,YGL016W
YER110C,YER110C
YBR017C,YBR017C
YLR347C,YLR347C
YNL188W,YNL188W
YJL034W,YJL034W
YPR141C,YPR141C
YCL055W,YCL055W
YMR065W,YMR065W
YPL269W,YPL269W
YCL024W,YCL024W
YJR054W,YJR054W
YDR017C,YDR017C
YKL161C,YKL161C
YFR042W,YFR042W
YDR367W,YDR367W
YHR158C,YHR158C
YGR238C,YGR238C
YPL263C,YPL263C
YPL145C,YPL145C
YGL203C,YGL203C
YNL238W,YNL238W
YIL125W,YIL125W
YDR148C,YDR148C
YJL094C,YJL094C
YHR102W,YHR102W
YDR122W,YDR122W
YLR096W,YLR096W
YDL108W,YDL108W
YAR018C,YAR018C
YOR233W,YOR233W
YCR091W,YCR091W
YBL063W,YBL063W
YPL155C,YPL155C
YGL216W,YGL216W
YKL168C,YKL168C
YDL049C,YDL049C
YLL019C,YLL019C
YHR186C,YHR186C
YNL322C,YNL322C
YDR483W,YDR483W
YDR532C,YDR532C
YER038C,YER038C
YNL132W,YNL132W
YOR336W,YOR336W
YPR159W,YPR159W
YJL174W,YJL174W
YNL308C,YNL308C
YCL059C,YCL059C
YDR037W,YDR037W
YNL024CA,YNL024C-A
YHR082C,YHR082C
YGR040W,YGR040W
YBL071WA,YBL071W-A
YKL110C,YKL110C
YOR099W,YOR099W
YKR061W,YKR061W
YBR205W,YBR205W
YBR199W,YBR199W
YNL029C,YNL029C
YPL053C,YPL053C
YIL085C,YIL085C
YGL079W,YGL079W
YJL207C,YJL207C
YKL008C,YKL008C
YHL003C,YHL003C
YOL025W,YOL025W
YNL045W,YNL045W
YNL239W,YNL239W
YKR063C,YKR063C
YOR181W,YOR181W
YJL062W,YJL062W
YNL071W,YNL071W
YMR296C,YMR296C
YDR062W,YDR062W
YJL134W,YJL134W
YOR171C,YOR171C
YLR260W,YLR260W
YDR499W,YDR499W
YPL056C,YPL056C
YLR104W,YLR104W
YGL085W,YGL085W
YER127W,YER127W
YCL005W,YCL005W
YDL146W,YDL146W
YLL049W,YLL049W
YOR322C,YOR322C
YBL006C,YBL006C
YBR204C,YBR204C
YAL018C,YAL018C
YOL047C,YOL047C
YPL213W,YPL213W
YPL054W,YPL054W
YNL323W,YNL323W
YOR123C,YOR123C
YGL009C,YGL009C
YCL018W,YCL018W
YLR451W,YLR451W
YNL104C,YNL104C
YHR002W,YHR002W
YOR108W,YOR108W
YPL055C,YPL055C
YDL051W,YDL051W
YKL073W,YKL073W
YJR070C,YJR070C
YGL090W,YGL090W
YHR156C,YHR156C
YMR298W,YMR298W
YLR239C,YLR239C
YOR196C,YOR196C
YHR192W,YHR192W
YPR139C,YPR139C
YFR001W,YFR001W
YJL038C,YJL038C
YKL205W,YKL205W
YKL183W,YKL183W
YLR011W,YLR011W
YFL018C,YFL018C
YDR503C,YDR503C
YOR084W,YOR084W
YCL051W,YCL051W
YDL240W,YDL240W
YNR008W,YNR008W
YHR081W,YHR081W
YDR439W,YDR439W
YGR136W,YGR136W
YFR024CA,YFR024C-A
YCL034W,YCL034W
YJL100W,YJL100W
YOR142W,YOR142W
YGR244C,YGR244C
YGL099W,YGL099W
YJL124C,YJL124C
YHR121W,YHR121W
YBL026W,YBL026W
YLR438CA,YLR438C-A
YER112W,YER112W
YER146W,YER146W
YDR378C,YDR378C
YNL147W,YNL147W
YJR022W,YJR022W
YPL004C,YPL004C
YKL176C,YKL176C
YGR057C,YGR057C
YNL006W,YNL006W
YAL024C,YAL024C
YNL260C,YNL260C
YPR073C,YPR073C
YKL143W,YKL143W
YDL087C,YDL087C
YNL268W,YNL268W
YIR034C,YIR034C
YIL094C,YIL094C
YDR034C,YDR034C
YBR115C,YBR115C
YDL182W,YDL182W
YDL131W,YDL131W
YDR234W,YDR234W
YGL154C,YGL154C
YNR050C,YNR050C
YMR021C,YMR021C
YGL086W,YGL086W
YJL030W,YJL030W
YJL013C,YJL013C
YKL029C,YKL029C
YDR005C,YDR005C
YER142C,YER142C
YLR427W,YLR427W
YEL053C,YEL053C
YKL021C,YKL021C
YAL025C,YAL025C
YDR060W,YDR060W
YPR051W,YPR051W
YCR020CA,YCR020C-A
YCR019W,YCR019W
YBR142W,YBR142W
YGR289C,YGR289C
YGR292W,YGR292W
YGR288W,YGR288W
YBR298C,YBR298C
YBR299W,YBR299W
YBR297W,YBR297W
YER106W,YER106W
YOL060C,YOL060C
YIL070C,YIL070C
YLR244C,YLR244C
YBL091C,YBL091C
YLR163C,YLR163C
YHR024C,YHR024C
YCR040W,YCR040W
YCR039C,YCR039C
YBR185C,YBR185C
YJL199C,YJL199C
YOR298CA,YOR298C-A
YDL056W,YDL056W
YKL093W,YKL093W
YOR197W,YOR197W
YDL003W,YDL003W
YKL165C,YKL165C
YDL054C,YDL054C
YKL221W,YKL221W
YOL119C,YOL119C
YOR306C,YOR306C
YNL307C,YNL307C
YIL150C,YIL150C
YMR043W,YMR043W
YPR046W,YPR046W
YBL023C,YBL023C
YDR318W,YDR318W
YJR135C,YJR135C
YEL032W,YEL032W
YPR019W,YPR019W
YLR274W,YLR274W
YGL201C,YGL201C
YBR202W,YBR202W
YOR228C,YOR228C
YLR253W,YLR253W
YKL150W,YKL150W
YOR221C,YOR221C
YBR227C,YBR227C
YJR024C,YJR024C
YNL173C,YNL173C
YKL085W,YKL085W
YOL126C,YOL126C
YDL078C,YDL078C
YFL016C,YFL016C
YNL328C,YNL328C
YLR188W,YLR188W
YPL270W,YPL270W
YAL010C,YAL010C
YML104C,YML104C
YOL009C,YOL009C
YOL076W,YOL076W
YLR368W,YLR368W
YHR194W,YHR194W
YOR147W,YOR147W
YGL219C,YGL219C
YKL053CA,YKL053C-A
YPR083W,YPR083W
YOL027C,YOL027C
YLR106C,YLR106C
YGR100W,YGR100W
YGL197W,YGL197W
YJL112W,YJL112W
YOL111C,YOL111C
YBR136W,YBR136W
YLR288C,YLR288C
YPR070W,YPR070W
YMR112C,YMR112C
YDL005C,YDL005C
YOR174W,YOR174W
YHR058C,YHR058C
YOL135C,YOL135C
YBR193C,YBR193C
YLR069C,YLR069C
YJL102W,YJL102W
YKR007W,YKR007W
YER044CA,YER044C-A
YPL121C,YPL121C
YOR351C,YOR351C
YGR121C,YGR121C
YNL142W,YNL142W
YPR138C,YPR138C
YNL210W,YNL210W
YGR264C,YGR264C
YFR030W,YFR030W
YKR069W,YKR069W
YPL023C,YPL023C
YGL125W,YGL125W
YKL001C,YKL001C
YPR167C,YPR167C
YLR303W,YLR303W
YIL128W,YIL128W
YNL277W,YNL277W
YOL064C,YOL064C
YIR017C,YIR017C
YIL046W,YIL046W
YJR010W,YJR010W
YPL038W,YPL038W
YDR253C,YDR253C
YNL103W,YNL103W
YJR137C,YJR137C
YER091C,YER091C
YOR241W,YOR241W
YBR213W,YBR213W
YLR017W,YLR017W
YPL169C,YPL169C
YPL187W,YPL187W
YGL089C,YGL089C
YDR461W,YDR461W
YNL145W,YNL145W
YDR219C,YDR219C
YDL233W,YDL233W
YPL060W,YPL060W
YML062C,YML062C
YGR249W,YGR249W
YIR033W,YIR033W
YOR232W,YOR232W
YOR211C,YOR211C
YJR144W,YJR144W
YCL044C,YCL044C
YPL098C,YPL098C
YMR115W,YMR115W
YNL218W,YNL218W
YDL200C,YDL200C
YOL086WA,YOL086W-A
YDL160CA,YDL160C-A
YJR008W,YJR008W
YJL042W,YJL042W
YDR296W,YDR296W
YLL062C,YLL062C
YKL195W,YKL195W
YCL057CA,YCL057C-A
YBR262C,YBR262C
YFR011C,YFR011C
YGR235C,YGR235C
YNL100W,YNL100W
YKR016W,YKR016W
YNL291C,YNL291C
YLR332W,YLR332W
YKL089W,YKL089W
YGL035C,YGL035C
YGL209W,YGL209W
YER028C,YER028C
YMR036C,YMR036C
YOL026C,YOL026C
YLR099WA,YLR099W-A
YOR330C,YOR330C
YHR015W,YHR015W
YJR077C,YJR077C
YBR084W,YBR084W
YEL007W,YEL007W
YDR031W,YDR031W
YMR002W,YMR002W
YBL107C,YBL107C
YDR144C,YDR144C
YOR231W,YOR231W
YPL140C,YPL140C
YNL076W,YNL076W
YNL085W,YNL085W
YGL106W,YGL106W
YPR188C,YPR188C
YNL074C,YNL074C
YMR167W,YMR167W
YLR035C,YLR035C
YPL164C,YPL164C
YKR095W,YKR095W
YIL149C,YIL149C
YNL117W,YNL117W
YIL051C,YIL051C
YLL006W,YLL006W
YLL061W,YLL061W
YLR190W,YLR190W
YPR164W,YPR164W
YGL087C,YGL087C
YEL019C,YEL019C
YLR320W,YLR320W
YBR098W,YBR098W
YMR177W,YMR177W
YPL224C,YPL224C
YGL183C,YGL183C
YIR025W,YIR025W
YOR350C,YOR350C
YHR204W,YHR204W
YLR057W,YLR057W
YDR245W,YDR245W
YER001W,YER001W
YJL183W,YJL183W
YBR015C,YBR015C
YKL201C,YKL201C
YJL186W,YJL186W
YPL050C,YPL050C
YGL068W,YGL068W
YKL064W,YKL064W
YJR131W,YJR131W
YGL257C,YGL257C
YIL014W,YIL014W
YNR059W,YNR059W
YIL106W,YIL106W
YFL034CB,YFL034C-B
YOR274W,YOR274W
YJR074W,YJR074W
YBL049W,YBL049W
YGL124C,YGL124C
YNL297C,YNL297C
YPL082C,YPL082C
YER068W,YER068W
YMR070W,YMR070W
YNL249C,YNL249C
YHR162W,YHR162W
YOR177C,YOR177C
YOR288C,YOR288C
YOL088C,YOL088C
YKL059C,YKL059C
YIR002C,YIR002C
YDL247W,YDL247W
YJR160C,YJR160C
YJL066C,YJL066C
YJR002W,YJR002W
YNR024W,YNR024W
YDL028C,YDL028C
YGL075C,YGL075C
YJL019W,YJL019W
