systematic_name_dash_removed,systematic_name
YDL184C,YDL184C
YDL133CA,YDL133C-A
YNL162W,YNL162W
YHR141C,YHR141C
YPR043W,YPR043W
YJR094WA,YJR094W-A
YBR031W,YBR031W
YIL148W,YIL148W
YDR012W,YDR012W
YKR094C,YKR094C
YPL131W,YPL131W
YML073C,YML073C
YLR448W,YLR448W
YGL076C,YGL076C
YPL198W,YPL198W
YHL033C,YHL033C
YLL045C,YLL045C
YGL147C,YGL147C
YNL067W,YNL067W
YML091C,YML091C
YHR027C,YHR027C
YHR200W,YHR200W
YFR004W,YFR004W
YFR052W,YFR052W
YLR421C,YLR421C
YGL004C,YGL004C
YIL075C,YIL075C
YER021W,YER021W
YDL020C,YDL020C
YDL147W,YDL147W
YDL097C,YDL097C
YPR108W,YPR108W
YOR261C,YOR261C
YDR427W,YDR427W
YDL140C,YDL140C
YPR187W,YPR187W
YOR116C,YOR116C
YFL036W,YFL036W
YLR340W,YLR340W
YHR062C,YHR062C
YDL081C,YDL081C
YDL130W,YDL130W
YOL039W,YOL039W
YDR382W,YDR382W
YIR015W,YIR015W
YDR025W,YDR025W
YBR048W,YBR048W
YOR369C,YOR369C
YDR064W,YDR064W
YCR031C,YCR031C
YJL191W,YJL191W
YOL040C,YOL040C
YMR143W,YMR143W
YDL083C,YDL083C
YML024W,YML024W
YDR447C,YDR447C
YDR450W,YDR450W
YML026C,YML026C
YOL121C,YOL121C
YNL302C,YNL302C
YLR441C,YLR441C
YOR293W,YOR293W
YML063W,YML063W
YMR230W,YMR230W
YGL123W,YGL123W
YHL015W,YHL015W
YKR057W,YKR057W
YJL136C,YJL136C
YJL190C,YJL190C
YLR367W,YLR367W
YGR118W,YGR118W
YPR132W,YPR132W
YER074W,YER074W
YIL069C,YIL069C
YGR027C,YGR027C
YLR333C,YLR333C
YGL189C,YGL189C
YER131W,YER131W
YKL156W,YKL156W
YHR021C,YHR021C
YOR167C,YOR167C
YLR264W,YLR264W
YLR388W,YLR388W
YDL061C,YDL061C
YNL178W,YNL178W
YLR167W,YLR167W
YLR287CA,YLR287C-A
YOR182C,YOR182C
YJR145C,YJR145C
YHR203C,YHR203C
YJR123W,YJR123W
YPL090C,YPL090C
YBR181C,YBR181C
YOR096W,YOR096W
YNL096C,YNL096C
YBL072C,YBL072C
YER102W,YER102W
YPL081W,YPL081W
YBR189W,YBR189W
YGR214W,YGR214W
YLR048W,YLR048W
YKL145W,YKL145W
YDL007W,YDL007W
YDR394W,YDR394W
YOR259C,YOR259C
YOR117W,YOR117W
YGL048C,YGL048C
YDR333C,YDR333C
YMR131C,YMR131C
YIL153W,YIL153W
YPL152W,YPL152W
YHR038W,YHR038W
YDR065W,YDR065W
YOR305W,YOR305W
YPR116W,YPR116W
YNL213C,YNL213C
YDL216C,YDL216C
YOL117W,YOL117W
YHR031C,YHR031C
YBL025W,YBL025W
YML043C,YML043C
YKL125W,YKL125W
YLR141W,YLR141W
YBL014C,YBL014C
YJL025W,YJL025W
YMR270C,YMR270C
YDR087C,YDR087C
YPL012W,YPL012W
YKL082C,YKL082C
YPR143W,YPR143W
YDR412W,YDR412W
YHR065C,YHR065C
YOR287C,YOR287C
YHR069C,YHR069C
YOL142W,YOL142W
YDL111C,YDL111C
YCR035C,YCR035C
YDR280W,YDR280W
YGR095C,YGR095C
YMR229C,YMR229C
YOR001W,YOR001W
YCL031C,YCL031C
YDR083W,YDR083W
YPR137W,YPR137W
YOR294W,YOR294W
YBL048W,YBL048W
YCR045C,YCR045C
YER066W,YER066W
YIL127C,YIL127C
YLR162WA,YLR162W-A
YNL105W,YNL105W
YBR246W,YBR246W
YFR032C,YFR032C
YGL146C,YGL146C
YLL030C,YLL030C
YOL048C,YOL048C
YPL193W,YPL193W
YLR221C,YLR221C
YCR072C,YCR072C
YOR049C,YOR049C
YGR056W,YGR056W
YLR357W,YLR357W
YDR303C,YDR303C
YHR056C,YHR056C
YKR008W,YKR008W
YLR033W,YLR033W
YCR052W,YCR052W
YFR037C,YFR037C
YML127W,YML127W
YML049C,YML049C
YMR030W,YMR030W
YJR127C,YJR127C
YDR041W,YDR041W
YER050C,YER050C
YNR037C,YNR037C
YKL155C,YKL155C
YGL129C,YGL129C
YDR175C,YDR175C
YIL093C,YIL093C
YJR101W,YJR101W
YGR215W,YGR215W
YDR494W,YDR494W
YJR113C,YJR113C
YMR266W,YMR266W
YER125W,YER125W
YGR152C,YGR152C
YGR213C,YGR213C
YOL138C,YOL138C
YBR147W,YBR147W
YHR087W,YHR087W
YNL254C,YNL254C
YOR118W,YOR118W
YPL183WA,YPL183W-A
YGL244W,YGL244W
YOL067C,YOL067C
YGL252C,YGL252C
YBL103C,YBL103C
YDL025C,YDL025C
YDR233C,YDR233C
YDL204W,YDL204W
YMR185W,YMR185W
YER139C,YER139C
YDR066C,YDR066C
YOR014W,YOR014W
YOR077W,YOR077W
YGR161C,YGR161C
YPL183C,YPL183C
YJL047C,YJL047C
YGR275W,YGR275W
YDR289C,YDR289C
YER104W,YER104W
YNL206C,YNL206C
YHR154W,YHR154W
YLL002W,YLL002W
YDR139C,YDR139C
YOR216C,YOR216C
YOR138C,YOR138C
YDR190C,YDR190C
YPL235W,YPL235W
YCR009C,YCR009C
YDR388W,YDR388W
YBR095C,YBR095C
YDL076C,YDL076C
YKL212W,YKL212W
YDR159W,YDR159W
YDR129C,YDR129C
YDR389W,YDR389W
YFR005C,YFR005C
YGL175C,YGL175C
YHR079CA,YHR079C-A
YBR280C,YBR280C
YJR004C,YJR004C
YER043C,YER043C
YER129W,YER129W
YNL083W,YNL083W
YLR180W,YLR180W
YDR502C,YDR502C
YPL274W,YPL274W
YHR083W,YHR083W
YMR060C,YMR060C
YPL273W,YPL273W
YNL026W,YNL026W
YDR143C,YDR143C
YER047C,YER047C
YFR040W,YFR040W
YJL098W,YJL098W
YKR028W,YKR028W
YMR263W,YMR263W
YGL229C,YGL229C
YPL218W,YPL218W
YDL153C,YDL153C
YMR127C,YMR127C
YBL052C,YBL052C
YDR181C,YDR181C
YOR213C,YOR213C
YCR008W,YCR008W
YAL027W,YAL027W
YGR263C,YGR263C
YKL117W,YKL117W
YDR351W,YDR351W
YHR103W,YHR103W
YER087CB,YER087C-B
YER019CA,YER019C-A
YHL034C,YHL034C
YDR180W,YDR180W
YER147C,YER147C
YOR329C,YOR329C
YPR129W,YPR129W
YHR205W,YHR205W
YMR214W,YMR214W
YGL011C,YGL011C
YDL139C,YDL139C
YGR049W,YGR049W
YBR037C,YBR037C
YBR024W,YBR024W
YOR367W,YOR367W
YJL080C,YJL080C
YER120W,YER120W
YBL091CA,YBL091C-A
YGL126W,YGL126W
YMR272C,YMR272C
YBL011W,YBL011W
YMR305C,YMR305C
YGL028C,YGL028C
YGR279C,YGR279C
YGL083W,YGL083W
YGR245C,YGR245C
YDR469W,YDR469W
YLL016W,YLL016W
YKL148C,YKL148C
YLL041C,YLL041C
YKL141W,YKL141W
YDR178W,YDR178W
YDR379CA,YDR379C-A
YIL167W,YIL167W
YLR022C,YLR022C
YIL113W,YIL113W
YKL193C,YKL193C
YGL056C,YGL056C
YBR214W,YBR214W
YIL084C,YIL084C
YGL224C,YGL224C
YBL104C,YBL104C
YDR164C,YDR164C
YLR166C,YLR166C
YIR022W,YIR022W
YNR026C,YNR026C
YLR208W,YLR208W
YMR079W,YMR079W
YGL233W,YGL233W
YPL085W,YPL085W
YBL050W,YBL050W
YBR080C,YBR080C
YDR498C,YDR498C
YNL272C,YNL272C
YNL287W,YNL287W
YLR268W,YLR268W
YPR181C,YPR181C
YIL109C,YIL109C
YDR238C,YDR238C
YGL137W,YGL137W
YIL076W,YIL076W
YER008C,YER008C
YDL195W,YDL195W
YLR440C,YLR440C
YFL005W,YFL005W
YDR166C,YDR166C
YFL045C,YFL045C
YMR013C,YMR013C
YIL068C,YIL068C
YLR378C,YLR378C
YPL094C,YPL094C
YOR254C,YOR254C
YML105C,YML105C
YBR171W,YBR171W
YDR170C,YDR170C
YLR292C,YLR292C
YPR055W,YPR055W
YGR009C,YGR009C
YDR077W,YDR077W
YCR067C,YCR067C
YLR026C,YLR026C
YIL064W,YIL064W
YBL066C,YBL066C
YMR086W,YMR086W
YKL105C,YKL105C
YGL100W,YGL100W
YDR363WA,YDR363W-A
YLR430W,YLR430W
YMR059W,YMR059W
YLR105C,YLR105C
YAR008W,YAR008W
YPL083C,YPL083C
YAL067C,YAL067C
YOR184W,YOR184W
YGR208W,YGR208W
YER081W,YER081W
YIL074C,YIL074C
YDR023W,YDR023W
YHR119W,YHR119W
YJL168C,YJL168C
YKR029C,YKR029C
YJL105W,YJL105W
YHR207C,YHR207C
YPL165C,YPL165C
YOR165W,YOR165W
YDL168W,YDL168W
YNL049C,YNL049C
YHR098C,YHR098C
YJR095W,YJR095W
YOR315W,YOR315W
YLR321C,YLR321C
YJL145W,YJL145W
YLL003W,YLL003W
YKL051W,YKL051W
YOR140W,YOR140W
YOR021C,YOR021C
YLR403W,YLR403W
YKL006CA,YKL006C-A
YBL102W,YBL102W
YIL099W,YIL099W
YLR336C,YLR336C
YPR198W,YPR198W
YPL047W,YPL047W
YCL010C,YCL010C
YGL066W,YGL066W
YJR134C,YJR134C
YIR001C,YIR001C
YOR073W,YOR073W
YMR190C,YMR190C
YOR057W,YOR057W
YOR007C,YOR007C
YPR161C,YPR161C
YKR043C,YKR043C
YER096W,YER096W
YBL031W,YBL031W
YGL228W,YGL228W
YKL130C,YKL130C
YBR130C,YBR130C
YOR035C,YOR035C
YDR393W,YDR393W
YBR258C,YBR258C
YMR118C,YMR118C
YLR164W,YLR164W
YBR263W,YBR263W
YLR058C,YLR058C
YER118C,YER118C
YBL058W,YBL058W
YIL104C,YIL104C
YDL212W,YDL212W
YOL110W,YOL110W
YDL225W,YDL225W
YHL006C,YHL006C
YDR078C,YDR078C
YGR112W,YGR112W
YOR137C,YOR137C
YLR079W,YLR079W
YBR103W,YBR103W
YOL031C,YOL031C
YIL123W,YIL123W
YOL004W,YOL004W
YNL236W,YNL236W
YDR422C,YDR422C
YMR175W,YMR175W
YGL208W,YGL208W
YNL257C,YNL257C
YJL089W,YJL089W
YMR140W,YMR140W
YKR101W,YKR101W
YDL042C,YDL042C
YLR442C,YLR442C
YDR227W,YDR227W
YNL007C,YNL007C
YKR072C,YKR072C
YEL065W,YEL065W
YDL047W,YDL047W
YNL032W,YNL032W
YDR409W,YDR409W
YKR100C,YKR100C
YLR187W,YLR187W
YHR149C,YHR149C
YLR398C,YLR398C
YPR189W,YPR189W
YGR195W,YGR195W
YOR076C,YOR076C
YGL213C,YGL213C
YOL113W,YOL113W
YGR143W,YGR143W
YHR206W,YHR206W
YNL167C,YNL167C
YDR328C,YDR328C
YNL311C,YNL311C
YPL026C,YPL026C
YBL061C,YBL061C
YMR216C,YMR216C
YBL007C,YBL007C
YNL243W,YNL243W
YDL052C,YDL052C
YKL108W,YKL108W
YGL113W,YGL113W
YDR489W,YDR489W
YOR060C,YOR060C
YDR515W,YDR515W
YOR008C,YOR008C
YGR271W,YGR271W
YGR212W,YGR212W
YBR156C,YBR156C
YOR195W,YOR195W
YIL105C,YIL105C
YNL047C,YNL047C
YDL033C,YDL033C
YBR077C,YBR077C
YCR024C,YCR024C
YBR266C,YBR266C
YIL147C,YIL147C
YER180CA,YER180C-A
YOR154W,YOR154W
YLR139C,YLR139C
YHR030C,YHR030C
YDR088C,YDR088C
YBR228W,YBR228W
YLR135W,YLR135W
YDL013W,YDL013W
YER116C,YER116C
YGR081C,YGR081C
YDR189W,YDR189W
YOR307C,YOR307C
YNL196C,YNL196C
YPL027W,YPL027W
YML066C,YML066C
YER029C,YER029C
YFL008W,YFL008W
YFR031C,YFR031C
YJL074C,YJL074C
YLR086W,YLR086W
YOL034W,YOL034W
YLR383W,YLR383W
YGR074W,YGR074W
YLR275W,YLR275W
YLR147C,YLR147C
YOR159C,YOR159C
YOL122C,YOL122C
YHR050W,YHR050W
YLR034C,YLR034C
YGR229C,YGR229C
YPR054W,YPR054W
YML058W,YML058W
YNR015W,YNR015W
YBR182C,YBR182C
YOR149C,YOR149C
YDR510W,YDR510W
YFL017WA,YFL017W-A
YPR182W,YPR182W
YKL079W,YKL079W
YBR172C,YBR172C
YDR525WA,YDR525W-A
YJL151C,YJL151C
YDL123W,YDL123W
YAL030W,YAL030W
YOR327C,YOR327C
YDR477W,YDR477W
YDR073W,YDR073W
YNR023W,YNR023W
YOR290C,YOR290C
YDL194W,YDL194W
YGL115W,YGL115W
YBR289W,YBR289W
YHL025W,YHL025W
YLR025W,YLR025W
YPL002C,YPL002C
YGR197C,YGR197C
YIL016W,YIL016W
YDR478W,YDR478W
YNL086W,YNL086W
YMR095C,YMR095C
YNL334C,YNL334C
YFL060C,YFL060C
YMR322C,YMR322C
YIL061C,YIL061C
YDR011W,YDR011W
YCR033W,YCR033W
YGL131C,YGL131C
YPR101W,YPR101W
YKL173W,YKL173W
YEL026W,YEL026W
YDL098C,YDL098C
YDR240C,YDR240C
YOR308C,YOR308C
YGR013W,YGR013W
YOR357C,YOR357C
YJL036W,YJL036W
YDR425W,YDR425W
YMR096W,YMR096W
YNL333W,YNL333W
YFL059W,YFL059W
YJR104C,YJR104C
YHR008C,YHR008C
YLL011W,YLL011W
YOR353C,YOR353C
YGL127C,YGL127C
YDR006C,YDR006C
YMR016C,YMR016C
YNR034W,YNR034W
YCR073WA,YCR073W-A
YHR163W,YHR163W
YGR248W,YGR248W
YEL059CA,YEL059C-A
YJL192C,YJL192C
YJR159W,YJR159W
YDL246C,YDL246C
YMR066W,YMR066W
YLL021W,YLL021W
YCL054W,YCL054W
YFL002C,YFL002C
YJR010CA,YJR010C-A
YDR356W,YDR356W
YGL093W,YGL093W
YDR201W,YDR201W
YML055W,YML055W
YMR117C,YMR117C
YER018C,YER018C
YPL124W,YPL124W
YLR066W,YLR066W
YKR037C,YKR037C
YKL042W,YKL042W
YAL047C,YAL047C
YHR172W,YHR172W
YNL126W,YNL126W
YKL184W,YKL184W
YOL052C,YOL052C
YPR069C,YPR069C
YLR146C,YLR146C
YEL031W,YEL031W
YGR236C,YGR236C
YDR504C,YDR504C
YMR107W,YMR107W
YMR191W,YMR191W
YLR313C,YLR313C
YER150W,YER150W
YHR136C,YHR136C
YPR133C,YPR133C
YNL012W,YNL012W
YHL022C,YHL022C
YHR152W,YHR152W
YHR014W,YHR014W
YKR031C,YKR031C
YHR153C,YHR153C
YPL130W,YPL130W
YMR017W,YMR017W
YOL091W,YOL091W
YIL073C,YIL073C
YBR250W,YBR250W
YAL009W,YAL009W
YDR104C,YDR104C
YER046W,YER046W
YGL170C,YGL170C
YLL005C,YLL005C
YLR341W,YLR341W
YPL138C,YPL138C
YOR148C,YOR148C
YBR152W,YBR152W
YLR424W,YLR424W
YDR464W,YDR464W
YOR190W,YOR190W
YOR214C,YOR214C
YDR218C,YDR218C
YGR059W,YGR059W
YER115C,YER115C
YDR523C,YDR523C
YHR139C,YHR139C
YNL204C,YNL204C
YNL202W,YNL202W
YDR522C,YDR522C
YCL048W,YCL048W
YOR313C,YOR313C
YJL127C,YJL127C
YPL175W,YPL175W
YER148W,YER148W
YGL207W,YGL207W
YER161C,YER161C
YOL148C,YOL148C
YMR179W,YMR179W
YKL020C,YKL020C
YDR392W,YDR392W
YGR063C,YGR063C
YML010W,YML010W
YGR116W,YGR116W
YBR081C,YBR081C
YLR055C,YLR055C
YNL224C,YNL224C
YIR012W,YIR012W
YHR041C,YHR041C
YER022W,YER022W
YGR104C,YGR104C
YBR253W,YBR253W
YDR308C,YDR308C
YCR081W,YCR081W
YML034W,YML034W
YCR018C,YCR018C
YDL133W,YDL133W
YOR247W,YOR247W
YLR082C,YLR082C
YKR091W,YKR091W
YPL033C,YPL033C
YGL097W,YGL097W
YLR119W,YLR119W
YPR032W,YPR032W
YBL106C,YBL106C
YCL037C,YCL037C
YNL189W,YNL189W
YDR292C,YDR292C
YKL154W,YKL154W
YDL092W,YDL092W
YKL122C,YKL122C
YKR092C,YKR092C
YPR088C,YPR088C
YPL243W,YPL243W
YPL210C,YPL210C
YJL092W,YJL092W
YMR101C,YMR101C
YNL138W,YNL138W
YKL086W,YKL086W
YKL218C,YKL218C
YAL005C,YAL005C
YLL024C,YLL024C
YBL075C,YBL075C
YER103W,YER103W
YDL229W,YDL229W
YNL209W,YNL209W
YJR045C,YJR045C
YDR293C,YDR293C
YPL106C,YPL106C
YBR169C,YBR169C
YHR066W,YHR066W
YDR312W,YDR312W
YBR283C,YBR283C
YKL124W,YKL124W
YLR006C,YLR006C
YNR031C,YNR031C
YCR073C,YCR073C
YLR005W,YLR005W
YIL143C,YIL143C
YIL030C,YIL030C
YDR443C,YDR443C
YPL042C,YPL042C
YNL025C,YNL025C
YPL232W,YPL232W
YMR183C,YMR183C
YHR184W,YHR184W
YLR250W,YLR250W
YOR242C,YOR242C
YLR369W,YLR369W
YDR086C,YDR086C
YLR452C,YLR452C
YPL092W,YPL092W
YNL222W,YNL222W
YDR160W,YDR160W
YJL156C,YJL156C
YHR064C,YHR064C
YNL309W,YNL309W
YMR053C,YMR053C
YDR169C,YDR169C
YMR019W,YMR019W
YHR178W,YHR178W
YKL072W,YKL072W
YOR047C,YOR047C
YLR362W,YLR362W
YHR084W,YHR084W
YOR219C,YOR219C
YDR410C,YDR410C
YJR086W,YJR086W
YFL026W,YFL026W
YHL007C,YHL007C
YLR389C,YLR389C
YJR117W,YJR117W
YKL178C,YKL178C
YOR212W,YOR212W
YCL032W,YCL032W
YDR103W,YDR103W
YKL209C,YKL209C
YDL159W,YDL159W
YDL130WA,YDL130W-A
YGR008C,YGR008C
YIL126W,YIL126W
YOR027W,YOR027W
YDR536W,YDR536W
YLR150W,YLR150W
YDR082W,YDR082W
YMR125W,YMR125W
YDR463W,YDR463W
YHR006W,YHR006W
YCL008C,YCL008C
YLR375W,YLR375W
YDL048C,YDL048C
YJR130C,YJR130C
YGL184C,YGL184C
YIR011C,YIR011C
YGL022W,YGL022W
YLR305C,YLR305C
YBL034C,YBL034C
YLR045C,YLR045C
YMR054W,YMR054W
YGL169W,YGL169W
YPR086W,YPR086W
YMR039C,YMR039C
YDL084W,YDL084W
YIL162W,YIL162W
YPR151C,YPR151C
YNL244C,YNL244C
YJR007W,YJR007W
YPL237W,YPL237W
YBR294W,YBR294W
YLR092W,YLR092W
YDR310C,YDR310C
YNL066W,YNL066W
YDR172W,YDR172W
YBR143C,YBR143C
YPL057C,YPL057C
YDR297W,YDR297W
YLR372W,YLR372W
YML052W,YML052W
YBR111WA,YBR111W-A
YGL162W,YGL162W
YPR009W,YPR009W
YPL029W,YPL029W
YDR346C,YDR346C
YPL032C,YPL032C
YHR181W,YHR181W
YPL163C,YPL163C
YDR320C,YDR320C
YAL011W,YAL011W
YGR002C,YGR002C
YBR231C,YBR231C
YLR385C,YLR385C
YAR003W,YAR003W
YKL018W,YKL018W
YBR175W,YBR175W
YJL187C,YJL187C
YDR126W,YDR126W
YAR042W,YAR042W
YPL016W,YPL016W
YJL176C,YJL176C
YER111C,YER111C
YDR146C,YDR146C
YLR182W,YLR182W
YDR260C,YDR260C
YNR004W,YNR004W
YMR149W,YMR149W
YFL049W,YFL049W
YDR334W,YDR334W
YNL081C,YNL081C
YOR166C,YOR166C
YNL187W,YNL187W
YDR395W,YDR395W
YOR179C,YOR179C
YDR416W,YDR416W
YGR129W,YGR129W
YIL047C,YIL047C
YPL105C,YPL105C
YLR251W,YLR251W
YAL014C,YAL014C
YDL063C,YDL063C
YCR030C,YCR030C
YJL004C,YJL004C
YPR095C,YPR095C
YGL243W,YGL243W
YJL035C,YJL035C
YLR316C,YLR316C
YBR261C,YBR261C
YPL009C,YPL009C
YDR167W,YDR167W
YGR274C,YGR274C
YML015C,YML015C
YDR145W,YDR145W
YML098W,YML098W
YPL129W,YPL129W
YCR042C,YCR042C
YPL011C,YPL011C
YMR005W,YMR005W
YBR198C,YBR198C
YGL112C,YGL112C
YMR227C,YMR227C
YML114C,YML114C
YMR236W,YMR236W
YCR060W,YCR060W
YJR046W,YJR046W
YPR048W,YPR048W
YLR354C,YLR354C
YGR046W,YGR046W
YGL232W,YGL232W
YIL129C,YIL129C
YMR028W,YMR028W
YLR154WC,YLR154W-C
YBR069C,YBR069C
YOL020W,YOL020W
YJL083W,YJL083W
YPR140W,YPR140W
YPL128C,YPL128C
YBR150C,YBR150C
YEL048C,YEL048C
YOR086C,YOR086C
YNL087W,YNL087W
YML072C,YML072C
YHR003C,YHR003C
YKL027W,YKL027W
YBR044C,YBR044C
YPL180W,YPL180W
YDR212W,YDR212W
YGR205W,YGR205W
YMR291W,YMR291W
YHR159W,YHR159W
YER071C,YER071C
YHR009C,YHR009C
YJR116W,YJR116W
YLR426W,YLR426W
YPR157W,YPR157W
YNL176C,YNL176C
YAL064CA,YAL064C-A
YML081W,YML081W
YJL052W,YJL052W
YJR009C,YJR009C
YGR192C,YGR192C
YBR223C,YBR223C
YOR337W,YOR337W
YBR083W,YBR083W
YIL039W,YIL039W
YPR080W,YPR080W
YBR118W,YBR118W
YKL081W,YKL081W
YBL088C,YBL088C
YGR099W,YGR099W
YML064C,YML064C
YLR010C,YLR010C
YNL128W,YNL128W
YJR019C,YJR019C
YNL253W,YNL253W
YKL028W,YKL028W
YKR062W,YKR062W
YDR311W,YDR311W
YPL122C,YPL122C
YDR460W,YDR460W
YPR056W,YPR056W
YDR079CA,YDR079C-A
YOR352W,YOR352W
YBR123C,YBR123C
YAL001C,YAL001C
YGR047C,YGR047C
YDR362C,YDR362C
YOR110W,YOR110W
YPL007C,YPL007C
YGR186W,YGR186W
YGR005C,YGR005C
YLR178C,YLR178C
YKL140W,YKL140W
YDR058C,YDR058C
YMR313C,YMR313C
YKR089C,YKR089C
YOR081C,YOR081C
YPL157W,YPL157W
YGR024C,YGR024C
YJR156C,YJR156C
YNL332W,YNL332W
YDL244W,YDL244W
YBR240C,YBR240C
YOL055C,YOL055C
YPL258C,YPL258C
YPR121W,YPR121W
YDL080C,YDL080C
YGR144W,YGR144W
YFL058W,YFL058W
YPL214C,YPL214C
YLR237W,YLR237W
YOR192C,YOR192C
YLR004C,YLR004C
YDR438W,YDR438W
YOR143C,YOR143C
YER063W,YER063W
YNL139C,YNL139C
YOL072W,YOL072W
YHR167W,YHR167W
YPR045C,YPR045C
YHR025W,YHR025W
YCR053W,YCR053W
YIL078W,YIL078W
YKR059W,YKR059W
YMR260C,YMR260C
YJL138C,YJL138C
YPR163C,YPR163C
YMR146C,YMR146C
YDR429C,YDR429C
YGR162W,YGR162W
YGL049C,YGL049C
YPR041W,YPR041W
YPR016C,YPR016C
YHR005CA,YHR005C-A
YDR322CA,YDR322C-A
YBR091C,YBR091C
YGR181W,YGR181W
YJL143W,YJL143W
YOR297C,YOR297C
YGR033C,YGR033C
YDL217C,YDL217C
YNR017W,YNR017W
YIL022W,YIL022W
YPL063W,YPL063W
YJL054W,YJL054W
YJR135WA,YJR135W-A
YEL020WA,YEL020W-A
YBR067C,YBR067C
YGL145W,YGL145W
YPR040W,YPR040W
YER011W,YER011W
YOR010C,YOR010C
YIL011W,YIL011W
YOR009W,YOR009W
YLR136C,YLR136C
YPR074C,YPR074C
YBR117C,YBR117C
YDR468C,YDR468C
YOL018C,YOL018C
YLR327C,YLR327C
YOR252W,YOR252W
YDL110C,YDL110C
YIL137C,YIL137C
YKL056C,YKL056C
YER007CA,YER007C-A
YJR014W,YJR014W
YMR269W,YMR269W
YOR091W,YOR091W
YDR117C,YDR117C
YLR262CA,YLR262C-A
YOR052C,YOR052C
YDR107C,YDR107C
YER113C,YER113C
YDR105C,YDR105C
YER175C,YER175C
YGR260W,YGR260W
YOR194C,YOR194C
YKL058W,YKL058W
YBL054W,YBL054W
YNL273W,YNL273W
YKR010C,YKR010C
YJL093C,YJL093C
YDR457W,YDR457W
YGR082W,YGR082W
YNL131W,YNL131W
YMR203W,YMR203W
YPR133WA,YPR133W-A
YOR045W,YOR045W
YNL070W,YNL070W
YNL121C,YNL121C
YHR117W,YHR117W
YOL006C,YOL006C
YNL088W,YNL088W
YLR234W,YLR234W
YJR066W,YJR066W
YKL203C,YKL203C
YBR162C,YBR162C
YGR221C,YGR221C
YGL179C,YGL179C
YLR183C,YLR183C
YNL300W,YNL300W
YGL096W,YGL096W
YER049W,YER049W
YGR096W,YGR096W
YAL016W,YAL016W
YDR050C,YDR050C
YJL164C,YJL164C
YPL203W,YPL203W
YKL166C,YKL166C
YNL079C,YNL079C
YIL138C,YIL138C
YGL186C,YGL186C
YLL028W,YLL028W
YGR138C,YGR138C
YPR156C,YPR156C
YOR273C,YOR273C
YKL174C,YKL174C
YMR156C,YMR156C
YBR126C,YBR126C
YDR074W,YDR074W
YMR261C,YMR261C
YOL102C,YOL102C
YHR099W,YHR099W
YPL176C,YPL176C
YOR256C,YOR256C
YNL299W,YNL299W
YMR233W,YMR233W
YJL129C,YJL129C
YKR050W,YKR050W
YJL087C,YJL087C
YDR120C,YDR120C
YOL093W,YOL093W
YOL124C,YOL124C
YNR046W,YNR046W
YML005W,YML005W
YOL125W,YOL125W
YKR056W,YKR056W
YDL112W,YDL112W
YPL030W,YPL030W
YHR070W,YHR070W
YBR061C,YBR061C
YMR259C,YMR259C
YDL201W,YDL201W
YDR165W,YDR165W
YML014W,YML014W
YDR007W,YDR007W
YER090W,YER090W
YKL211C,YKL211C
YDR354W,YDR354W
YGL026C,YGL026C
YDR353W,YDR353W
YHR106W,YHR106W
YDR407C,YDR407C
YMR218C,YMR218C
YBR254C,YBR254C
YDR246W,YDR246W
YDR472W,YDR472W
YOR115C,YOR115C
YGR166W,YGR166W
YDR108W,YDR108W
YLR043C,YLR043C
YGR209C,YGR209C
YCR083W,YCR083W
YKR079C,YKR079C
YML028W,YML028W
YDR453C,YDR453C
YBR265W,YBR265W
YER093C,YER093C
YDL015C,YDL015C
YBR058CA,YBR058C-A
YML100W,YML100W
YDL060W,YDL060W
YLR435W,YLR435W
YOR006C,YOR006C
YOL022C,YOL022C
YKL033W,YKL033W
YJR136C,YJR136C
YML085C,YML085C
YFL037W,YFL037W
YML124C,YML124C
YLR212C,YLR212C
YOR187W,YOR187W
YKL034W,YKL034W
YOR251C,YOR251C
YCR084C,YCR084C
YLR425W,YLR425W
YDR100W,YDR100W
YMR071C,YMR071C
YDR084C,YDR084C
YKR088C,YKR088C
YGR080W,YGR080W
YOR344C,YOR344C
YBR166C,YBR166C
YGR185C,YGR185C
YPL207W,YPL207W
YGL050W,YGL050W
YOR295W,YOR295W
YKL210W,YKL210W
YDR390C,YDR390C
YPR066W,YPR066W
YHR111W,YHR111W
YDR177W,YDR177W
YOR339C,YOR339C
YLR306W,YLR306W
YDR092W,YDR092W
YBR082C,YBR082C
YDR059C,YDR059C
YER100W,YER100W
YMR022W,YMR022W
YEL012W,YEL012W
YDL064W,YDL064W
YLL039C,YLL039C
YDL122W,YDL122W
YNL186W,YNL186W
YKR098C,YKR098C
YJL197W,YJL197W
YBL067C,YBL067C
YBR058C,YBR058C
YMR304W,YMR304W
YPL072W,YPL072W
YOR124C,YOR124C
YER151C,YER151C
YER144C,YER144C
YFR010W,YFR010W
YIL156W,YIL156W
YMR223W,YMR223W
YER098W,YER098W
YGR184C,YGR184C
YLR024C,YLR024C
YBR165W,YBR165W
YML013W,YML013W
YDL091C,YDL091C
YMR067C,YMR067C
YDR330W,YDR330W
YJL048C,YJL048C
YBR273C,YBR273C
YGR048W,YGR048W
YDL190C,YDL190C
YKL010C,YKL010C
YOR075W,YOR075W
YML088W,YML088W
YGR019W,YGR019W
YBR006W,YBR006W
YDL170W,YDL170W
YDL210W,YDL210W
YDR470C,YDR470C
YKL035W,YKL035W
YDL169C,YDL169C
