Protein1,Protein2,Interaction,Directed
YDR224C,YGL066W,deubiquitination:Reversed,1
YKR094C,YJR099W,deubiquitination:Reversed,1
YLR167W,YJR099W,deubiquitination:Reversed,1
YBL002W,YMR223W,deubiquitination:Reversed,1
YDR224C,YMR223W,deubiquitination:Reversed,1
YDR477W,YMR223W,deubiquitination:Reversed,1
YDR244W,YMR304W,deubiquitination:Reversed,1
YOR341W,YNL186W,deubiquitination:Reversed,1
YBL101C,YOR124C,deubiquitination:Reversed,1
YDL140C,YOR124C,deubiquitination:Reversed,1
YKL020C,YOR124C,deubiquitination:Reversed,1
YKR094C,YOR124C,deubiquitination:Reversed,1
YLR167W,YOR124C,deubiquitination:Reversed,1
YPR030W,YOR124C,deubiquitination:Reversed,1
YBL002W,YPL047W,deubiquitination:Reversed,1
YDR224C,YPL047W,deubiquitination:Reversed,1
YIL033C,YJL141C,given_gaschphos:Reversed,1
YHR205W,YJR066W,given_gaschphos:Reversed,1
YJL141C,YKL166C,given_gaschphos:Reversed,1
YMR037C,YAL040C,given_gasch:Reversed,1
YHR005C,YAL056W,given_gasch:Reversed,1
YNL098C,YBR140C,given_gasch:Reversed,1
YJL128C,YCL032W,given_gasch:Reversed,1
YLR006C,YCL032W,given_gasch:Reversed,1
YNR031C,YCL032W,given_gasch:Reversed,1
YKL062W,YDR099W,given_gasch:Reversed,1
YMR037C,YDR099W,given_gasch:Reversed,1
YJR066W,YEL062W,given_gasch:Reversed,1
YKL062W,YER177W,given_gasch:Reversed,1
YMR037C,YER177W,given_gasch:Reversed,1
YJR066W,YHL023C,given_gasch:Reversed,1
YLR113W,YJL128C,given_gasch:Reversed,1
YMR037C,YJL164C,given_gasch:Reversed,1
YJL128C,YLR362W,given_gasch:Reversed,1
YJL128C,YNR031C,given_gasch:Reversed,1
YJL164C,YOR360C,given_gasch:Reversed,1
YKL166C,YOR360C,given_gasch:Reversed,1
YPL203W,YOR360C,given_gasch:Reversed,1
YBL075C,Q0160,kinase_substrate:Reversed,1
YAR019C,YAL017W,kinase_substrate:Reversed,1
YCL043C,YAL017W,kinase_substrate:Reversed,1
YDL153C,YAL017W,kinase_substrate:Reversed,1
YDR134C,YAL017W,kinase_substrate:Reversed,1
YDR259C,YAL017W,kinase_substrate:Reversed,1
YDR293C,YAL017W,kinase_substrate:Reversed,1
YDR454C,YAL017W,kinase_substrate:Reversed,1
YGL245W,YAL017W,kinase_substrate:Reversed,1
YHL024W,YAL017W,kinase_substrate:Reversed,1
YJL110C,YAL017W,kinase_substrate:Reversed,1
YKL168C,YAL017W,kinase_substrate:Reversed,1
YLR257W,YAL017W,kinase_substrate:Reversed,1
YML037C,YAL017W,kinase_substrate:Reversed,1
YML073C,YAL017W,kinase_substrate:Reversed,1
YMR184W,YAL017W,kinase_substrate:Reversed,1
YNR047W,YAL017W,kinase_substrate:Reversed,1
YOL125W,YAL017W,kinase_substrate:Reversed,1
YPR160W,YAL017W,kinase_substrate:Reversed,1
YBR151W,YAR019C,kinase_substrate:Reversed,1
YBR162C,YAR019C,kinase_substrate:Reversed,1
YGL245W,YAR019C,kinase_substrate:Reversed,1
YGR092W,YAR019C,kinase_substrate:Reversed,1
YIL106W,YAR019C,kinase_substrate:Reversed,1
YML037C,YAR019C,kinase_substrate:Reversed,1
YOR018W,YAR019C,kinase_substrate:Reversed,1
YAL034C,YBL016W,kinase_substrate:Reversed,1
YBL011W,YBL016W,kinase_substrate:Reversed,1
YBL023C,YBL016W,kinase_substrate:Reversed,1
YBL055C,YBL016W,kinase_substrate:Reversed,1
YBL057C,YBL016W,kinase_substrate:Reversed,1
YBR055C,YBL016W,kinase_substrate:Reversed,1
YBR083W,YBL016W,kinase_substrate:Reversed,1
YBR259W,YBL016W,kinase_substrate:Reversed,1
YDL070W,YBL016W,kinase_substrate:Reversed,1
YDL153C,YBL016W,kinase_substrate:Reversed,1
YDL173W,YBL016W,kinase_substrate:Reversed,1
YDR034CC,YBL016W,kinase_substrate:Reversed,1
YDR103W,YBL016W,kinase_substrate:Reversed,1
YDR120C,YBL016W,kinase_substrate:Reversed,1
YDR152W,YBL016W,kinase_substrate:Reversed,1
YDR153C,YBL016W,kinase_substrate:Reversed,1
YDR225W,YBL016W,kinase_substrate:Reversed,1
YDR266C,YBL016W,kinase_substrate:Reversed,1
YDR388W,YBL016W,kinase_substrate:Reversed,1
YDR439W,YBL016W,kinase_substrate:Reversed,1
YDR440W,YBL016W,kinase_substrate:Reversed,1
YDR480W,YBL016W,kinase_substrate:Reversed,1
YEL032W,YBL016W,kinase_substrate:Reversed,1
YEL050C,YBL016W,kinase_substrate:Reversed,1
YEL053C,YBL016W,kinase_substrate:Reversed,1
YER082C,YBL016W,kinase_substrate:Reversed,1
YER098W,YBL016W,kinase_substrate:Reversed,1
YER122C,YBL016W,kinase_substrate:Reversed,1
YER151C,YBL016W,kinase_substrate:Reversed,1
YFL023W,YBL016W,kinase_substrate:Reversed,1
YFR039C,YBL016W,kinase_substrate:Reversed,1
YGL055W,YBL016W,kinase_substrate:Reversed,1
YGL082W,YBL016W,kinase_substrate:Reversed,1
YGL099W,YBL016W,kinase_substrate:Reversed,1
YGR027WA,YBL016W,kinase_substrate:Reversed,1
YGR237C,YBL016W,kinase_substrate:Reversed,1
YHL019C,YBL016W,kinase_substrate:Reversed,1
YHR084W,YBL016W,kinase_substrate:Reversed,1
YHR117W,YBL016W,kinase_substrate:Reversed,1
YHR131C,YBL016W,kinase_substrate:Reversed,1
YHR214CC,YBL016W,kinase_substrate:Reversed,1
YJL117W,YBL016W,kinase_substrate:Reversed,1
YJL157C,YBL016W,kinase_substrate:Reversed,1
YJR014W,YBL016W,kinase_substrate:Reversed,1
YKL064W,YBL016W,kinase_substrate:Reversed,1
YKL081W,YBL016W,kinase_substrate:Reversed,1
YLR003C,YBL016W,kinase_substrate:Reversed,1
YLR192C,YBL016W,kinase_substrate:Reversed,1
YLR310C,YBL016W,kinase_substrate:Reversed,1
YLR394W,YBL016W,kinase_substrate:Reversed,1
YLR451W,YBL016W,kinase_substrate:Reversed,1
YML045WA,YBL016W,kinase_substrate:Reversed,1
YMR153W,YBL016W,kinase_substrate:Reversed,1
YMR186W,YBL016W,kinase_substrate:Reversed,1
YMR235C,YBL016W,kinase_substrate:Reversed,1
YMR262W,YBL016W,kinase_substrate:Reversed,1
YNL054WA,YBL016W,kinase_substrate:Reversed,1
YNL135C,YBL016W,kinase_substrate:Reversed,1
YNL136W,YBL016W,kinase_substrate:Reversed,1
YNL186W,YBL016W,kinase_substrate:Reversed,1
YNL227C,YBL016W,kinase_substrate:Reversed,1
YNL271C,YBL016W,kinase_substrate:Reversed,1
YNL284CA,YBL016W,kinase_substrate:Reversed,1
YNL293W,YBL016W,kinase_substrate:Reversed,1
YNR019W,YBL016W,kinase_substrate:Reversed,1
YNR050C,YBL016W,kinase_substrate:Reversed,1
YOL016C,YBL016W,kinase_substrate:Reversed,1
YOL023W,YBL016W,kinase_substrate:Reversed,1
YOL103WA,YBL016W,kinase_substrate:Reversed,1
YOL127W,YBL016W,kinase_substrate:Reversed,1
YOL130W,YBL016W,kinase_substrate:Reversed,1
YOR141C,YBL016W,kinase_substrate:Reversed,1
YOR151C,YBL016W,kinase_substrate:Reversed,1
YOR276W,YBL016W,kinase_substrate:Reversed,1
YPL049C,YBL016W,kinase_substrate:Reversed,1
YPL133C,YBL016W,kinase_substrate:Reversed,1
YPL146C,YBL016W,kinase_substrate:Reversed,1
YPL257WA,YBL016W,kinase_substrate:Reversed,1
YPR086W,YBL016W,kinase_substrate:Reversed,1
YPR115W,YBL016W,kinase_substrate:Reversed,1
YPR137CA,YBL016W,kinase_substrate:Reversed,1
YPR139C,YBL016W,kinase_substrate:Reversed,1
YPR158CC,YBL016W,kinase_substrate:Reversed,1
YPR158WA,YBL016W,kinase_substrate:Reversed,1
YOR094W,YBL060W,kinase_substrate:Reversed,1
YAR007C,YBL088C,kinase_substrate:Reversed,1
YDL101C,YBL088C,kinase_substrate:Reversed,1
YDL220C,YBL088C,kinase_substrate:Reversed,1
YDR369C,YBL088C,kinase_substrate:Reversed,1
YNL312W,YBL088C,kinase_substrate:Reversed,1
YOR189W,YBL088C,kinase_substrate:Reversed,1
YBL039C,YBL105C,kinase_substrate:Reversed,1
YHL020C,YBL105C,kinase_substrate:Reversed,1
YJL095W,YBL105C,kinase_substrate:Reversed,1
YLR133W,YBL105C,kinase_substrate:Reversed,1
YNL068C,YBL105C,kinase_substrate:Reversed,1
YOR372C,YBL105C,kinase_substrate:Reversed,1
YBL047C,YBR059C,kinase_substrate:Reversed,1
YCR027C,YBR059C,kinase_substrate:Reversed,1
YDR229W,YBR059C,kinase_substrate:Reversed,1
YDR239C,YBR059C,kinase_substrate:Reversed,1
YDR312W,YBR059C,kinase_substrate:Reversed,1
YDR354W,YBR059C,kinase_substrate:Reversed,1
YER131W,YBR059C,kinase_substrate:Reversed,1
YFR021W,YBR059C,kinase_substrate:Reversed,1
YFR024CA,YBR059C,kinase_substrate:Reversed,1
YGL105W,YBR059C,kinase_substrate:Reversed,1
YGL153W,YBR059C,kinase_substrate:Reversed,1
YGL172W,YBR059C,kinase_substrate:Reversed,1
YGL207W,YBR059C,kinase_substrate:Reversed,1
YGL234W,YBR059C,kinase_substrate:Reversed,1
YGR021W,YBR059C,kinase_substrate:Reversed,1
YGR135W,YBR059C,kinase_substrate:Reversed,1
YGR159C,YBR059C,kinase_substrate:Reversed,1
YGR240C,YBR059C,kinase_substrate:Reversed,1
YHR015W,YBR059C,kinase_substrate:Reversed,1
YHR161C,YBR059C,kinase_substrate:Reversed,1
YIL091C,YBR059C,kinase_substrate:Reversed,1
YJL084C,YBR059C,kinase_substrate:Reversed,1
YKR006C,YBR059C,kinase_substrate:Reversed,1
YKR009C,YBR059C,kinase_substrate:Reversed,1
YKR092C,YBR059C,kinase_substrate:Reversed,1
YKR094C,YBR059C,kinase_substrate:Reversed,1
YLL018C,YBR059C,kinase_substrate:Reversed,1
YLR206W,YBR059C,kinase_substrate:Reversed,1
YLR276C,YBR059C,kinase_substrate:Reversed,1
YMR222C,YBR059C,kinase_substrate:Reversed,1
YMR250W,YBR059C,kinase_substrate:Reversed,1
YMR297W,YBR059C,kinase_substrate:Reversed,1
YMR304W,YBR059C,kinase_substrate:Reversed,1
YNL027W,YBR059C,kinase_substrate:Reversed,1
YNL227C,YBR059C,kinase_substrate:Reversed,1
YNL272C,YBR059C,kinase_substrate:Reversed,1
YNL277W,YBR059C,kinase_substrate:Reversed,1
YOR054C,YBR059C,kinase_substrate:Reversed,1
YOR239W,YBR059C,kinase_substrate:Reversed,1
YOR257W,YBR059C,kinase_substrate:Reversed,1
YOR329C,YBR059C,kinase_substrate:Reversed,1
YPL106C,YBR059C,kinase_substrate:Reversed,1
YPL223C,YBR059C,kinase_substrate:Reversed,1
YLR079W,YBR135W,kinase_substrate:Reversed,1
YAR007C,YBR136W,kinase_substrate:Reversed,1
YCL061C,YBR136W,kinase_substrate:Reversed,1
YDL101C,YBR136W,kinase_substrate:Reversed,1
YDL220C,YBR136W,kinase_substrate:Reversed,1
YDR076W,YBR136W,kinase_substrate:Reversed,1
YDR217C,YBR136W,kinase_substrate:Reversed,1
YDR225W,YBR136W,kinase_substrate:Reversed,1
YDR499W,YBR136W,kinase_substrate:Reversed,1
YHR154W,YBR136W,kinase_substrate:Reversed,1
YIL072W,YBR136W,kinase_substrate:Reversed,1
YJR035W,YBR136W,kinase_substrate:Reversed,1
YLR437C,YBR136W,kinase_substrate:Reversed,1
YMR190C,YBR136W,kinase_substrate:Reversed,1
YNL312W,YBR136W,kinase_substrate:Reversed,1
YOR189W,YBR136W,kinase_substrate:Reversed,1
YPL153C,YBR136W,kinase_substrate:Reversed,1
YPR010C,YBR136W,kinase_substrate:Reversed,1
YAL019W,YBR160W,kinase_substrate:Reversed,1
YAL020C,YBR160W,kinase_substrate:Reversed,1
YAL024C,YBR160W,kinase_substrate:Reversed,1
YAL028W,YBR160W,kinase_substrate:Reversed,1
YAL031C,YBR160W,kinase_substrate:Reversed,1
YAL040C,YBR160W,kinase_substrate:Reversed,1
YAR002W,YBR160W,kinase_substrate:Reversed,1
YAR003W,YBR160W,kinase_substrate:Reversed,1
YBL007C,YBR160W,kinase_substrate:Reversed,1
YBL013W,YBR160W,kinase_substrate:Reversed,1
YBL014C,YBR160W,kinase_substrate:Reversed,1
YBL024W,YBR160W,kinase_substrate:Reversed,1
YBL063W,YBR160W,kinase_substrate:Reversed,1
YBL084C,YBR160W,kinase_substrate:Reversed,1
YBL105C,YBR160W,kinase_substrate:Reversed,1
YBR038W,YBR160W,kinase_substrate:Reversed,1
YBR060C,YBR160W,kinase_substrate:Reversed,1
YBR098W,YBR160W,kinase_substrate:Reversed,1
YBR102C,YBR160W,kinase_substrate:Reversed,1
YBR135W,YBR160W,kinase_substrate:Reversed,1
YBR138C,YBR160W,kinase_substrate:Reversed,1
YBR156C,YBR160W,kinase_substrate:Reversed,1
YBR200W,YBR160W,kinase_substrate:Reversed,1
YCL014W,YBR160W,kinase_substrate:Reversed,1
YCL027W,YBR160W,kinase_substrate:Reversed,1
YCL051W,YBR160W,kinase_substrate:Reversed,1
YCL063W,YBR160W,kinase_substrate:Reversed,1
YCR065W,YBR160W,kinase_substrate:Reversed,1
YDL017W,YBR160W,kinase_substrate:Reversed,1
YDL025C,YBR160W,kinase_substrate:Reversed,1
YDL028C,YBR160W,kinase_substrate:Reversed,1
YDL070W,YBR160W,kinase_substrate:Reversed,1
YDL089W,YBR160W,kinase_substrate:Reversed,1
YDL106C,YBR160W,kinase_substrate:Reversed,1
YDL113C,YBR160W,kinase_substrate:Reversed,1
YDL140C,YBR160W,kinase_substrate:Reversed,1
YDL153C,YBR160W,kinase_substrate:Reversed,1
YDL174C,YBR160W,kinase_substrate:Reversed,1
YDL189W,YBR160W,kinase_substrate:Reversed,1
YDL220C,YBR160W,kinase_substrate:Reversed,1
YDL225W,YBR160W,kinase_substrate:Reversed,1
YDL239C,YBR160W,kinase_substrate:Reversed,1
YDR001C,YBR160W,kinase_substrate:Reversed,1
YDR027C,YBR160W,kinase_substrate:Reversed,1
YDR034CC,YBR160W,kinase_substrate:Reversed,1
YDR042C,YBR160W,kinase_substrate:Reversed,1
YDR052C,YBR160W,kinase_substrate:Reversed,1
YDR093W,YBR160W,kinase_substrate:Reversed,1
YDR097C,YBR160W,kinase_substrate:Reversed,1
YDR113C,YBR160W,kinase_substrate:Reversed,1
YDR123C,YBR160W,kinase_substrate:Reversed,1
YDR130C,YBR160W,kinase_substrate:Reversed,1
YDR134C,YBR160W,kinase_substrate:Reversed,1
YDR146C,YBR160W,kinase_substrate:Reversed,1
YDR217C,YBR160W,kinase_substrate:Reversed,1
YDR223W,YBR160W,kinase_substrate:Reversed,1
YDR227W,YBR160W,kinase_substrate:Reversed,1
YDR239C,YBR160W,kinase_substrate:Reversed,1
YDR285W,YBR160W,kinase_substrate:Reversed,1
YDR293C,YBR160W,kinase_substrate:Reversed,1
YDR309C,YBR160W,kinase_substrate:Reversed,1
YDR330W,YBR160W,kinase_substrate:Reversed,1
YDR348C,YBR160W,kinase_substrate:Reversed,1
YDR356W,YBR160W,kinase_substrate:Reversed,1
YDR379W,YBR160W,kinase_substrate:Reversed,1
YDR389W,YBR160W,kinase_substrate:Reversed,1
YDR439W,YBR160W,kinase_substrate:Reversed,1
YDR451C,YBR160W,kinase_substrate:Reversed,1
YDR501W,YBR160W,kinase_substrate:Reversed,1
YDR507C,YBR160W,kinase_substrate:Reversed,1
YEL032W,YBR160W,kinase_substrate:Reversed,1
YEL061C,YBR160W,kinase_substrate:Reversed,1
YEL065W,YBR160W,kinase_substrate:Reversed,1
YER008C,YBR160W,kinase_substrate:Reversed,1
YER032W,YBR160W,kinase_substrate:Reversed,1
YER041W,YBR160W,kinase_substrate:Reversed,1
YER098W,YBR160W,kinase_substrate:Reversed,1
YER111C,YBR160W,kinase_substrate:Reversed,1
YER129W,YBR160W,kinase_substrate:Reversed,1
YER158C,YBR160W,kinase_substrate:Reversed,1
YER167W,YBR160W,kinase_substrate:Reversed,1
YFL029C,YBR160W,kinase_substrate:Reversed,1
YFR027W,YBR160W,kinase_substrate:Reversed,1
YFR046C,YBR160W,kinase_substrate:Reversed,1
YGL003C,YBR160W,kinase_substrate:Reversed,1
YGL075C,YBR160W,kinase_substrate:Reversed,1
YGL090W,YBR160W,kinase_substrate:Reversed,1
YGL096W,YBR160W,kinase_substrate:Reversed,1
YGL097W,YBR160W,kinase_substrate:Reversed,1
YGL113W,YBR160W,kinase_substrate:Reversed,1
YGL116W,YBR160W,kinase_substrate:Reversed,1
YGL124C,YBR160W,kinase_substrate:Reversed,1
YGL175C,YBR160W,kinase_substrate:Reversed,1
YGL216W,YBR160W,kinase_substrate:Reversed,1
YGL235W,YBR160W,kinase_substrate:Reversed,1
YGR014W,YBR160W,kinase_substrate:Reversed,1
YGR035C,YBR160W,kinase_substrate:Reversed,1
YGR092W,YBR160W,kinase_substrate:Reversed,1
YGR186W,YBR160W,kinase_substrate:Reversed,1
YGR188C,YBR160W,kinase_substrate:Reversed,1
YGR221C,YBR160W,kinase_substrate:Reversed,1
YGR238C,YBR160W,kinase_substrate:Reversed,1
YGR270W,YBR160W,kinase_substrate:Reversed,1
YGR276C,YBR160W,kinase_substrate:Reversed,1
YGR296W,YBR160W,kinase_substrate:Reversed,1
YHL007C,YBR160W,kinase_substrate:Reversed,1
YHL022C,YBR160W,kinase_substrate:Reversed,1
YHL035C,YBR160W,kinase_substrate:Reversed,1
YHL050C,YBR160W,kinase_substrate:Reversed,1
YHR098C,YBR160W,kinase_substrate:Reversed,1
YHR118C,YBR160W,kinase_substrate:Reversed,1
YHR149C,YBR160W,kinase_substrate:Reversed,1
YHR158C,YBR160W,kinase_substrate:Reversed,1
YHR159W,YBR160W,kinase_substrate:Reversed,1
YHR164C,YBR160W,kinase_substrate:Reversed,1
YHR166C,YBR160W,kinase_substrate:Reversed,1
YHR200W,YBR160W,kinase_substrate:Reversed,1
YHR216W,YBR160W,kinase_substrate:Reversed,1
YIL031W,YBR160W,kinase_substrate:Reversed,1
YIL050W,YBR160W,kinase_substrate:Reversed,1
YIL101C,YBR160W,kinase_substrate:Reversed,1
YIL106W,YBR160W,kinase_substrate:Reversed,1
YIL112W,YBR160W,kinase_substrate:Reversed,1
YIL122W,YBR160W,kinase_substrate:Reversed,1
YIL135C,YBR160W,kinase_substrate:Reversed,1
YIL140W,YBR160W,kinase_substrate:Reversed,1
YIL149C,YBR160W,kinase_substrate:Reversed,1
YIR023W,YBR160W,kinase_substrate:Reversed,1
YJL051W,YBR160W,kinase_substrate:Reversed,1
YJL060W,YBR160W,kinase_substrate:Reversed,1
YJL076W,YBR160W,kinase_substrate:Reversed,1
YJL084C,YBR160W,kinase_substrate:Reversed,1
YJL092W,YBR160W,kinase_substrate:Reversed,1
YJL111W,YBR160W,kinase_substrate:Reversed,1
YJL115W,YBR160W,kinase_substrate:Reversed,1
YJL157C,YBR160W,kinase_substrate:Reversed,1
YJL194W,YBR160W,kinase_substrate:Reversed,1
YJR021C,YBR160W,kinase_substrate:Reversed,1
YJR033C,YBR160W,kinase_substrate:Reversed,1
YJR054W,YBR160W,kinase_substrate:Reversed,1
YJR059W,YBR160W,kinase_substrate:Reversed,1
YJR083C,YBR160W,kinase_substrate:Reversed,1
YJR091C,YBR160W,kinase_substrate:Reversed,1
YJR092W,YBR160W,kinase_substrate:Reversed,1
YJR141W,YBR160W,kinase_substrate:Reversed,1
YKL022C,YBR160W,kinase_substrate:Reversed,1
YKL042W,YBR160W,kinase_substrate:Reversed,1
YKL043W,YBR160W,kinase_substrate:Reversed,1
YKL048C,YBR160W,kinase_substrate:Reversed,1
YKL052C,YBR160W,kinase_substrate:Reversed,1
YKL108W,YBR160W,kinase_substrate:Reversed,1
YKL116C,YBR160W,kinase_substrate:Reversed,1
YKL129C,YBR160W,kinase_substrate:Reversed,1
YKL168C,YBR160W,kinase_substrate:Reversed,1
YKL185W,YBR160W,kinase_substrate:Reversed,1
YKR078W,YBR160W,kinase_substrate:Reversed,1
YKR089C,YBR160W,kinase_substrate:Reversed,1
YKR090W,YBR160W,kinase_substrate:Reversed,1
YKR091W,YBR160W,kinase_substrate:Reversed,1
YKR095W,YBR160W,kinase_substrate:Reversed,1
YKR097W,YBR160W,kinase_substrate:Reversed,1
YLL002W,YBR160W,kinase_substrate:Reversed,1
YLL003W,YBR160W,kinase_substrate:Reversed,1
YLL008W,YBR160W,kinase_substrate:Reversed,1
YLL021W,YBR160W,kinase_substrate:Reversed,1
YLR006C,YBR160W,kinase_substrate:Reversed,1
YLR009W,YBR160W,kinase_substrate:Reversed,1
YLR035CA,YBR160W,kinase_substrate:Reversed,1
YLR045C,YBR160W,kinase_substrate:Reversed,1
YLR079W,YBR160W,kinase_substrate:Reversed,1
YLR086W,YBR160W,kinase_substrate:Reversed,1
YLR096W,YBR160W,kinase_substrate:Reversed,1
YLR102C,YBR160W,kinase_substrate:Reversed,1
YLR131C,YBR160W,kinase_substrate:Reversed,1
YLR182W,YBR160W,kinase_substrate:Reversed,1
YLR183C,YBR160W,kinase_substrate:Reversed,1
YLR187W,YBR160W,kinase_substrate:Reversed,1
YLR190W,YBR160W,kinase_substrate:Reversed,1
YLR219W,YBR160W,kinase_substrate:Reversed,1
YLR223C,YBR160W,kinase_substrate:Reversed,1
YLR238W,YBR160W,kinase_substrate:Reversed,1
YLR278C,YBR160W,kinase_substrate:Reversed,1
YLR303W,YBR160W,kinase_substrate:Reversed,1
YLR307W,YBR160W,kinase_substrate:Reversed,1
YLR314C,YBR160W,kinase_substrate:Reversed,1
YLR319C,YBR160W,kinase_substrate:Reversed,1
YLR394W,YBR160W,kinase_substrate:Reversed,1
YLR401C,YBR160W,kinase_substrate:Reversed,1
YLR425W,YBR160W,kinase_substrate:Reversed,1
YLR430W,YBR160W,kinase_substrate:Reversed,1
YLR455W,YBR160W,kinase_substrate:Reversed,1
YLR457C,YBR160W,kinase_substrate:Reversed,1
YML027W,YBR160W,kinase_substrate:Reversed,1
YML034W,YBR160W,kinase_substrate:Reversed,1
YML065W,YBR160W,kinase_substrate:Reversed,1
YML083C,YBR160W,kinase_substrate:Reversed,1
YML091C,YBR160W,kinase_substrate:Reversed,1
YML119W,YBR160W,kinase_substrate:Reversed,1
YMR001C,YBR160W,kinase_substrate:Reversed,1
YMR005W,YBR160W,kinase_substrate:Reversed,1
YMR032W,YBR160W,kinase_substrate:Reversed,1
YMR036C,YBR160W,kinase_substrate:Reversed,1
YMR129W,YBR160W,kinase_substrate:Reversed,1
YMR155W,YBR160W,kinase_substrate:Reversed,1
YMR165C,YBR160W,kinase_substrate:Reversed,1
YMR190C,YBR160W,kinase_substrate:Reversed,1
YMR241W,YBR160W,kinase_substrate:Reversed,1
YMR273C,YBR160W,kinase_substrate:Reversed,1
YMR291W,YBR160W,kinase_substrate:Reversed,1
YNL042W,YBR160W,kinase_substrate:Reversed,1
YNL058C,YBR160W,kinase_substrate:Reversed,1
YNL068C,YBR160W,kinase_substrate:Reversed,1
YNL102W,YBR160W,kinase_substrate:Reversed,1
YNL152W,YBR160W,kinase_substrate:Reversed,1
YNL186W,YBR160W,kinase_substrate:Reversed,1
YNL233W,YBR160W,kinase_substrate:Reversed,1
YNL257C,YBR160W,kinase_substrate:Reversed,1
YNL271C,YBR160W,kinase_substrate:Reversed,1
YNL272C,YBR160W,kinase_substrate:Reversed,1
YNL278W,YBR160W,kinase_substrate:Reversed,1
YNL284CA,YBR160W,kinase_substrate:Reversed,1
YNL309W,YBR160W,kinase_substrate:Reversed,1
YNL321W,YBR160W,kinase_substrate:Reversed,1
YNL339C,YBR160W,kinase_substrate:Reversed,1
YNR047W,YBR160W,kinase_substrate:Reversed,1
YOL036W,YBR160W,kinase_substrate:Reversed,1
YOL058W,YBR160W,kinase_substrate:Reversed,1
YOL070C,YBR160W,kinase_substrate:Reversed,1
YOL092W,YBR160W,kinase_substrate:Reversed,1
YOL100W,YBR160W,kinase_substrate:Reversed,1
YOL125W,YBR160W,kinase_substrate:Reversed,1
YOR001W,YBR160W,kinase_substrate:Reversed,1
YOR014W,YBR160W,kinase_substrate:Reversed,1
YOR037W,YBR160W,kinase_substrate:Reversed,1
YOR045W,YBR160W,kinase_substrate:Reversed,1
YOR058C,YBR160W,kinase_substrate:Reversed,1
YOR066W,YBR160W,kinase_substrate:Reversed,1
YOR075W,YBR160W,kinase_substrate:Reversed,1
YOR081C,YBR160W,kinase_substrate:Reversed,1
YOR083W,YBR160W,kinase_substrate:Reversed,1
YOR104W,YBR160W,kinase_substrate:Reversed,1
YOR127W,YBR160W,kinase_substrate:Reversed,1
YOR177C,YBR160W,kinase_substrate:Reversed,1
YOR178C,YBR160W,kinase_substrate:Reversed,1
YOR188W,YBR160W,kinase_substrate:Reversed,1
YOR195W,YBR160W,kinase_substrate:Reversed,1
YOR249C,YBR160W,kinase_substrate:Reversed,1
YOR315W,YBR160W,kinase_substrate:Reversed,1
YOR372C,YBR160W,kinase_substrate:Reversed,1
YOR373W,YBR160W,kinase_substrate:Reversed,1
YPL115C,YBR160W,kinase_substrate:Reversed,1
YPL124W,YBR160W,kinase_substrate:Reversed,1
YPL127C,YBR160W,kinase_substrate:Reversed,1
YPL150W,YBR160W,kinase_substrate:Reversed,1
YPL153C,YBR160W,kinase_substrate:Reversed,1
YPL155C,YBR160W,kinase_substrate:Reversed,1
YPL194W,YBR160W,kinase_substrate:Reversed,1
YPL209C,YBR160W,kinase_substrate:Reversed,1
YPL250C,YBR160W,kinase_substrate:Reversed,1
YPL255W,YBR160W,kinase_substrate:Reversed,1
YPL256C,YBR160W,kinase_substrate:Reversed,1
YPL267W,YBR160W,kinase_substrate:Reversed,1
YPL269W,YBR160W,kinase_substrate:Reversed,1
YPR018W,YBR160W,kinase_substrate:Reversed,1
YPR030W,YBR160W,kinase_substrate:Reversed,1
YPR111W,YBR160W,kinase_substrate:Reversed,1
YPR141C,YBR160W,kinase_substrate:Reversed,1
YPR160W,YBR160W,kinase_substrate:Reversed,1
YPR171W,YBR160W,kinase_substrate:Reversed,1
YPR174C,YBR160W,kinase_substrate:Reversed,1
YPR175W,YBR160W,kinase_substrate:Reversed,1
YDR113C,YBR274W,kinase_substrate:Reversed,1
YAL034WA,YCL024W,kinase_substrate:Reversed,1
YDR023W,YCL024W,kinase_substrate:Reversed,1
YER064C,YCL024W,kinase_substrate:Reversed,1
YGL245W,YCL024W,kinase_substrate:Reversed,1
YGR231C,YCL024W,kinase_substrate:Reversed,1
YML096W,YCL024W,kinase_substrate:Reversed,1
YPR013C,YCL024W,kinase_substrate:Reversed,1
YAL034WA,YCR008W,kinase_substrate:Reversed,1
YAR019C,YCR008W,kinase_substrate:Reversed,1
YBR107C,YCR008W,kinase_substrate:Reversed,1
YBR285W,YCR008W,kinase_substrate:Reversed,1
YDR044W,YCR008W,kinase_substrate:Reversed,1
YDR404C,YCR008W,kinase_substrate:Reversed,1
YFL023W,YCR008W,kinase_substrate:Reversed,1
YGL084C,YCR008W,kinase_substrate:Reversed,1
YGL134W,YCR008W,kinase_substrate:Reversed,1
YHR056C,YCR008W,kinase_substrate:Reversed,1
YJL051W,YCR008W,kinase_substrate:Reversed,1
YJL164C,YCR008W,kinase_substrate:Reversed,1
YKL073W,YCR008W,kinase_substrate:Reversed,1
YLL011W,YCR008W,kinase_substrate:Reversed,1
YMR165C,YCR008W,kinase_substrate:Reversed,1
YNL253W,YCR008W,kinase_substrate:Reversed,1
YOR018W,YCR008W,kinase_substrate:Reversed,1
YOR224C,YCR008W,kinase_substrate:Reversed,1
YPL257WA,YCR008W,kinase_substrate:Reversed,1
