Protein1,Protein2,Interaction,Directed
YPL153C,YBR010W,kinase_substrate,1
YPL153C,YBR108W,kinase_substrate,1
YPL153C,YBR130C,kinase_substrate,1
YPL153C,YDL019C,kinase_substrate,1
YPL153C,YDL153C,kinase_substrate,1
YPL153C,YDL225W,kinase_substrate,1
YPL153C,YDR023W,kinase_substrate,1
YPL153C,YDR034CC,kinase_substrate,1
YPL153C,YDR052C,kinase_substrate,1
YPL153C,YDR076W,kinase_substrate,1
YPL153C,YDR217C,kinase_substrate,1
YPL153C,YDR226W,kinase_substrate,1
YPL153C,YDR266C,kinase_substrate,1
YPL153C,YDR293C,kinase_substrate,1
YPL153C,YER064C,kinase_substrate,1
YPL153C,YER098W,kinase_substrate,1
YPL153C,YER122C,kinase_substrate,1
YPL153C,YER169W,kinase_substrate,1
YPL153C,YGL105W,kinase_substrate,1
YPL153C,YGL245W,kinase_substrate,1
YPL153C,YGR109C,kinase_substrate,1
YPL153C,YGR210C,kinase_substrate,1
YPL153C,YGR276C,kinase_substrate,1
YPL153C,YHR030C,kinase_substrate,1
YPL153C,YIL135C,kinase_substrate,1
YPL153C,YJL084C,kinase_substrate,1
YPL153C,YJL128C,kinase_substrate,1
YPL153C,YLR176C,kinase_substrate,1
YPL153C,YLR182W,kinase_substrate,1
YPL153C,YLR257W,kinase_substrate,1
YPL153C,YLR335W,kinase_substrate,1
YPL153C,YML035C,kinase_substrate,1
YPL153C,YML058W,kinase_substrate,1
YPL153C,YNL031C,kinase_substrate,1
YPL153C,YNL186W,kinase_substrate,1
YPL153C,YNL284CA,kinase_substrate,1
YPL153C,YNL298W,kinase_substrate,1
YPL153C,YNR009W,kinase_substrate,1
YPL153C,YOR033C,kinase_substrate,1
YPL153C,YOR098C,kinase_substrate,1
YPL153C,YOR181W,kinase_substrate,1
YPL153C,YPL127C,kinase_substrate,1
YPL153C,YPL150W,kinase_substrate,1
YPL153C,YPL194W,kinase_substrate,1
YPL153C,YPR013C,kinase_substrate,1
YPL153C,YPR091C,kinase_substrate,1
YPL203W,YAL038W,kinase_substrate,1
YPL203W,YBR059C,kinase_substrate,1
YPL203W,YDR001C,kinase_substrate,1
YPL203W,YDR169C,kinase_substrate,1
YPL203W,YDR172W,kinase_substrate,1
YPL203W,YER109C,kinase_substrate,1
YPL203W,YFR014C,kinase_substrate,1
YPL203W,YFR017C,kinase_substrate,1
YPL203W,YGL116W,kinase_substrate,1
YPL203W,YGL180W,kinase_substrate,1
YPL203W,YGR249W,kinase_substrate,1
YPL203W,YHL024W,kinase_substrate,1
YPL203W,YIL033C,kinase_substrate,1
YPL203W,YIL107C,kinase_substrate,1
YPL203W,YJL141C,kinase_substrate,1
YPL203W,YJL146W,kinase_substrate,1
YPL203W,YJR001W,kinase_substrate,1
YPL203W,YKL038W,kinase_substrate,1
YPL203W,YKL064W,kinase_substrate,1
YPL203W,YKL079W,kinase_substrate,1
YPL203W,YKL093W,kinase_substrate,1
YPL203W,YKL121W,kinase_substrate,1
YPL203W,YKR097W,kinase_substrate,1
YPL203W,YLR231C,kinase_substrate,1
YPL203W,YML118W,kinase_substrate,1
YPL203W,YMR037C,kinase_substrate,1
YPL203W,YMR081C,kinase_substrate,1
YPL203W,YMR120C,kinase_substrate,1
YPL203W,YMR140W,kinase_substrate,1
YPL203W,YMR184W,kinase_substrate,1
YPL203W,YNL263C,kinase_substrate,1
YPL203W,YOL016C,kinase_substrate,1
YPL203W,YOR028C,kinase_substrate,1
YPL203W,YOR113W,kinase_substrate,1
YPL203W,YOR140W,kinase_substrate,1
YPL203W,YOR250C,kinase_substrate,1
YPL203W,YOR347C,kinase_substrate,1
YPL203W,YPL077C,kinase_substrate,1
YPL203W,YPR185W,kinase_substrate,1
YPL204W,YBR247C,kinase_substrate,1
YPL204W,YDR099W,kinase_substrate,1
YPL204W,YER177W,kinase_substrate,1
YPL204W,YGR167W,kinase_substrate,1
YPL204W,YGR276C,kinase_substrate,1
YPL204W,YIL007C,kinase_substrate,1
YPL204W,YIL109C,kinase_substrate,1
YPL204W,YJR044C,kinase_substrate,1
YPL204W,YJR125C,kinase_substrate,1
YPL204W,YKL178C,kinase_substrate,1
YPL204W,YKR090W,kinase_substrate,1
YPL204W,YLL008W,kinase_substrate,1
YPL204W,YLR003C,kinase_substrate,1
YPL204W,YLR182W,kinase_substrate,1
YPL204W,YLR438W,kinase_substrate,1
YPL204W,YML035C,kinase_substrate,1
YPL204W,YMR036C,kinase_substrate,1
YPL204W,YMR153W,kinase_substrate,1
YPL204W,YMR203W,kinase_substrate,1
YPL204W,YNL027W,kinase_substrate,1
YPL204W,YNL131W,kinase_substrate,1
YPL204W,YNL178W,kinase_substrate,1
YPL204W,YNL212W,kinase_substrate,1
YPL204W,YOR187W,kinase_substrate,1
YPL204W,YPR016C,kinase_substrate,1
YPL204W,YPR181C,kinase_substrate,1
YPL209C,YBL055C,kinase_substrate,1
YPL209C,YBR010W,kinase_substrate,1
YPL209C,YBR118W,kinase_substrate,1
YPL209C,YBR155W,kinase_substrate,1
YPL209C,YBR156C,kinase_substrate,1
YPL209C,YBR222C,kinase_substrate,1
YPL209C,YCR072C,kinase_substrate,1
YPL209C,YDL078C,kinase_substrate,1
YPL209C,YDR120C,kinase_substrate,1
YPL209C,YDR130C,kinase_substrate,1
YPL209C,YER016W,kinase_substrate,1
YPL209C,YER125W,kinase_substrate,1
YPL209C,YFL001W,kinase_substrate,1
YPL209C,YFR046C,kinase_substrate,1
YPL209C,YGL105W,kinase_substrate,1
YPL209C,YGR113W,kinase_substrate,1
YPL209C,YGR140W,kinase_substrate,1
YPL209C,YHL013C,kinase_substrate,1
YPL209C,YHR090C,kinase_substrate,1
YPL209C,YIL091C,kinase_substrate,1
YPL209C,YIL144W,kinase_substrate,1
YPL209C,YIL156W,kinase_substrate,1
YPL209C,YIR010W,kinase_substrate,1
YPL209C,YJL013C,kinase_substrate,1
YPL209C,YJL080C,kinase_substrate,1
YPL209C,YJL218W,kinase_substrate,1
YPL209C,YKL023W,kinase_substrate,1
YPL209C,YKL052C,kinase_substrate,1
YPL209C,YKL089W,kinase_substrate,1
YPL209C,YKR009C,kinase_substrate,1
YPL209C,YKR037C,kinase_substrate,1
YPL209C,YKR048C,kinase_substrate,1
YPL209C,YLL018C,kinase_substrate,1
YPL209C,YLR003C,kinase_substrate,1
YPL209C,YLR150W,kinase_substrate,1
YPL209C,YLR192C,kinase_substrate,1
YPL209C,YML042W,kinase_substrate,1
YPL209C,YML074C,kinase_substrate,1
YPL209C,YMR004W,kinase_substrate,1
YPL209C,YMR229C,kinase_substrate,1
YPL209C,YMR262W,kinase_substrate,1
YPL209C,YMR290C,kinase_substrate,1
YPL209C,YNL007C,kinase_substrate,1
YPL209C,YNL031C,kinase_substrate,1
YPL209C,YOR058C,kinase_substrate,1
YPL209C,YOR198C,kinase_substrate,1
YPL209C,YOR335C,kinase_substrate,1
YPL209C,YPL133C,kinase_substrate,1
YPL209C,YPR115W,kinase_substrate,1
YPL236C,YBR010W,kinase_substrate,1
YPL236C,YDR225W,kinase_substrate,1
YPL236C,YPL127C,kinase_substrate,1
YPL256C,YDR356W,kinase_substrate,1
YPL256C,YGL075C,kinase_substrate,1
YPL256C,YIL149C,kinase_substrate,1
YPL256C,YKL042W,kinase_substrate,1
YPL256C,YMR273C,kinase_substrate,1
YPL256C,YNL225C,kinase_substrate,1
YPL256C,YOR373W,kinase_substrate,1
YPL256C,YPL124W,kinase_substrate,1
YPR025C,YDL140C,kinase_substrate,1
YPR111W,YPL127C,kinase_substrate,1
YPR119W,YBR160W,kinase_substrate,1
YPR119W,YEL032W,kinase_substrate,1
YPR119W,YFR027W,kinase_substrate,1
YPR119W,YJL076W,kinase_substrate,1
YPR119W,YMR032W,kinase_substrate,1
YPR119W,YPL209C,kinase_substrate,1
YPR120C,YBR060C,kinase_substrate,1
YPR120C,YFR027W,kinase_substrate,1
YPR120C,YGL113W,kinase_substrate,1
YPR120C,YHR118C,kinase_substrate,1
YPR120C,YKL108W,kinase_substrate,1
YPR120C,YLR079W,kinase_substrate,1
YPR120C,YML065W,kinase_substrate,1
YPR161C,YDL140C,kinase_substrate,1
YPR161C,YGL058W,kinase_substrate,1
YPR161C,YML010W,kinase_substrate,1
YPR161C,YMR036C,kinase_substrate,1
CX101,CX59,metabolic_pathway,0
CX18,YBR180W,metabolic_pathway,1
CX20,CYC1,metabolic_pathway,0
CX20,CYC86,metabolic_pathway,1
CX20,YER015W,metabolic_pathway,1
CX20,YGL055W,metabolic_pathway,1
CX20,YJL196C,metabolic_pathway,1
CX21,CYC1,metabolic_pathway,1
CX27,CYC86,metabolic_pathway,0
CX42,YBR265W,metabolic_pathway,1
CX45,YPL092W,metabolic_pathway,1
CX46,YPL092W,metabolic_pathway,1
CX47,CYC299,metabolic_pathway,0
CX47,CYC300,metabolic_pathway,0
CX54,CYC86,metabolic_pathway,0
CX56,CX64,metabolic_pathway,0
CX64,CX94,metabolic_pathway,0
CX67,CYC86,metabolic_pathway,0
CX68,CYC86,metabolic_pathway,0
CX71,YBR041W,metabolic_pathway,1
CX78,YDR196C,metabolic_pathway,1
CX78,YGR277C,metabolic_pathway,1
CX78,YPL148C,metabolic_pathway,1
CX79,YDR196C,metabolic_pathway,1
CX79,YGR277C,metabolic_pathway,1
CX79,YPL148C,metabolic_pathway,1
CX80,YDR196C,metabolic_pathway,1
CX80,YGR277C,metabolic_pathway,1
CX80,YPL148C,metabolic_pathway,1
CX85,CYC86,metabolic_pathway,0
CX91,CX92,metabolic_pathway,0
CYC13,YDR232W,metabolic_pathway,1
CYC146,CYC13,metabolic_pathway,0
CYC153,CYC13,metabolic_pathway,0
CYC154,YLR355C,metabolic_pathway,1
CYC38,CX45,metabolic_pathway,0
CYC38,CX46,metabolic_pathway,0
CYC46,YBR265W,metabolic_pathway,1
YAL012W,CYC154,metabolic_pathway,1
YAL012W,YGL184C,metabolic_pathway,0
YAL012W,YGR155W,metabolic_pathway,0
YAL012W,YJR130C,metabolic_pathway,0
YAL022C,YLR245C,metabolic_pathway,1
YAL022C,YNR012W,metabolic_pathway,1
YAL054C,YER073W,metabolic_pathway,0
YAL054C,YOR374W,metabolic_pathway,0
YAR015W,YLR359W,metabolic_pathway,0
YAR071W,YBR256C,metabolic_pathway,1
YAR071W,YBR296C,metabolic_pathway,1
YAR071W,YCR037C,metabolic_pathway,1
YAR071W,YDR236C,metabolic_pathway,1
YAR071W,YJL198W,metabolic_pathway,1
YAR071W,YML123C,metabolic_pathway,1
YAR071W,YNR013C,metabolic_pathway,1
YBL013W,YBR084W,metabolic_pathway,0
YBL013W,YGR171C,metabolic_pathway,0
YBL015W,YAL054C,metabolic_pathway,0
YBL033C,YBR153W,metabolic_pathway,0
YBL098W,YDR428C,metabolic_pathway,0
YBL098W,YLR231C,metabolic_pathway,0
YBR002C,YMR101C,metabolic_pathway,0
YBR003W,YNR041C,metabolic_pathway,0
YBR004C,YKL165C,metabolic_pathway,0
YBR018C,YKL035W,metabolic_pathway,0
YBR018C,YPL244C,metabolic_pathway,0
YBR019C,YPL244C,metabolic_pathway,0
YBR020W,YBR018C,metabolic_pathway,0
YBR023C,YDL103C,metabolic_pathway,0
YBR029C,YBR192W,metabolic_pathway,0
YBR029C,YDL142C,metabolic_pathway,0
YBR029C,YDR284C,metabolic_pathway,0
YBR029C,YDR503C,metabolic_pathway,0
YBR029C,YER026C,metabolic_pathway,0
YBR029C,YKR031C,metabolic_pathway,0
YBR029C,YPR113W,metabolic_pathway,0
YBR035C,YGL186C,metabolic_pathway,0
YBR038W,YDL103C,metabolic_pathway,0
YBR041W,CX70,metabolic_pathway,0
YBR041W,YGL205W,metabolic_pathway,0
YBR041W,YJR019C,metabolic_pathway,0
YBR068C,YGR094W,metabolic_pathway,0
YBR068C,YHR208W,metabolic_pathway,0
YBR068C,YJR148W,metabolic_pathway,0
YBR069C,YGR094W,metabolic_pathway,0
YBR084W,CX0,metabolic_pathway,0
YBR092C,YBR296C,metabolic_pathway,1
YBR092C,YCR037C,metabolic_pathway,1
YBR092C,YJL198W,metabolic_pathway,1
YBR092C,YLR237W,metabolic_pathway,1
YBR092C,YML123C,metabolic_pathway,1
YBR092C,YNR013C,metabolic_pathway,1
YBR092C,YOR071C,metabolic_pathway,1
YBR092C,YOR192C,metabolic_pathway,1
YBR093C,YBR256C,metabolic_pathway,1
YBR093C,YBR296C,metabolic_pathway,1
YBR093C,YCR037C,metabolic_pathway,1
YBR093C,YDR236C,metabolic_pathway,1
YBR093C,YJL198W,metabolic_pathway,1
YBR093C,YML123C,metabolic_pathway,1
YBR093C,YNR013C,metabolic_pathway,1
YBR110W,YDL055C,metabolic_pathway,0
YBR117C,CYC120,metabolic_pathway,0
YBR117C,YGR194C,metabolic_pathway,0
YBR145W,YCR105W,metabolic_pathway,0
YBR145W,YDR368W,metabolic_pathway,0
YBR145W,YGR177C,metabolic_pathway,0
YBR145W,YMR318C,metabolic_pathway,0
YBR145W,YOR377W,metabolic_pathway,0
YBR149W,YMR041C,metabolic_pathway,0
YBR166C,YGL202W,metabolic_pathway,1
YBR166C,YHR137W,metabolic_pathway,1
YBR166C,YKL106W,metabolic_pathway,1
YBR166C,YLR027C,metabolic_pathway,1
YBR176W,YJR016C,metabolic_pathway,0
YBR208C,YHL016C,metabolic_pathway,0
YBR244W,CX2,metabolic_pathway,0
YBR244W,CX3,metabolic_pathway,0
YBR244W,CX95,metabolic_pathway,0
YBR244W,CX96,metabolic_pathway,0
YBR249C,YKL060C,metabolic_pathway,0
YBR249C,YLR354C,metabolic_pathway,0
YBR252W,YGR209C,metabolic_pathway,0
YBR252W,YKL067W,metabolic_pathway,0
YBR291C,YER065C,metabolic_pathway,0
YBR291C,YLR348C,metabolic_pathway,0
YBR291C,YPL262W,metabolic_pathway,0
YBR294W,YCL050C,metabolic_pathway,1
YBR294W,YJR010W,metabolic_pathway,1
YBR298C,YBR299W,metabolic_pathway,1
YBR298C,YGR287C,metabolic_pathway,1
YBR298C,YGR292W,metabolic_pathway,1
YBR298C,YIL172C,metabolic_pathway,1
YBR298C,YJL216C,metabolic_pathway,1
YBR298C,YJL221C,metabolic_pathway,1
YCL004W,YPR113W,metabolic_pathway,0
YCL018W,YHR208W,metabolic_pathway,1
YCL018W,YJR148W,metabolic_pathway,1
YCL025C,YGR094W,metabolic_pathway,0
YCL025C,YHR208W,metabolic_pathway,0
YCL025C,YJR148W,metabolic_pathway,0
YCL030C,YIL020C,metabolic_pathway,0
YCL035C,CX2,metabolic_pathway,0
YCL035C,CX95,metabolic_pathway,0
YCL035C,CX96,metabolic_pathway,0
YCL038C,YBR293W,metabolic_pathway,0
YCL038C,YJR001W,metabolic_pathway,0
YCL050C,YKL001C,metabolic_pathway,0
YCL064C,CYC154,metabolic_pathway,1
YCL064C,YAL012W,metabolic_pathway,0
YCR005C,YDL078C,metabolic_pathway,0
YCR005C,YER065C,metabolic_pathway,0
YCR005C,YNL117W,metabolic_pathway,0
YCR012W,YER081W,metabolic_pathway,0
YCR012W,YGR192C,metabolic_pathway,0
YCR012W,YIL074C,metabolic_pathway,0
YCR012W,YJL052W,metabolic_pathway,0
YCR012W,YJR009C,metabolic_pathway,0
YCR034W,YKR067W,metabolic_pathway,0
YCR036W,YDR400W,metabolic_pathway,0
YCR048W,YGL012W,metabolic_pathway,0
YCR105W,YDL168W,metabolic_pathway,0
YCR105W,YGR177C,metabolic_pathway,0
YCR105W,YOR377W,metabolic_pathway,0
YDL045C,YBR192W,metabolic_pathway,0
YDL045C,YDR236C,metabolic_pathway,0
YDL055C,YGL225W,metabolic_pathway,0
YDL078C,YNL117W,metabolic_pathway,0
YDL080C,YBR145W,metabolic_pathway,1
YDL080C,YCR105W,metabolic_pathway,1
YDL080C,YDL168W,metabolic_pathway,1
YDL080C,YDR368W,metabolic_pathway,1
YDL080C,YGL256W,metabolic_pathway,1
YDL080C,YMR083W,metabolic_pathway,1
YDL080C,YMR318C,metabolic_pathway,1
YDL080C,YOL086C,metabolic_pathway,1
YDL100C,YDR481C,metabolic_pathway,0
YDL142C,YCL004W,metabolic_pathway,0
YDL168W,YDR368W,metabolic_pathway,0
YDL168W,YJL068C,metabolic_pathway,0
YDL182W,YDR234W,metabolic_pathway,0
YDL205C,YOR278W,metabolic_pathway,0
YDL210W,YGL040C,metabolic_pathway,1
YDL238C,YJR133W,metabolic_pathway,0
YDL245C,YFR053C,metabolic_pathway,1
YDL245C,YGL253W,metabolic_pathway,1
YDL247W,YBR299W,metabolic_pathway,1
YDL247W,YGR287C,metabolic_pathway,1
YDL247W,YGR292W,metabolic_pathway,1
YDL247W,YIL172C,metabolic_pathway,1
YDL247W,YJL216C,metabolic_pathway,1
YDL247W,YJL221C,metabolic_pathway,1
YDR001C,CX101,metabolic_pathway,0
YDR001C,CX59,metabolic_pathway,0
YDR007W,YDR354W,metabolic_pathway,0
YDR007W,YKL211C,metabolic_pathway,1
YDR017C,YLR410W,metabolic_pathway,0
YDR035W,YKL060C,metabolic_pathway,0
YDR035W,YLR354C,metabolic_pathway,0
YDR044W,YER014W,metabolic_pathway,1
YDR046C,YGR094W,metabolic_pathway,0
YDR046C,YHR208W,metabolic_pathway,0
YDR046C,YJR148W,metabolic_pathway,0
YDR047W,YDR044W,metabolic_pathway,1
YDR072C,CYC299,metabolic_pathway,0
YDR072C,CYC300,metabolic_pathway,0
YDR072C,YER019W,metabolic_pathway,0
YDR093W,YJR073C,metabolic_pathway,0
YDR093W,YKR031C,metabolic_pathway,0
YDR093W,YMR162C,metabolic_pathway,0
YDR093W,YPR140W,metabolic_pathway,0
YDR127W,YBR249C,metabolic_pathway,0
YDR127W,YDR035W,metabolic_pathway,0
YDR127W,YGL148W,metabolic_pathway,0
YDR158W,YER052C,metabolic_pathway,0
YDR158W,YJR139C,metabolic_pathway,0
YDR173C,YDR315C,metabolic_pathway,0
YDR173C,YPL268W,metabolic_pathway,0
YDR191W,YGR010W,metabolic_pathway,0
YDR191W,YHR074W,metabolic_pathway,0
YDR191W,YLR328W,metabolic_pathway,0
YDR196C,YPL148C,metabolic_pathway,0
YDR208W,YLR305C,metabolic_pathway,0
YDR208W,YNL267W,metabolic_pathway,0
YDR208W,YPL268W,metabolic_pathway,0
YDR236C,YBR192W,metabolic_pathway,0
YDR236C,YBR256C,metabolic_pathway,0
YDR236C,YIL155C,metabolic_pathway,0
YDR236C,YLR011W,metabolic_pathway,0
YDR236C,YLR142W,metabolic_pathway,0
YDR261C,YDL245C,metabolic_pathway,1
YDR261C,YDL247W,metabolic_pathway,1
YDR261C,YDR342C,metabolic_pathway,1
YDR261C,YDR343C,metabolic_pathway,1
YDR261C,YDR345C,metabolic_pathway,1
YDR261C,YDR536W,metabolic_pathway,1
YDR261C,YEL069C,metabolic_pathway,1
YDR261C,YFL011W,metabolic_pathway,1
YDR261C,YHR092C,metabolic_pathway,1
YDR261C,YHR094C,metabolic_pathway,1
YDR261C,YHR096C,metabolic_pathway,1
YDR261C,YJL214W,metabolic_pathway,1
YDR261C,YJL219W,metabolic_pathway,1
YDR261C,YJR158W,metabolic_pathway,1
YDR261C,YJR160C,metabolic_pathway,1
YDR261C,YLR081W,metabolic_pathway,1
YDR261C,YMR011W,metabolic_pathway,1
YDR261C,YNR072W,metabolic_pathway,1
YDR261C,YOL156W,metabolic_pathway,1
YDR272W,CX17,metabolic_pathway,0
YDR272W,CX49,metabolic_pathway,0
YDR272W,CX50,metabolic_pathway,0
YDR272W,CX51,metabolic_pathway,0
YDR272W,CX52,metabolic_pathway,0
YDR272W,CX53,metabolic_pathway,0
YDR272W,YKL217W,metabolic_pathway,0
YDR284C,YDR503C,metabolic_pathway,0
YDR284C,YKR031C,metabolic_pathway,0
YDR287W,YJL153C,metabolic_pathway,0
YDR287W,YPR113W,metabolic_pathway,0
YDR294C,YLR260W,metabolic_pathway,0
YDR294C,YOR171C,metabolic_pathway,0
YDR300C,YOR323C,metabolic_pathway,0
YDR342C,YFR053C,metabolic_pathway,1
YDR342C,YGL253W,metabolic_pathway,1
YDR343C,YFR053C,metabolic_pathway,1
YDR343C,YGL253W,metabolic_pathway,1
YDR345C,YFR053C,metabolic_pathway,1
YDR345C,YGL253W,metabolic_pathway,1
YDR354W,CYC26,metabolic_pathway,0
YDR380W,YBR145W,metabolic_pathway,1
YDR380W,YCR105W,metabolic_pathway,1
YDR380W,YDL168W,metabolic_pathway,1
YDR380W,YDR368W,metabolic_pathway,1
YDR380W,YER073W,metabolic_pathway,1
YDR380W,YGL256W,metabolic_pathway,1
YDR380W,YMR083W,metabolic_pathway,1
YDR380W,YMR318C,metabolic_pathway,1
YDR380W,YOL086C,metabolic_pathway,1
YDR380W,YOR374W,metabolic_pathway,1
YDR380W,YPL061W,metabolic_pathway,1
YDR454C,YGR209C,metabolic_pathway,0
YDR454C,YIL006W,metabolic_pathway,0
YDR454C,YKL067W,metabolic_pathway,0
YDR454C,YLR209C,metabolic_pathway,0
YDR487C,YOL143C,metabolic_pathway,0
YDR497C,YDR287W,metabolic_pathway,1
YDR497C,YHR046C,metabolic_pathway,1
YDR497C,YPR113W,metabolic_pathway,1
YDR503C,YKR031C,metabolic_pathway,0
YDR513W,CX3,metabolic_pathway,0
YDR513W,CX95,metabolic_pathway,0
YDR513W,CX96,metabolic_pathway,0
YDR530C,YDR305C,metabolic_pathway,0
YDR531W,YCR028C,metabolic_pathway,0
YDR531W,YIL083C,metabolic_pathway,0
YDR531W,YIL145C,metabolic_pathway,0
YDR536W,YBR020W,metabolic_pathway,1
YEL029C,YBR035C,metabolic_pathway,0
YEL029C,YGL186C,metabolic_pathway,0
YEL042W,CX61,metabolic_pathway,1
YEL042W,YGL225W,metabolic_pathway,0
YEL047C,CX60,metabolic_pathway,0
YEL047C,CYC309,metabolic_pathway,0
YEL047C,YIL155C,metabolic_pathway,0
YEL047C,YLR142W,metabolic_pathway,0
YEL058W,YDL103C,metabolic_pathway,0
YEL069C,YFR053C,metabolic_pathway,1
YEL069C,YGL253W,metabolic_pathway,1
YER003C,YFL045C,metabolic_pathway,0
YER005W,YKL067W,metabolic_pathway,0
YER014W,YOR176W,metabolic_pathway,0
YER015W,CX27,metabolic_pathway,0
YER015W,CX54,metabolic_pathway,0
YER015W,CX67,metabolic_pathway,0
YER015W,CX68,metabolic_pathway,0
YER015W,CX70,metabolic_pathway,0
YER015W,CX85,metabolic_pathway,0
YER015W,CYC1,metabolic_pathway,0
YER015W,YGL205W,metabolic_pathway,0
YER015W,YJR019C,metabolic_pathway,0
YER019W,CX47,metabolic_pathway,0
YER019W,CYC299,metabolic_pathway,0
YER019W,CYC300,metabolic_pathway,0
YER019W,YMR272C,metabolic_pathway,0
YER026C,CX42,metabolic_pathway,1
YER026C,CYC46,metabolic_pathway,1
YER026C,YBR263W,metabolic_pathway,0
YER026C,YCL004W,metabolic_pathway,0
YER026C,YNL169C,metabolic_pathway,1
YER055C,YCL030C,metabolic_pathway,0
YER056C,YPR062W,metabolic_pathway,1
YER060WA,YPR062W,metabolic_pathway,1
YER060W,YPR062W,metabolic_pathway,1
YER062C,YHL032C,metabolic_pathway,0
YER065C,YDL078C,metabolic_pathway,0
YER065C,YNL117W,metabolic_pathway,0
YER069W,YMR062C,metabolic_pathway,0
YER069W,YOL140W,metabolic_pathway,0
YER070W,YKL067W,metabolic_pathway,0
YER086W,CYC154,metabolic_pathway,1
YER086W,YKL194C,metabolic_pathway,0
YER166W,YJR073C,metabolic_pathway,0
YER166W,YKR031C,metabolic_pathway,0
YER166W,YMR162C,metabolic_pathway,0
YER166W,YPR140W,metabolic_pathway,0
YER170W,YDL198C,metabolic_pathway,0
YFL011W,YBR020W,metabolic_pathway,1
YFL011W,YFR053C,metabolic_pathway,1
YFL011W,YGL253W,metabolic_pathway,1
YFL017C,YEL058W,metabolic_pathway,0
YFR019W,YLR240W,metabolic_pathway,0
YFR019W,YNL106C,metabolic_pathway,0
YFR019W,YNL325C,metabolic_pathway,0
YFR019W,YOR109W,metabolic_pathway,0
YFR025C,YCL030C,metabolic_pathway,0
YFR025C,YIL116W,metabolic_pathway,0
YFR047C,YGR010W,metabolic_pathway,1
YFR047C,YLR328W,metabolic_pathway,1
YFR053C,YER003C,metabolic_pathway,0
YFR053C,YJR159W,metabolic_pathway,0
YGL001C,YLR100W,metabolic_pathway,1
YGL009C,YNL104C,metabolic_pathway,0
YGL009C,YOR108W,metabolic_pathway,0
YGL012W,YMR015C,metabolic_pathway,0
YGL037C,CX88,metabolic_pathway,0
YGL040C,YDL205C,metabolic_pathway,0
YGL055W,CYC86,metabolic_pathway,0
YGL077C,YLR133W,metabolic_pathway,1
YGL084C,YHL032C,metabolic_pathway,0
YGL125W,YER091C,metabolic_pathway,0
YGL125W,YLR058C,metabolic_pathway,0
YGL142C,YBR004C,metabolic_pathway,0
YGL142C,YDR302W,metabolic_pathway,0
YGL142C,YLL031C,metabolic_pathway,0
YGL148W,CYC26,metabolic_pathway,0
YGL148W,CYC59,metabolic_pathway,0
YGL148W,YNR041C,metabolic_pathway,0
YGL148W,YPR060C,metabolic_pathway,0
YGL186C,YPR062W,metabolic_pathway,1
YGL202W,YDR380W,metabolic_pathway,1
YGL202W,YGR087C,metabolic_pathway,1
YGL202W,YHR137W,metabolic_pathway,0
YGL202W,YLR044C,metabolic_pathway,1
YGL202W,YLR134W,metabolic_pathway,1
YGL205W,CYC86,metabolic_pathway,0
YGL224C,YNR012W,metabolic_pathway,0
YGL234W,YDR408C,metabolic_pathway,0
YGL234W,YGR061C,metabolic_pathway,0
YGL234W,YOL055C,metabolic_pathway,0
YGL234W,YOR128C,metabolic_pathway,1
YGL234W,YPL258C,metabolic_pathway,0
YGL234W,YPR121W,metabolic_pathway,0
YGL253W,YER003C,metabolic_pathway,0
YGL253W,YJR159W,metabolic_pathway,0
YGL256W,YER073W,metabolic_pathway,0
YGL256W,YGR177C,metabolic_pathway,0
YGL256W,YOR374W,metabolic_pathway,0
YGL256W,YOR377W,metabolic_pathway,0
YGR007W,YDR147W,metabolic_pathway,0
YGR007W,YHR123W,metabolic_pathway,0
YGR010W,YDL042C,metabolic_pathway,0
YGR010W,YHR074W,metabolic_pathway,0
YGR010W,YOR209C,metabolic_pathway,0
YGR012W,CYC38,metabolic_pathway,0
YGR019W,YBR006W,metabolic_pathway,0
YGR060W,YGL001C,metabolic_pathway,1
YGR060W,YLR100W,metabolic_pathway,0
YGR060W,YNL280C,metabolic_pathway,0
YGR061C,YDR408C,metabolic_pathway,0
YGR065C,YDL141W,metabolic_pathway,1
YGR087C,YBR145W,metabolic_pathway,1
YGR087C,YCR105W,metabolic_pathway,1
YGR087C,YDL168W,metabolic_pathway,1
YGR087C,YDR368W,metabolic_pathway,1
YGR087C,YER073W,metabolic_pathway,1
YGR087C,YGL256W,metabolic_pathway,1
YGR087C,YMR083W,metabolic_pathway,1
YGR087C,YMR318C,metabolic_pathway,1
YGR087C,YOL086C,metabolic_pathway,1
YGR087C,YOR374W,metabolic_pathway,1
YGR087C,YPL061W,metabolic_pathway,1
YGR138C,YOR273C,metabolic_pathway,0
YGR138C,YPR156C,metabolic_pathway,0
YGR155W,YGL184C,metabolic_pathway,0
YGR175C,YHR072W,metabolic_pathway,0
YGR175C,YHR190W,metabolic_pathway,0
YGR177C,YDL168W,metabolic_pathway,0
YGR177C,YDR368W,metabolic_pathway,0
YGR177C,YOR126C,metabolic_pathway,0
YGR180C,YKL067W,metabolic_pathway,0
YGR194C,YLR070C,metabolic_pathway,0
YGR194C,YPL214C,metabolic_pathway,1
YGR204W,YER183C,metabolic_pathway,0
YGR204W,YKR080W,metabolic_pathway,0
YGR204W,YLR058C,metabolic_pathway,0
YGR209C,YKL067W,metabolic_pathway,0
