#pid	conf	gene_ids	eids	pathfinders	sif_edges
p0	0.906000	YLR113W|YER151C|HOG1ID27|YLR248W|HOG1ID31	edge10952|edge7199|edge24450|edge7061	paths	YLR113W d YER151C|YER151C d HOG1ID27|HOG1ID27 d YLR248W|YLR248W d HOG1ID31
p1	0.895000	YLR113W|NPR66|YNL243W|PDE2RA58|YJR059W|HOG1ID27	edge22071|edge8877|edge9106|edge19159|edge6075	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d HOG1ID27
p2	0.910000	YLR113W|YLR248W|NPR76|YBL007C|HOG1ID32	edge12768|edge15247|edge25856|edge956	paths	YLR113W d YLR248W|YLR248W d NPR76|NPR76 d YBL007C|YBL007C d HOG1ID32
p3	0.898000	YOR360C|YPL203W|NPR67|YDR507C|PDE2RA52	edge22774|edge17065|edge12389|edge14283	paths	YOR360C d YPL203W|YPL203W d NPR67|NPR67 d YDR507C|YDR507C d PDE2RA52
p4	0.895000	YLR113W|NPR66|YNL243W|PDE2RA58|YJR059W|HOG1ID28	edge22071|edge8877|edge9106|edge19159|edge1593	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58|PDE2RA58 d YJR059W|YJR059W d HOG1ID28
p5	0.907000	YFR028C|HOG1RD38|YBL085W|YGR052W|CDC14RD19	edge26845|edge17052|edge3702|edge21148	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W u YGR052W|YGR052W d CDC14RD19
p6	0.819000	YLR113W|YIL035C|YJL076W|HOG1RD33	edge114|edge10777|edge11997	paths	YLR113W u YIL035C|YIL035C u YJL076W|YJL076W d HOG1RD33
p7	0.907000	YFR028C|YLR096W|PDE2RA52|YDR507C|CDC14RD23	edge9729|edge20343|edge11481|edge23009	paths	YFR028C u YLR096W|YLR096W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23
p8	0.909000	YLR113W|PDE2RA52|YBL085W|YDR162C|HOG1RD38	edge26596|edge22208|edge3577|edge9433	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W u YDR162C|YDR162C d HOG1RD38
p9	0.903000	YFR028C|YJL187C|NPI65|YHL007C|CDC14RD19	edge26121|edge22691|edge7987|edge17303	paths	YFR028C u YJL187C|YJL187C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p10	0.910000	YLR113W|YLR248W|YBL007C|HOG1ID32	edge12768|edge21867|edge956	paths	YLR113W d YLR248W|YLR248W d YBL007C|YBL007C d HOG1ID32
p11	0.903000	YFR028C|YJL187C|NPI65|YHL007C|CDC14RD15	edge26121|edge22691|edge7987|edge11434	paths	YFR028C u YJL187C|YJL187C d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p12	0.906000	YLR113W|PDE2RA52|YDR507C|NPI61|YNL078W|HOG1ID32	edge26596|edge11481|edge20955|edge23664|edge7006	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI61|NPI61 d YNL078W|YNL078W d HOG1ID32
p13	0.905000	YFR028C|HOG1RD38|YBL085W|NPI65|YHL007C|CDC14RD15	edge26845|edge17052|edge3835|edge7987|edge11434	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD15
p14	0.905000	YLR113W|PDE2RA52|YDR507C|YPL153C|HOG1RD33	edge26596|edge11481|edge15389|edge17867	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YPL153C|YPL153C d HOG1RD33
p15	0.906000	YFR028C|YJL187C|HOG1ID29|YLR096W|CDC14RD21	edge26121|edge5332|edge19181|edge4527	paths	YFR028C u YJL187C|YJL187C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p16	0.912000	YFR028C|YDR247W|YER133W|CDC14RD24	edge13359|edge7149|edge17490	paths	YFR028C u YDR247W|YDR247W u YER133W|YER133W d CDC14RD24
p17	0.895000	YFR028C|NPR66|YNL243W|NPI63|YJR059W|CDC14RD19	edge20541|edge8877|edge16308|edge6361|edge15351	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD19
p18	0.900000	YFR028C|NPR66|YHR082C|YHR030C|CDC14RD19	edge20541|edge16635|edge8923|edge15221	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YHR030C|YHR030C d CDC14RD19
p19	0.911000	YLR113W|YIR006C|YDL029W|HOG1ID32	edge10082|edge7163|edge15237	paths	YLR113W d YIR006C|YIR006C u YDL029W|YDL029W d HOG1ID32
p20	0.914000	YFR028C|YER177W|NPR73|YPR032W|CDC14RD20	edge25958|edge17693|edge452|edge1128	paths	YFR028C u YER177W|YER177W d NPR73|NPR73 d YPR032W|YPR032W d CDC14RD20
p21	0.900000	YFR028C|NPR66|YHR082C|YHR030C|CDC14RD20	edge20541|edge16635|edge8923|edge25993	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YHR030C|YHR030C d CDC14RD20
p22	0.904000	YFR028C|YER177W|YLL013C|CDC14ID9	edge25958|edge7158|edge19971	paths	YFR028C u YER177W|YER177W u YLL013C|YLL013C d CDC14ID9
p23	0.905000	YFR028C|HOG1RD38|YBL085W|NPI65|YHL007C|CDC14RD19	edge26845|edge17052|edge3835|edge7987|edge17303	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W d NPI65|NPI65 d YHL007C|YHL007C d CDC14RD19
p24	0.915000	YFR028C|NPR66|YHR082C|YER133W|CDC14RD24	edge20541|edge16635|edge20935|edge17490	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YER133W|YER133W d CDC14RD24
p25	0.102000	YFR028C|NPR74|YHR102W|YHR030C|CDC14RD20	edge3342|edge6591|edge21089|edge25993	paths	YFR028C d NPR74|NPR74 d YHR102W|YHR102W u YHR030C|YHR030C d CDC14RD20
p26	0.895000	YFR028C|YBL016W|NPI63|YJR059W|CDC14RD20	edge8622|edge21213|edge6361|edge3077	paths	YFR028C u YBL016W|YBL016W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD20
p27	0.646000	YFR028C|YPL209C|YLR055C|CDC14RD19	edge4662|edge4676|edge18877	paths	YFR028C u YPL209C|YPL209C u YLR055C|YLR055C d CDC14RD19
p28	0.000000	YFR028C|YJL194W|YPR119W|CDC14RD15	edge7959|edge21513|edge25060	paths	YFR028C d YJL194W|YJL194W u YPR119W|YPR119W d CDC14RD15
p29	0.888000	YLR113W|YDL140C|YJL164C|HOG1RD37	edge25100|edge8081|edge7821	paths	YLR113W d YDL140C|YDL140C u YJL164C|YJL164C d HOG1RD37
p30	0.906000	YLR113W|NPR66|YHR082C|YGR052W|HOG1ID32	edge22071|edge16635|edge25412|edge1294	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C u YGR052W|YGR052W d HOG1ID32
p31	0.888000	YLR113W|YDL140C|YJL164C|HOG1RD33	edge25100|edge8081|edge19848	paths	YLR113W d YDL140C|YDL140C u YJL164C|YJL164C d HOG1RD33
p32	0.897000	YFR028C|YJL187C|HOG1RD33|YJL020C|CDC14ID7	edge26121|edge18860|edge818|edge9488	paths	YFR028C u YJL187C|YJL187C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d CDC14ID7
p33	0.913000	YFR028C|NPR66|YHR082C|YHR099W|CDC14RD19	edge20541|edge16635|edge6366|edge27488	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C u YHR099W|YHR099W d CDC14RD19
p34	0.899000	YFR028C|YJL128C|YJR059W|CDC14RD20	edge14720|edge16569|edge3077	paths	YFR028C u YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD20
p35	0.102000	YFR028C|NPR74|YHR102W|YHR030C|CDC14RD19	edge3342|edge6591|edge21089|edge15221	paths	YFR028C d NPR74|NPR74 d YHR102W|YHR102W u YHR030C|YHR030C d CDC14RD19
p36	0.914000	YFR028C|YDL025C|CDC14RD20|YKL101W|CDC14RD15	edge3865|edge22098|edge21734|edge8525	paths	YFR028C u YDL025C|YDL025C d CDC14RD20|CDC14RD20 d YKL101W|YKL101W d CDC14RD15
p37	0.909000	YFR028C|PDE2ID42|YBL085W|NPI65|YLR096W|CDC14RD21	edge14811|edge27224|edge3835|edge539|edge4527	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p38	0.902000	YLR113W|YOR061W|YBR109C|HOG1ID28	edge22501|edge18897|edge11156	paths	YLR113W u YOR061W|YOR061W u YBR109C|YBR109C d HOG1ID28
p39	0.903000	YLR113W|PDE2RA52|YKR048C|YNL078W|HOG1ID32	edge26596|edge17922|edge23986|edge7006	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C u YNL078W|YNL078W d HOG1ID32
p40	0.910000	YOR360C|YPL203W|NPR72|YKL008C|PDE2RA58	edge22774|edge23366|edge21983|edge13692	paths	YOR360C d YPL203W|YPL203W d NPR72|NPR72 d YKL008C|YKL008C d PDE2RA58
p41	0.902000	YFR028C|YJL076W|HOG1RD33|YJL020C|CDC14ID7	edge5395|edge11997|edge818|edge9488	paths	YFR028C u YJL076W|YJL076W d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d CDC14ID7
p42	0.918000	YLR113W|NPR66|YHR082C|YFL023W|HOG1ID28	edge22071|edge16635|edge22611|edge16869	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d YFL023W|YFL023W d HOG1ID28
p43	0.005000	YFR028C|YCR086W|YOR061W|CDC14RD20	edge14118|edge18080|edge19864	paths	YFR028C u YCR086W|YCR086W u YOR061W|YOR061W d CDC14RD20
p44	0.905000	YLR113W|PDE2RA52|YBL085W|NPR69|YHL007C|HOG1RD35	edge26596|edge22208|edge15985|edge24337|edge12144	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d HOG1RD35
p45	0.784000	YFR028C|NPR74|YER129W|YDR477W|CDC14RD19	edge3342|edge19121|edge26508|edge16672	paths	YFR028C d NPR74|NPR74 d YER129W|YER129W d YDR477W|YDR477W d CDC14RD19
p46	0.911000	YFR028C|YLR096W|YHR186C|CDC14RD20	edge9729|edge7659|edge3317	paths	YFR028C u YLR096W|YLR096W u YHR186C|YHR186C d CDC14RD20
p47	0.903000	YLR113W|YOR061W|YMR036C|HOG1ID29	edge22501|edge22537|edge19613	paths	YLR113W u YOR061W|YOR061W d YMR036C|YMR036C d HOG1ID29
p48	0.950000	YFR028C|YJL187C|CDC14ID7	edge26121|edge102	paths	YFR028C u YJL187C|YJL187C d CDC14ID7
p49	0.892000	YLR113W|YPR115W|NPI63|YJR059W|HOG1RD33	edge506|edge15808|edge6361|edge17453	paths	YLR113W u YPR115W|YPR115W d NPI63|NPI63 d YJR059W|YJR059W d HOG1RD33
p50	0.781000	YLR113W|PDE2RA52|YLR257W|YLR345W|HOG1ID29	edge26596|edge21210|edge24257|edge19617	paths	YLR113W d PDE2RA52|PDE2RA52 d YLR257W|YLR257W u YLR345W|YLR345W d HOG1ID29
p51	0.911000	YOR360C|YKL166C|CDC14ID7|YJR059W|PDE2ID42	edge18417|edge7375|edge12432|edge1752	paths	YOR360C d YKL166C|YKL166C d CDC14ID7|CDC14ID7 d YJR059W|YJR059W d PDE2ID42
p52	0.089000	YFR028C|YDL042C|YDR225W|CDC14RD15	edge7938|edge17386|edge3792	paths	YFR028C u YDL042C|YDL042C u YDR225W|YDR225W d CDC14RD15
p53	0.906000	YFR028C|PDE2ID42|YBL085W|NPR69|YDR507C|CDC14RD23	edge14811|edge27224|edge15985|edge22074|edge23009	paths	YFR028C d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p54	0.906000	YFR028C|NPR74|YBL085W|NPR69|YDR507C|CDC14RD23	edge3342|edge27446|edge15985|edge22074|edge23009	paths	YFR028C d NPR74|NPR74 d YBL085W|YBL085W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p55	0.000000	YFR028C|NPR74|YPL137C|YER133W|CDC14RD24	edge3342|edge26577|edge15891|edge17490	paths	YFR028C d NPR74|NPR74 d YPL137C|YPL137C u YER133W|YER133W d CDC14RD24
p56	0.903000	YLR113W|PDE2RA52|YKR048C|NPI61|YNL078W|HOG1ID32	edge26596|edge17922|edge10826|edge23664|edge7006	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d NPI61|NPI61 d YNL078W|YNL078W d HOG1ID32
p57	0.903000	YFR028C|HOG1RD33|YJL020C|HOG1ID29|YLR096W|CDC14RD21	edge9388|edge818|edge25051|edge19181|edge4527	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p58	0.925000	YLR113W|YKL101W|YFL023W|HOG1ID28	edge13280|edge6589|edge16869	paths	YLR113W d YKL101W|YKL101W d YFL023W|YFL023W d HOG1ID28
p59	0.915000	YFR028C|NPR66|YHR082C|YOR224C|CDC14RD20	edge20541|edge16635|edge14623|edge14335	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YOR224C|YOR224C d CDC14RD20
p60	0.909000	YLR113W|YER118C|PDE2ID42|YLR248W|HOG1ID31	edge25020|edge18983|edge5702|edge7061	paths	YLR113W d YER118C|YER118C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d HOG1ID31
p61	0.905000	YLR113W|PDE2RA52|YDR507C|NPI61|YHR158C|HOG1ID29	edge26596|edge11481|edge20955|edge16389|edge3270	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI61|NPI61 d YHR158C|YHR158C d HOG1ID29
p62	0.049000	YLR113W|PDE2ID42|YJL128C|YFR028C|HOG1RD33	edge17446|edge5429|edge14720|edge9388	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YFR028C|YFR028C d HOG1RD33
p63	0.903000	YLR113W|YIR006C|NPI61|YJL020C|HOG1ID29	edge10082|edge16225|edge4117|edge25051	paths	YLR113W d YIR006C|YIR006C d NPI61|NPI61 d YJL020C|YJL020C d HOG1ID29
p64	0.896000	YLR113W|PDE2RA52|YDR507C|NPI61|YJL020C|HOG1ID29	edge26596|edge11481|edge20955|edge4117|edge25051	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d NPI61|NPI61 d YJL020C|YJL020C d HOG1ID29
p65	0.901000	YFR028C|YER177W|NPR69|YDR507C|CDC14RD23	edge25958|edge9829|edge22074|edge23009	paths	YFR028C u YER177W|YER177W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p66	0.950000	YFR028C|YJL187C|CDC14ID2	edge26121|edge23852	paths	YFR028C u YJL187C|YJL187C d CDC14ID2
p67	0.893000	YOR360C|YPL203W|NPR66|YNL243W|PDE2RA58	edge22774|edge26765|edge8877|edge9106	paths	YOR360C d YPL203W|YPL203W d NPR66|NPR66 d YNL243W|YNL243W d PDE2RA58
p68	0.049000	YLR113W|PDE2ID42|YJL128C|YFR028C|HOG1RD38	edge17446|edge5429|edge14720|edge26845	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YFR028C|YFR028C d HOG1RD38
p69	0.899000	YFR028C|PDE2ID42|YJL128C|HOG1ID29|YJR059W|CDC14RD20	edge14811|edge5429|edge12466|edge22866|edge3077	paths	YFR028C d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p70	0.814000	YFR028C|YJL095W|YDR507C|CDC14RD23	edge17963|edge7362|edge23009	paths	YFR028C u YJL095W|YJL095W u YDR507C|YDR507C d CDC14RD23
p71	0.909000	YLR113W|YER118C|PDE2ID42|YLR248W|HOG1ID25	edge25020|edge18983|edge5702|edge9905	paths	YLR113W d YER118C|YER118C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d HOG1ID25
p72	0.910000	YLR113W|YLR248W|YPL153C|HOG1RD33	edge12768|edge9362|edge17867	paths	YLR113W d YLR248W|YLR248W u YPL153C|YPL153C d HOG1RD33
p73	0.899000	YFR028C|PDE2ID42|YJL128C|HOG1ID29|YJR059W|CDC14RD19	edge14811|edge5429|edge12466|edge22866|edge15351	paths	YFR028C d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p74	0.912000	YFR028C|YGR052W|YER133W|CDC14RD24	edge17458|edge26071|edge17490	paths	YFR028C u YGR052W|YGR052W u YER133W|YER133W d CDC14RD24
p75	0.894000	YFR028C|YDL149W|YOR061W|CDC14RD20	edge11716|edge15091|edge19864	paths	YFR028C u YDL149W|YDL149W u YOR061W|YOR061W d CDC14RD20
p76	0.915000	YFR028C|YNL161W|HOG1RD33|YLR096W|CDC14RD21	edge10053|edge12917|edge7059|edge4527	paths	YFR028C u YNL161W|YNL161W d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d CDC14RD21
p77	0.915000	YFR028C|YNL161W|NPI65|YLR096W|CDC14RD21	edge10053|edge15279|edge539|edge4527	paths	YFR028C u YNL161W|YNL161W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p78	0.910000	YFR028C|CDC14RD23|YOR153W|YNL154C|CDC14RD19	edge5259|edge10697|edge3656|edge1150	paths	YFR028C d CDC14RD23|CDC14RD23 d YOR153W|YOR153W u YNL154C|YNL154C d CDC14RD19
p79	0.907000	YFR028C|YGR052W|YLL013C|CDC14ID9	edge17458|edge23197|edge19971	paths	YFR028C u YGR052W|YGR052W u YLL013C|YLL013C d CDC14ID9
p80	0.907000	YFR028C|HOG1RD33|YLR096W|YOR061W|CDC14RD20	edge9388|edge7059|edge18959|edge19864	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YOR061W|YOR061W d CDC14RD20
p81	0.914000	YLR113W|YIR006C|NPI65|YHR082C|HOG1ID29	edge10082|edge12218|edge17577|edge11764	paths	YLR113W d YIR006C|YIR006C d NPI65|NPI65 d YHR082C|YHR082C d HOG1ID29
p82	0.899000	YFR028C|YJL128C|YJR059W|CDC14RD19	edge14720|edge16569|edge15351	paths	YFR028C u YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD19
p83	0.907000	YFR028C|NPR66|YNL243W|NPR71|YIL095W|CDC14RD23	edge20541|edge8877|edge2281|edge11238|edge6290	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPR71|NPR71 d YIL095W|YIL095W d CDC14RD23
p84	0.906000	YOR360C|YJL164C|HOG1RD33|YLR096W|PDE2ID42	edge26934|edge19848|edge7059|edge5078	paths	YOR360C d YJL164C|YJL164C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W d PDE2ID42
p85	0.944000	YFR028C|HOG1RD33|YJL020C|CDC14ID7	edge9388|edge818|edge9488	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL020C|YJL020C d CDC14ID7
p86	0.911000	YFR028C|YNL161W|PDE2RA50|YHL007C|CDC14RD19	edge10053|edge6837|edge19005|edge17303	paths	YFR028C u YNL161W|YNL161W d PDE2RA50|PDE2RA50 d YHL007C|YHL007C d CDC14RD19
p87	0.915000	YLR113W|NPR66|YER111C|YER167W|HOG1ID29	edge22071|edge21116|edge22669|edge6842	paths	YLR113W d NPR66|NPR66 d YER111C|YER111C u YER167W|YER167W d HOG1ID29
p88	0.911000	YFR028C|YNL161W|PDE2RA50|YHL007C|CDC14RD15	edge10053|edge6837|edge19005|edge11434	paths	YFR028C u YNL161W|YNL161W d PDE2RA50|PDE2RA50 d YHL007C|YHL007C d CDC14RD15
p89	0.895000	YFR028C|NPR66|YNL243W|NPI63|YJR059W|CDC14RD20	edge20541|edge8877|edge16308|edge6361|edge3077	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD20
p90	0.905000	YFR028C|YER125W|NPR76|YJR059W|CDC14RD19	edge7558|edge15409|edge21920|edge15351	paths	YFR028C u YER125W|YER125W d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD19
p91	0.813000	YLR113W|NPR66|YER132C|YMR139W|HOG1ID27	edge22071|edge12976|edge21382|edge9265	paths	YLR113W d NPR66|NPR66 d YER132C|YER132C u YMR139W|YMR139W d HOG1ID27
p92	0.904000	YFR028C|YBL085W|YGR052W|CDC14RD19	edge6660|edge3702|edge21148	paths	YFR028C u YBL085W|YBL085W u YGR052W|YGR052W d CDC14RD19
p93	0.899000	YFR028C|NPR66|YNL243W|NPI61|YHL009C|CDC14RD23	edge20541|edge8877|edge24726|edge19208|edge11604	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p94	0.906000	YFR028C|YLR096W|YJL187C|CDC14ID2	edge9729|edge15223|edge23852	paths	YFR028C u YLR096W|YLR096W u YJL187C|YJL187C d CDC14ID2
p95	0.906000	YFR028C|YBL085W|YLR229C|CDC14RD23	edge6660|edge9466|edge14205	paths	YFR028C u YBL085W|YBL085W u YLR229C|YLR229C d CDC14RD23
p96	0.000000	YFR028C|CDC14RD23|YOR093C|YLR096W|CDC14RD21	edge5259|edge22298|edge22381|edge4527	paths	YFR028C d CDC14RD23|CDC14RD23 d YOR093C|YOR093C u YLR096W|YLR096W d CDC14RD21
p97	0.906000	YFR028C|YLR096W|YJL187C|CDC14ID7	edge9729|edge15223|edge102	paths	YFR028C u YLR096W|YLR096W u YJL187C|YJL187C d CDC14ID7
p98	0.571000	YFR028C|YJR066W|YOL139C|CDC14ID9	edge3683|edge12544|edge21668	paths	YFR028C u YJR066W|YJR066W d YOL139C|YOL139C d CDC14ID9
p99	0.746000	YFR028C|HOG1RD33|YGL197W|YPL203W|CDC14RD19	edge9388|edge24309|edge16155|edge1784	paths	YFR028C d HOG1RD33|HOG1RD33 d YGL197W|YGL197W u YPL203W|YPL203W d CDC14RD19
p100	0.806000	YFR028C|YGR097W|YGR052W|CDC14RD19	edge17061|edge24743|edge21148	paths	YFR028C u YGR097W|YGR097W u YGR052W|YGR052W d CDC14RD19
p101	0.906000	YLR113W|YER151C|HOG1ID27|YLR248W|HOG1ID25	edge10952|edge7199|edge24450|edge9905	paths	YLR113W d YER151C|YER151C d HOG1ID27|HOG1ID27 d YLR248W|YLR248W d HOG1ID25
p102	0.917000	YLR113W|YCL061C|NPR66|YHR082C|HOG1ID29	edge5499|edge21155|edge16635|edge11764	paths	YLR113W d YCL061C|YCL061C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29
p103	0.911000	YLR113W|YKL101W|CDC14RD15|YKR048C|HOG1ID31	edge13280|edge8525|edge8969|edge8654	paths	YLR113W d YKL101W|YKL101W d CDC14RD15|CDC14RD15 d YKR048C|YKR048C d HOG1ID31
p104	0.826000	YFR028C|YJL095W|YPR032W|CDC14RD20	edge17963|edge12532|edge1128	paths	YFR028C u YJL095W|YJL095W d YPR032W|YPR032W d CDC14RD20
p105	0.898000	YLR113W|PDE2RA52|YDR507C|YLR345W|HOG1ID29	edge26596|edge11481|edge20414|edge19617	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d YLR345W|YLR345W d HOG1ID29
p106	0.905000	YFR028C|YER125W|NPR76|YJR059W|CDC14RD20	edge7558|edge15409|edge21920|edge3077	paths	YFR028C u YER125W|YER125W d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD20
p107	0.902000	YLR113W|YOR061W|YJL187C|HOG1ID29	edge22501|edge20872|edge5332	paths	YLR113W u YOR061W|YOR061W u YJL187C|YJL187C d HOG1ID29
p108	0.821000	YFR028C|NPR66|YPR185W|YGL180W|CDC14IA6	edge20541|edge26610|edge19990|edge14730	paths	YFR028C d NPR66|NPR66 d YPR185W|YPR185W u YGL180W|YGL180W d CDC14IA6
p109	0.907000	YFR028C|YBL016W|YDR225W|CDC14RD15	edge8622|edge15709|edge3792	paths	YFR028C u YBL016W|YBL016W d YDR225W|YDR225W d CDC14RD15
p110	0.916000	YFR028C|HOG1RD33|YLR096W|YER133W|CDC14RD24	edge9388|edge7059|edge19762|edge17490	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YER133W|YER133W d CDC14RD24
p111	0.911000	YFR028C|YNL161W|NPI63|YJR059W|CDC14RD19	edge10053|edge20087|edge6361|edge15351	paths	YFR028C u YNL161W|YNL161W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD19
p112	0.904000	YFR028C|YNL307C|NPR72|YKL166C|CDC14ID7	edge18452|edge26465|edge12640|edge7375	paths	YFR028C u YNL307C|YNL307C d NPR72|NPR72 d YKL166C|YKL166C d CDC14ID7
p113	0.000000	YFR028C|YBR275C|YER133W|CDC14RD24	edge7138|edge2865|edge17490	paths	YFR028C u YBR275C|YBR275C u YER133W|YER133W d CDC14RD24
p114	0.956000	YLR113W|PDE2ID42|YLR248W|HOG1ID31	edge17446|edge5702|edge7061	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d HOG1ID31
p115	0.897000	YLR113W|NPR66|YPL115C|YLR229C|HOG1RD38	edge22071|edge24104|edge20642|edge22460	paths	YLR113W d NPR66|NPR66 d YPL115C|YPL115C u YLR229C|YLR229C d HOG1RD38
p116	0.790000	YFR028C|YDL159W|YGR287C|CDC14RD20	edge15696|edge21761|edge7358	paths	YFR028C u YDL159W|YDL159W u YGR287C|YGR287C d CDC14RD20
p117	0.153000	YFR028C|YHR061C|YLR229C|CDC14RD23	edge24082|edge20933|edge14205	paths	YFR028C u YHR061C|YHR061C u YLR229C|YLR229C d CDC14RD23
p118	0.890000	YFR028C|YDR510W|NPR69|YDR507C|CDC14RD23	edge14530|edge15975|edge22074|edge23009	paths	YFR028C u YDR510W|YDR510W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p119	0.906000	YLR113W|PDE2ID42|YJL128C|YDR162C|HOG1RD38	edge17446|edge5429|edge16050|edge9433	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C u YDR162C|YDR162C d HOG1RD38
p120	0.963000	YFR028C|YIL095W|CDC14RD23	edge27089|edge6290	paths	YFR028C u YIL095W|YIL095W d CDC14RD23
p121	0.803000	YFR028C|NPR74|YER155C|YAR014C|CDC14RD20	edge3342|edge10006|edge14299|edge7326	paths	YFR028C d NPR74|NPR74 d YER155C|YER155C u YAR014C|YAR014C d CDC14RD20
p122	0.909000	YFR028C|HOG1RD38|YBL085W|YLR096W|CDC14RD21	edge26845|edge17052|edge17197|edge4527	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W u YLR096W|YLR096W d CDC14RD21
p123	0.907000	YFR028C|YJL187C|YNL027W|CDC14RD20	edge26121|edge7022|edge23985	paths	YFR028C u YJL187C|YJL187C d YNL027W|YNL027W d CDC14RD20
p124	0.905000	YFR028C|HOG1RD38|YBL085W|NPR69|YHL007C|CDC14RD19	edge26845|edge17052|edge15985|edge24337|edge17303	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p125	0.892000	YLR113W|PDE2RA52|YKR048C|NPR69|YAL041W|HOG1RD35	edge26596|edge17922|edge25185|edge26752|edge15040	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD35
