Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes
pde2_prizes_beta3.0_omega0.01_mu0.05_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed8_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed10_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed4_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.0_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed6_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed6_optimalForest.sif	20	13	7	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed7_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed4_optimalForest.sif	19	12	7	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed8_optimalForest.sif	18	10	8	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed5_optimalForest.sif	21	13	8	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed2_optimalForest.sif	13	8	5	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed1_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed2_optimalForest.sif	21	13	8	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.05_seed9_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed8_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.05_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed3_optimalForest.sif	19	11	8	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed6_optimalForest.sif	19	11	8	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed4_optimalForest.sif	18	10	8	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed7_optimalForest.sif	21	13	8	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed4_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed10_optimalForest.sif	21	13	8	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed7_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed9_optimalForest.sif	22	13	9	19
pde2_prizes_beta3.5_omega0.01_mu0.05_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed8_optimalForest.sif	21	13	8	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed8_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed9_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed5_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed1_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed9_optimalForest.sif	20	11	9	19
pde2_prizes_beta4.5_omega0.01_mu0.05_seed2_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed2_optimalForest.sif	21	12	9	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed10_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed10_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed5_optimalForest.sif	22	13	9	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed1_optimalForest.sif	20	11	9	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed6_optimalForest.sif	22	13	9	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed3_optimalForest.sif	20	11	9	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.05_seed8_optimalForest.sif	22	13	9	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed7_optimalForest.sif	19	12	7	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.05_seed3_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.06_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.06_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.06_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed7_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed9_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.06_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed2_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed4_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed8_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed8_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.5_omega0.01_mu0.06_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed8_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.06_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed5_optimalForest.sif	19	11	8	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed10_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed3_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed4_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed1_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed2_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed6_optimalForest.sif	21	13	8	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed7_optimalForest.sif	21	13	8	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed8_optimalForest.sif	19	12	7	19
pde2_prizes_beta3.0_omega0.01_mu0.06_seed6_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed10_optimalForest.sif	19	12	7	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed8_optimalForest.sif	18	10	8	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed9_optimalForest.sif	19	11	8	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed10_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.06_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.06_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed1_optimalForest.sif	19	12	7	19
pde2_prizes_beta5.0_omega0.01_mu0.06_seed2_optimalForest.sif	21	13	8	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed7_optimalForest.sif	20	13	7	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.06_seed5_optimalForest.sif	19	12	7	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed10_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed6_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed4_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed6_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed9_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.5_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta2.0_omega0.01_mu0.07_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.07_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed8_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed2_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.0_omega0.01_mu0.07_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed7_optimalForest.sif	11	7	4	19
pde2_prizes_beta2.5_omega0.01_mu0.07_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed9_optimalForest.sif	19	12	7	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed8_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed8_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed2_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed5_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed7_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed9_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed7_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed10_optimalForest.sif	16	10	6	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed1_optimalForest.sif	16	10	6	19
pde2_prizes_beta3.5_omega0.01_mu0.07_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.07_seed5_optimalForest.sif	16	10	6	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.5_omega0.01_mu0.08_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed3_optimalForest.sif	16	10	6	19
pde2_prizes_beta1.0_omega0.01_mu0.08_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta0.1_omega0.01_mu0.08_seed8_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed4_optimalForest.sif	16	10	6	19
pde2_prizes_beta4.5_omega0.01_mu0.07_seed6_optimalForest.sif	16	10	6	19
pde2_prizes_beta1.0_omega0.01_mu0.08_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta1.0_omega0.01_mu0.08_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.07_seed6_optimalForest.sif	16	10	6	19
