Forest name	Forest size
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed1_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.08_seed4_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.08_seed8_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.08_seed6_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.08_seed5_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.08_seed4_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.08_seed3_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.08_seed1_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.08_seed3_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.08_seed7_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.08_seed2_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed8_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed9_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed7_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.08_seed1_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.08_seed4_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed5_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed4_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.08_seed5_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.08_seed2_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed10_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed2_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed3_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed4_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed7_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed1_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed9_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed2_optimalForest.sif	11
pde2_prizes_beta3.5_omega0.01_mu0.08_seed3_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed10_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed1_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed1_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed5_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed7_optimalForest.sif	11
pde2_prizes_beta3.5_omega0.01_mu0.08_seed4_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed10_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed3_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed9_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.08_seed8_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed2_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed4_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed5_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed6_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed8_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.08_seed7_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed5_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed3_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed2_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed5_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed10_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed8_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed4_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed9_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed7_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed9_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed8_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.08_seed10_optimalForest.sif	0
hog1_prizes_beta4.0_omega0.01_mu0.08_seed6_optimalForest.sif	0
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed2_optimalForest.sif	0
pde2_prizes_beta4.0_omega0.01_mu0.08_seed3_optimalForest.sif	11
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed4_optimalForest.sif	0
pde2_prizes_beta4.0_omega0.01_mu0.08_seed4_optimalForest.sif	11
pde2_prizes_beta4.0_omega0.01_mu0.08_seed2_optimalForest.sif	11
pde2_prizes_beta4.0_omega0.01_mu0.08_seed7_optimalForest.sif	11
hog1_prizes_beta4.0_omega0.01_mu0.08_seed1_optimalForest.sif	0
pde2_prizes_beta4.0_omega0.01_mu0.08_seed1_optimalForest.sif	11
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed10_optimalForest.sif	0
pde2_prizes_beta4.0_omega0.01_mu0.08_seed5_optimalForest.sif	11
pde2_prizes_beta4.0_omega0.01_mu0.08_seed9_optimalForest.sif	11
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed3_optimalForest.sif	0
pde2_prizes_beta4.0_omega0.01_mu0.08_seed10_optimalForest.sif	11
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed5_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed2_optimalForest.sif	22
pde2_prizes_beta4.0_omega0.01_mu0.08_seed6_optimalForest.sif	11
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed6_optimalForest.sif	0
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed7_optimalForest.sif	0
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed8_optimalForest.sif	0
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed9_optimalForest.sif	0
pde2_prizes_beta4.0_omega0.01_mu0.08_seed8_optimalForest.sif	11
hog1_prizes_beta4.5_omega0.01_mu0.08_seed5_optimalForest.sif	21
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed10_optimalForest.sif	18
hog1_prizes_beta5.0_omega0.01_mu0.08_seed2_optimalForest.sif	21
pde2_prizes_beta4.5_omega0.01_mu0.08_seed8_optimalForest.sif	16
pde2_prizes_beta5.0_omega0.01_mu0.08_seed3_optimalForest.sif	16
pde2_prizes_beta4.5_omega0.01_mu0.08_seed4_optimalForest.sif	16
pde2_prizes_beta4.5_omega0.01_mu0.08_seed3_optimalForest.sif	16
pde2_prizes_beta4.5_omega0.01_mu0.08_seed7_optimalForest.sif	16
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed2_optimalForest.sif	17
hog1_prizes_beta5.0_omega0.01_mu0.08_seed10_optimalForest.sif	22
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed2_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.08_seed9_optimalForest.sif	21
pde2_prizes_beta4.5_omega0.01_mu0.08_seed6_optimalForest.sif	16
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed3_optimalForest.sif	22
pde2_prizes_beta4.5_omega0.01_mu0.08_seed5_optimalForest.sif	16
pde2_prizes_beta5.0_omega0.01_mu0.08_seed2_optimalForest.sif	16
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed5_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta4.5_omega0.01_mu0.08_seed9_optimalForest.sif	16
hog1_prizes_beta5.0_omega0.01_mu0.08_seed7_optimalForest.sif	23
pde2_prizes_beta4.5_omega0.01_mu0.08_seed10_optimalForest.sif	16
pde2_prizes_beta5.0_omega0.01_mu0.08_seed1_optimalForest.sif	16
cdc14_prizes_beta4.5_omega0.01_mu0.08_seed1_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed7_optimalForest.sif	0
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed1_optimalForest.sif	18
pde2_prizes_beta5.0_omega0.01_mu0.08_seed10_optimalForest.sif	16
pde2_prizes_beta5.0_omega0.01_mu0.08_seed5_optimalForest.sif	16
pde2_prizes_beta5.0_omega0.01_mu0.08_seed6_optimalForest.sif	16
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.08_seed8_optimalForest.sif	21
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed6_optimalForest.sif	0
pde2_prizes_beta5.0_omega0.01_mu0.08_seed7_optimalForest.sif	16
pde2_prizes_beta5.0_omega0.01_mu0.08_seed9_optimalForest.sif	16
pde2_prizes_beta4.5_omega0.01_mu0.08_seed1_optimalForest.sif	16
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed9_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed1_optimalForest.sif	18
hog1_prizes_beta4.5_omega0.01_mu0.08_seed4_optimalForest.sif	21
pde2_prizes_beta5.0_omega0.01_mu0.08_seed4_optimalForest.sif	16
hog1_prizes_beta0.1_omega0.01_mu0.09_seed1_optimalForest.sif	0
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed4_optimalForest.sif	18
hog1_prizes_beta0.1_omega0.01_mu0.09_seed2_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed4_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.08_seed6_optimalForest.sif	21
pde2_prizes_beta4.5_omega0.01_mu0.08_seed2_optimalForest.sif	16
hog1_prizes_beta4.5_omega0.01_mu0.08_seed10_optimalForest.sif	21
hog1_prizes_beta0.1_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.08_seed1_optimalForest.sif	21
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed7_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed7_optimalForest.sif	21
pde2_prizes_beta0.1_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta5.0_omega0.01_mu0.08_seed4_optimalForest.sif	21
hog1_prizes_beta5.0_omega0.01_mu0.08_seed3_optimalForest.sif	21
hog1_prizes_beta5.0_omega0.01_mu0.08_seed5_optimalForest.sif	21
pde2_prizes_beta0.1_omega0.01_mu0.09_seed10_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed8_optimalForest.sif	21
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed9_optimalForest.sif	17
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed6_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta0.1_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed5_optimalForest.sif	19
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed3_optimalForest.sif	19
pde2_prizes_beta0.1_omega0.01_mu0.09_seed1_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed6_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed3_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta0.1_omega0.01_mu0.09_seed7_optimalForest.sif	0
pde2_prizes_beta5.0_omega0.01_mu0.08_seed8_optimalForest.sif	16
pde2_prizes_beta0.1_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed6_optimalForest.sif	18
pde2_prizes_beta0.1_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta4.5_omega0.01_mu0.08_seed9_optimalForest.sif	20
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta5.0_omega0.01_mu0.08_seed8_optimalForest.sif	18
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta0.1_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta0.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
hog1_prizes_beta0.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
cdc14_prizes_beta2.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta1.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta2.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta2.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed3_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
hog1_prizes_beta2.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta3.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed8_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.09_seed6_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.09_seed10_optimalForest.sif	0
hog1_prizes_beta2.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta3.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed3_optimalForest.sif	0
pde2_prizes_beta3.0_omega0.01_mu0.09_seed2_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta1.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta1.0_omega0.01_mu0.09_seed4_optimalForest.sif	0
hog1_prizes_beta3.0_omega0.01_mu0.09_seed6_optimalForest.sif	0
cdc14_prizes_beta1.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.09_seed10_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
cdc14_prizes_beta4.0_omega0.01_mu0.09_seed5_optimalForest.sif	0
hog1_prizes_beta3.5_omega0.01_mu0.09_seed7_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
pde2_prizes_beta0.5_omega0.01_mu0.09_seed9_optimalForest.sif	0
cdc14_prizes_beta1.5_omega0.01_mu0.09_seed8_optimalForest.sif	0
cdc14_prizes_beta3.5_omega0.01_mu0.09_seed2_optimalForest.sif	0
hog1_prizes_beta1.5_omega0.01_mu0.09_seed1_optimalForest.sif	0
pde2_prizes_beta2.5_omega0.01_mu0.09_seed5_optimalForest.sif	0
